department,province,district,ubigeo,population_permanent,idh,monetary_poverty,life_expectancy,complete_secondary_edu,years_edu,family_income,number_hh,hh_1_nbi_or_more,hh_inadequate_char,overcrowded_hh,hh_wo_sanitation,hh_school_absence,hh_high_economic_dependence,life_expectancy_norm,years_edu_norm,edu_achievement,family_income_norm,aai,co,ntl,no2,o3,pm25,so2,tmmn,tmmx,new_cases,cases_full_total,cases_study_total,cases_work_total,cases_full_intra,cases_study_intra,cases_work_intra,cases_full_inter,cases_study_inter,cases_work_inter,in_degree,out_degree,degree,in_strength,out_strength,strength,in_closeness,out_closeness,closeness,betweenness,eigenvector,page_rank,authority,hub
LIMA,LIMA,LIMA,150101,257461,0.746010874,7.958983999999999,81.88344389,78.26915559999999,11.0691,1545.246473,78665,5598,527,4244,33,847,246,0.9480573981666666,0.6527535211267605,0.7866688025360907,0.6126760539553753,0.6032330033478043,0.6922843207940235,0.7145401491087998,0.6863196683555964,0.49622140774085266,0.8583878652854078,0.09081019146027268,0.7485495320119826,0.5623585090208241,335,198625,76286,128423,111416,44656,71478,87209,31630,56945,41,41,82,4.578011653033159,0.8480661399626184,5.426077792995777,0.0974395354825905,0.015735676608980842,0.0976701809889221,0.4432926829268293,0.9689734482457046,0.09836715811582114,1,0.550380813784315
LIMA,LIMA,ANCON,150102,59255,0.656473404,19.246935,78.39112846,72.4031961,9.1395,1316.098572,17454,3565,2267,1052,199,237,121,0.8898521410000001,0.5168661971830987,0.6781847035829609,0.519715445030426,0.4795618884369355,0.6377837689459304,0.02611452532136347,0.33082187273804037,0.4615813511098006,0.7955565914057555,0.14191700417054698,0.6769719109829577,0.5454880012704763,47,43689,18007,26782,26175,12602,14358,17514,5405,12424,39,41,80,0.153372372556759,0.8518899166381181,1.0052622891948773,0.008290471973164433,0.016440091365439207,0.05276859679014237,0.024390243902439025,0.007342555303352449,0.0048473490761447875,0.02296829584343893,0.554428340026972
LIMA,LIMA,ATE,150103,579105,0.700430248,17.174936,81.02624099,76.6107408,9.8385,1412.473337,164985,26278,11306,12354,2071,2374,1121,0.9337706831666668,0.5660915492957747,0.7270486178521987,0.5588127127789047,0.5909809704927729,0.7427875333586189,0.40090013888492,0.9916759886819764,0.5244891042618126,0.831508063669939,0.11523800129241596,0.6772991068680034,0.5742748272119644,737,448272,188047,273129,288386,135664,163275,159886,52383,109854,41,41,82,1.5785123672081471,0.9277923020151858,2.5063046692233324,0.0328985073272261,0.016728355659008508,0.06099359091670366,0.1073170731707317,0.28216012635663956,0.03182443342157338,0.3357791920738417,0.7568807340567822
LIMA,LIMA,BARRANCO,150104,32895,0.801234733,3.1723250000000003,81.6758793,78.65707429999999,12.3323,1792.368661,11477,357,38,271,0,57,9,0.9445979883333334,0.7417112676056338,0.8370298509040454,0.7129284628803245,0.4947712939438974,0.669980033236176,0.6239732558266001,0.5114496282160952,0.4912402255402772,0.8366608114930641,0.10354932837563996,0.7471328326415798,0.5479985981297009,16,25843,8633,17727,10200,4078,6353,15643,4555,11374,41,38,79,0.3660671518203751,0.9298727865498942,1.2959399383702692,0.027230857739174903,0.016919416350474944,0.05950385330143073,0,0.1475448376797285,0.016193671449698327,0.08059918383566059,0.9586531361886744
LIMA,LIMA,BREÑA,150105,81222,0.785999689,4.041467,81.40812591,79.2611895,11.7399,1744.292935,25494,1336,131,1045,0,169,28,0.9401354318333331,0.69999295774647885,0.8112263442537342,0.6934251257606491,0.5698653951725466,0.6744788196259736,0.6534584170745111,0.6442718957689016,0.5108902718673198,0.8898075075679277,0.08897640132763243,0.7533922461548899,0.556452566127806,58,64917,24750,41733,27048,12037,15756,37869,12713,25977,41,41,82,0.6545794525598465,0.8515672449761018,1.5061466975359485,0.04823299540678873,0.015204129485398565,0.06914788546035107,0,0.23907385463375194,0.025949592421217978,0.1383399221680938,0.9424952671566841
LIMA,LIMA,CARABAYLLO,150106,320618,0.662879143,19.176021,79.77456893,74.4076833,9.4495,1277.25578,86847,15786,7864,6681,1230,1229,675,0.9129094821666668,0.5386971830985916,0.7012715354747955,0.5039577200811359,0.575737300992072,0.7180668459461089,0.08391975606902327,0.7249786142001711,0.4444840752493323,0.758511062150278,0.11313429060914428,0.6516143902823698,0.547991242038589,339,241846,105760,140524,134937,69307,68235,106909,36453,72289,38,41,79,0.1477532807277241,0.9026555294689873,1.0504088101967113,0.013514846170649188,0.01628483536924746,0.056421682220694706,0.001829268292682927,0.015480047801950034,0.005569558018611158,0.028161192105382756,0.6175896055189061
LIMA,LIMA,CHACLACAYO,150107,41235,0.727064248,9.712625,82.76369048,78.0766852,10.765,1436.651195,11233,1006,150,590,130,123,76,0.9627281746666666,0.6313380281690141,0.779619719771638,0.5686211744421906,0.3628927131273838,0.6705370068533952,0.09404061562754527,0.8618477331052181,0.3843709771316571,0.6977516834306842,0.11477746674468914,0.625181192659914,0.561945839109257,56,31317,12894,19111,16225,7549,9012,15092,5345,10099,41,39,80,0.11540972759781873,0.9460641399416908,1.06147386753951,0.01633296807724754,0.016320207921196983,0.0565923452009543,0,0.01641439863569789,0.005352193503290906,0.02247364479300553,0.7294433056057522
LIMA,LIMA,CHORRILLOS,150108,304295,0.738221736,11.60839,81.1497121,77.0687263,10.6115,1567.361684,82969,8777,3076,4752,283,965,369,0.935828535,0.6205281690140845,0.7620419721607748,0.6216477419878296,0.5156252869684057,0.6681003896537311,0.46442554565764305,0.4411067973942225,0.4665775656846428,0.7766601712029767,0.11257079667612507,0.7494668176280418,0.5514031976906363,301,239661,97200,148753,143071,66431,81302,96590,30769,67451,41,41,82,1.0206575881139368,0.9271560202919555,1.947813608405892,0.03472419815225434,0.017875735320960744,0.06036735859897147,0.20243902439024392,0.27754319474048,0.02900649626595801,0.21672451044806157,0.8512665797331249
LIMA,LIMA,CIENEGUILLA,150109,32697,0.650977805,17.529394,78.00235269,69.9186992,9.1529,1314.35109,9623,2206,1335,774,219,116,62,0.8833725448333333,0.5178098591549297,0.6763275929765694,0.5190065273833672,0.47019589056632577,0.6397471294217612,0.0304820586534748,0.6349608475356977,0.4895279014532206,0.686098573197442,0.1181793004884717,0.6432347359463784,0.5685961520161524,20,25253,10528,15200,13870,5956,8238,11383,4572,6962,40,39,79,0.05427213720101223,0.9576561539137313,1.0119282911147431,0.00922490464612895,0.01931984775208925,0.053820699726020375,0,0.007864301815973368,0.0044074873813453996,0.0113774275732424,0.7531940542567416
LIMA,LIMA,COMAS,150110,504617,0.7081597,16.044522999999998,81.63203158,78.2665066,10.0771,1408.146118,132726,17192,5943,9080,1171,1934,954,0.943867193,0.582894366197183,0.7417377361561492,0.5570572486815415,0.6686010988235522,0.7958868238721852,0.4235883370236022,0.861716128183194,0.43202087040179826,0.8298304849004524,0.1203623177252794,0.7243281006529445,0.5608909532912516,570,376377,154647,229901,218557,108039,115925,157820,46608,113976,40,41,81,0.5439894722739312,0.8937777214548219,1.4377671937287535,0.018281744721150395,0.016282017476899665,0.06216925282029025,0.024390243902439025,0.05864755282621885,0.010945010633494632,0.1002562496970875,0.7286265335474803
