ubigeo,district,population_permanent,total_centrality_strength_intra,study_centrality_strength_intra,work_centrality_strength_intra,total_centrality_degree_in,study_centrality_degree_in,work_centrality_degree_in,total_centrality_degree_out,study_centrality_degree_out,work_centrality_degree_out,total_centrality_degree_all,study_centrality_degree_all,work_centrality_degree_all,total_centrality_strength_in,study_centrality_strength_in,work_centrality_strength_in,total_centrality_strength_out,study_centrality_strength_out,work_centrality_strength_out,total_centrality_strength_all,study_centrality_strength_all,work_centrality_strength_all,total_centrality_closeness_in,study_centrality_closeness_in,work_centrality_closeness_in,total_centrality_closeness_out,study_centrality_closeness_out,work_centrality_closeness_out,total_centrality_closeness_all,study_centrality_closeness_all,work_centrality_closeness_all,total_centrality_betweenness_weighted,study_centrality_betweenness_weighted,work_centrality_betweenness_weighted,total_centrality_eigenvector_weighted,study_centrality_eigenvector_weighted,work_centrality_eigenvector_weighted,total_centrality_pagerank_weighted,study_centrality_pagerank_weighted,work_centrality_pagerank_weighted,total_structural_eccentricity_in,study_structural_eccentricity_in,work_structural_eccentricity_in,total_structural_eccentricity_out,study_structural_eccentricity_out,work_structural_eccentricity_out,total_structural_eccentricity_all,study_structural_eccentricity_all,work_structural_eccentricity_all,total_structural_transitivity_local,study_structural_transitivity_local,work_structural_transitivity_local,total_structural_transitivity_weighted,study_structural_transitivity_weighted,work_structural_transitivity_weighted,total_structural_knn_outout,study_structural_knn_outout,work_structural_knn_outout,total_structural_knn_outin,study_structural_knn_outin,work_structural_knn_outin,total_structural_knn_inout,study_structural_knn_inout,work_structural_knn_inout,total_structural_knn_inin,study_structural_knn_inin,work_structural_knn_inin,total_structural_constraint_weighted,study_structural_constraint_weighted,work_structural_constraint_weighted
150126,PUNTA HERMOSA,14689,5187,1887,3373,0.9795918367346939,0.24489795918367346,0.9795918367346939,0.9795918367346939,0.8367346938775511,0.9795918367346939,1.9591836734693877,1.0816326530612246,1.9591836734693877,2800,71,2731,5450,2182,3329,8250,2253,6060,329.65362667679295,21.227810658254388,264.9277475459369,473.2657969722153,108.1444539439571,300.35576181729937,716.3407767735874,291.6185364549025,454.92111247606533,0,0,0,0.3911045174599589,0.6062296962072763,0.3853873092147641,0.032648939094308486,0.036137655379737885,0.03138919707365872,2,2,2,2,2,2,1,2,1,0.9931972789115647,0.9630021141649048,0.9914965986394558,0.9975732323232324,0.9816472094055472,0.997156903190319,48.01302752293578,44.012832263978005,48.01441874436768,48.69981651376147,45.298808432630615,48.716431360769,47.92178571428571,42.070422535211264,47.78176492127426,48.32821428571429,36,48.1087513731234,0.21129727147154953,0.2679410905594746,0.19751129036762835
150127,PUNTA NEGRA,6565,2386,1238,1174,0.8979591836734694,0.2857142857142857,0.8775510204081632,0.8979591836734694,0.7346938775510204,0.8979591836734694,1.7959183673469388,1.0204081632653061,1.7755102040816326,1222,384,840,2327,757,1598,3549,1141,2438,154.9655493484935,33.432759618963715,117.91393212232032,347.13691351214965,66.73163256144849,246.02268058090038,437.344850129695,118.42675844336965,330.7648817239655,0,8.503401360544217e-4,0,0.8626991274352893,0.5597996406542295,0.8537714335058414,0.07509273658952006,0.03647188192835441,0.06272518253112697,2,2,2,2,2,2,2,2,2,0.9944495837187788,0.9744744744744744,0.9925994449583718,0.9990321829786712,0.9857337618073815,0.9973606305952848,47.60292221744736,42.78467635402906,47.52190237797247,48.743876235496344,45.21796565389696,48.538172715894866,47.216039279869065,39.416666666666664,47.70357142857143,48.333060556464815,23.390625,48.266666666666666,0.20704981150488883,0.23004850486087716,0.21042045563709472
150128,RIMAC,169595,59229,31412,28733,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9183673469387755,0.9795918367346939,1.9591836734693877,1.8979591836734695,1.9591836734693877,35749,14223,21982,59399,17762,42840,95148,31985,64822,960.0090757025764,366.0055230761078,571.2590071709998,678.0578953217067,101.88771996282362,499.99971501951745,1511.8280593251202,618.6333816835663,1042.3554194506125,0,0.00467687074829932,0,0.1867486535819396,0.5293345892352903,0.24429295942389953,0.010504182393134906,0.021233290829524114,0.011835797967376717,2,2,2,2,2,2,2,2,2,0.9982269503546098,0.972517730496454,0.9973404255319149,0.9999733897202924,0.9966294040757137,0.9999343537819114,48.466640852539605,43.19716248170251,48.44705882352941,48.90380309432819,48.548868370678974,48.83870214752568,48.784889087806654,44.84447725515011,48.740742425620965,48.47752384682089,47.18807565211277,48.320034573742156,0.18624991684173708,0.20343946135213561,0.18526854377786492
150129,SAN BARTOLO,6901,2990,1307,1729,0.9795918367346939,0.7142857142857143,0.9387755102040817,0.8775510204081632,0.7142857142857143,0.8571428571428571,1.8571428571428572,1.4285714285714286,1.7959183673469388,1956,561,1402,1976,720,1270,3932,1281,2672,174.5442710502909,36.114891711696025,130.04471868644066,260.8409598438592,60.11891275222483,194.06068054458018,313.0852427221263,102.45118581157581,242.87617354225196,0.04081632653061224,0.04124149659863945,0.02040816326530612,0.6311137651181695,0.8069261843630591,0.5167816003590985,0.05232194735015272,0.045340713426868566,0.044065861944649856,2,2,2,2,2,2,1,2,2,0.9931972789115647,0.9640591966173361,0.9920212765957447,0.9884441759918616,0.9188315814316577,0.9899589119633074,47.21153846153846,42.38611111111111,46.851181102362204,47.81831983805668,42.09722222222222,47.664566929133855,46.763292433537835,38.94652406417112,47.31169757489301,47.11298568507157,24.36185383244207,47.588445078459344,0.16135476568160728,0.17317797408646282,0.1666625043761669
150130,SAN BORJA,107055,24563,9649,15435,1,1,1,0.9795918367346939,0.8571428571428571,0.9795918367346939,1.9795918367346939,1.8571428571428572,1.9795918367346939,91378,18218,74068,54720,19856,35858,146098,38074,109926,1152.2156724514136,441.2680863293143,707.8862781600556,684.8414336452656,103.3976831427568,487.8821154998564,1429.041309719638,581.7939833631485,1014.3235373312449,0.006802721088435374,0,0.005952380952380952,0.06487488249484327,0.12440574366541023,0.07589164094632075,0.0053837942879575084,0.007229890711351445,0.005571772316572887,1,1,1,2,2,2,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9993483255531675,0.9932882894713803,0.9988189024131385,48.11295687134503,42.392878726833196,48.0705839701043,48.951169590643275,48.763094278807415,48.901054158067936,48.48834511589223,43.53606323416401,48.416144623859154,48.676979141587694,47.7562849928642,48.50291623913161,0.15266262516633167,0.2020944809172911,0.1474748777316287
150131,SAN ISIDRO,56388,17205,4642,13046,1,1,1,0.9591836734693877,0.8163265306122449,0.9591836734693877,1.9591836734693877,1.816326530612245,1.9591836734693877,201646,39983,165529,23646,9611,14383,225292,49594,179912,1423.9716664340804,512.2262541763022,856.6094298595435,587.7879184789448,99.48844882859362,407.5281365233855,1552.267866042222,566.0258235933903,1098.2872518816253,0.007227891156462585,0.02848639455782313,0,0.03438632515740082,0.07739927938585985,0.03943314667941717,0.0042551072104073774,0.005602024860530943,0.004320107756250209,1,1,1,2,2,2,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9990274658369287,0.9896568469304082,0.9985516067114293,48.187515858919056,41.980126937883675,48.20788430786345,48.95821703459359,48.79200915617522,48.90370576374887,48.44306358668161,43.155816221894305,48.3941061687076,48.66524503337532,47.86436735612635,48.54219502322856,0.13726034139202317,0.1479659716410358,0.13639250770976144
150132,SAN JUAN DE LURIGANCHO,1004690,478772,253215,242141,1,0.9795918367346939,1,1,0.9591836734693877,1,2,1.9387755102040816,2,49789,14221,36344,241636,59077,186418,291425,73298,222762,966.471600577791,341.816827226527,611.7506350477369,799.2604978154271,108.09914639023391,603.3372232605839,1640.9294618113872,679.755644665646,1135.1042415341794,0.04974489795918367,0.023809523809523808,0.09098639455782313,0.16013264894674653,0.1967800131875527,0.19834730503280515,0.008018599571860666,0.009739516644751272,0.009031448576682335,1,2,1,1,2,1,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9990265505704726,0.990100628029869,0.998224094923431,48.45242430763628,43.12461702523825,48.44361595983221,48.85986773494016,48.50075325422753,48.76083854563401,48.66235513868525,44.74889248294775,48.601502311248076,48.4414830585069,47.20265804092539,48.090991635483164,0.17172457059517632,0.19502454361195953,0.17103106928686718
150133,SAN JUAN DE MIRAFLORES,344625,128905,67198,64562,1,0.9795918367346939,1,1,0.9387755102040817,0.9795918367346939,2,1.9183673469387754,1.9795918367346939,44531,13565,31515,118510,34121,86151,163041,47686,117666,1006.7017251293231,395.5005976780304,607.8894499243505,751.3831713401636,106.60514894016718,555.1919289045769,1514.4640782474437,636.9836062781666,1028.7242077763037,0.017006802721088437,0,0.05824829931972789,0.2207057640669953,0.3093111552565675,0.24226630298996976,0.010149261602876918,0.016962166225457775,0.010773638596496297,1,2,1,1,2,2,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9997006121159708,0.9964529246878888,0.9993155060368614,48.203687452535654,43.552797397497145,48.171884249747535,48.90112226816302,48.66035579262038,48.81827256793305,48.336911365116435,45.602211573903425,48.34532762176741,48.54642833082572,47.535127165499446,48.21285102332223,0.19313155316443265,0.2342475581081266,0.184054243712807
150134,SAN LUIS,49424,14468,6193,8538,1,0.9591836734693877,1,0.9591836734693877,0.7959183673469388,0.9591836734693877,1.9591836734693877,1.7551020408163265,1.9591836734693877,31032,6984,24238,22937,8146,15156,53969,15130,39394,916.859657952659,329.2030666703827,575.8823261492639,587.8645370143201,96.91327579459583,415.0964733396707,1183.6732568840596,451.50084609057245,836.2523344878974,0,0,0,0.3745874396374827,0.26300246072404904,0.3676670482426069,0.014327175479223117,0.014512152644584867,0.014165616540841728,1,2,1,2,2,2,1,2,1,0.9931972789115647,0.972517730496454,0.9914965986394558,0.999466128703515,0.998620466594479,0.9983611082906027,48.36465100056677,42.84004419346919,48.35959356030615,48.93791690282077,48.70820034372698,48.864212193190816,48.66147847383346,44.21119702176403,48.575460021453914,48.69718355246197,47.9823883161512,48.41137882663586,0.16609635009788726,0.18583443804197705,0.16512150684739715
150135,SAN MARTIN DE PORRES,629296,217267,110988,110042,1,0.9795918367346939,1,1,0.9183673469387755,1,2,1.8979591836734695,2,71855,24509,48134,244139,87888,160748,315994,112397,208882,1116.5113417422235,414.7797981373625,670.6980741450028,784.2318895248153,107.91442593679325,589.2273435460805,1635.3133583464225,681.9522437135499,1120.795446665913,0.25552721088435376,0.0858843537414966,0.2844387755102041,0.19689443698132075,0.1496528690937278,0.24236829111283517,0.009071581798266675,0.008527947048650926,0.010284349672298384,1,2,1,1,2,1,1,2,1,0.9931972789115647,0.972517730496454,0.9914965986394558,0.9986498293216538,0.9961841186417674,0.9981937569217708,48.568594120562466,43.4404810668123,48.49063129867868,48.786703476298335,48.33960267613326,48.70675840445915,48.75188922134855,44.398588273695374,48.710931981551504,48.05786653677545,46.75103023379167,47.829621473386794,0.1835257990167431,0.23862156556630532,0.1712134657314592
150136,SAN MIGUEL,147699,44771,23554,22354,1,1,1,1,0.8367346938775511,1,2,1.836734693877551,2,94248,50162,46154,68648,22365,47425,162896,72527,93579,1238.4565188599265,538.396684799392,675.2001209438553,690.8725256624236,102.89195044106991,500.6529660526781,1464.456568707225,614.4373794491677,994.7601627119836,0.03571428571428571,0.060799319727891155,0.006377551020408163,0.18105224897148492,0.16220001080870142,0.307447034865504,0.008712966215992265,0.00772326141499764,0.011914498794380973,1,1,1,1,2,1,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9986242500327407,0.9835325694798719,0.9979756409023391,48.11436604125393,42.04426559356137,48.08837111228255,48.877112224682435,48.456606304493626,48.80733790195045,48.54464816229522,43.60517921932937,48.49506001646661,48.30044138867668,47.0153103943224,48.069918100273,0.15170343794615165,0.15205668886933407,0.15720205228041575
150137,SANTA ANITA,188829,76315,36590,40994,0.9795918367346939,0.9795918367346939,0.9591836734693877,0.9795918367346939,0.9183673469387755,0.9795918367346939,1.9591836734693877,1.8979591836734695,1.9387755102040816,70836,15831,55533,64923,21191,44758,135759,37022,100291,1013.7228165218676,385.0157239876572,646.8007237421219,714.8229568988962,104.06363989125329,524.3912189673462,1458.8063520732683,597.5603096039142,1013.5306622395534,0.00977891156462585,0.003826530612244898,0,0.29830294670145424,0.17500390237326355,0.07000310363530478,0.011764332434552636,0.009047787045139935,0.006231823699288558,2,2,2,2,2,2,1,1,2,0.9931972789115647,0.951530612244898,0.9973404255319149,0.9993229423709171,0.991178668539427,0.9999444170654883,48.581042157632886,43.3989429474777,48.56030206890388,48.92317052508356,48.440186871785194,48.82434425130703,48.76017844034107,44.5986355884025,48.69675688329462,48.680162629171605,47.48146042574695,48.46455260835899,0.19478917854784383,0.21115820491350012,0.19601715565902292
150138,SANTA MARIA DEL MAR,915,288,61,233,0.6938775510204082,0.08163265306122448,0.6938775510204082,0.7346938775510204,0.46938775510204084,0.673469387755102,1.4285714285714286,0.5510204081632653,1.3673469387755102,205,14,191,372,189,186,577,203,377,58.16479420313296,7.216243537129499,49.767126838050665,85.75619139956085,39.439738053195796,38.14792216410509,90.13919984184503,48.719905343907854,59.384904259062736,0,0,0,1,0.2114348878060672,0.9799034809501252,0.09995464576846726,0.012685118575949412,0.09828827192575422,2,3,2,2,2,2,2,2,2,0.9977851605758582,1,0.9965156794425086,0.9981843690682513,1,0.9913954842466196,46.204301075268816,39.17460317460318,46.67204301075269,48.44086021505376,39.84126984126984,48.26881720430107,45.9609756097561,37.07142857142857,45.602094240837694,48.18048780487805,29.5,47.303664921465966,0.2554025576372471,0.3682812773608431,0.2177944089132082
150139,SANTA ROSA,26208,8205,4805,3488,0.8367346938775511,0.5102040816326531,0.8163265306122449,0.9591836734693877,0.8979591836734694,0.9591836734693877,1.7959183673469388,1.4081632653061225,1.7755102040816326,880,325,558,9698,3543,6319,10578,3868,6877,201.8835233885028,91.59761286564704,100.5165037039159,498.1531359163964,93.20862623487439,358.18273721575036,716.5843820472143,326.98849678907175,486.1721183336726,0,0,0,0.9269518782485822,0.6388740450180084,0.979606201162393,0.06086576532734555,0.04211024761687106,0.06715356892745471,2,2,2,2,2,2,2,2,2,0.9946808510638298,0.990909090909091,0.9929078014184397,0.9940824593797645,0.9897292469681301,0.9946816245332112,48.541348731697255,44.18600056449337,48.4526032600095,48.08094452464426,43.3465989274626,48.10887798702326,48.40340909090909,43.87692307692308,48.25268817204301,47.220454545454544,36.61538461538461,46.99820788530466,0.2117908836924193,0.3030571833199541,0.19089256621552783
150140,SANTIAGO DE SURCO,315252,107984,54167,57448,1,1,1,0.9795918367346939,0.8979591836734694,0.9795918367346939,1.9795918367346939,1.8979591836734695,1.9795918367346939,177783,73474,108356,132157,43495,90653,309940,116969,199009,1294.4251542882287,534.476901889382,743.0007173007723,735.2566986748642,105.07989529086974,548.6810089669304,1575.905465841059,639.8025192403728,1086.30908810936,0.3703231292517007,0.453656462585034,0.2189625850340136,0.01818538170373574,0.02606935473079434,0.034527695668784907,0.0038402191518968343,0.004115716397847138,0.004280796514969005,1,1,1,2,2,2,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.999480342969607,0.9933027126845575,0.999016585514558,48.02699062478718,41.72755489136682,48.0170981655323,48.94836444531882,48.6927003103805,48.892369805742774,48.48065900564171,43.69454500911887,48.362130385027136,48.67861381571916,47.85909301249421,48.42109343275868,0.14172334800769826,0.14446814649043577,0.1456830689990282
150141,SURQUILLO,86614,23978,8701,15726,1,0.9795918367346939,1,1,0.8367346938775511,1,2,1.816326530612245,2,56035,10521,45844,40825,15120,26437,96860,25641,72281,1058.0502662912415,378.85843458102016,643.0205169057876,651.504257870474,101.79906276010641,459.66011249754234,1283.843134208429,532.5642277613587,908.1009043420214,0,0,0,0.1346300074347629,0.2152120960812957,0.13700476150369087,0.0077463070837654165,0.011000880090355694,0.007684349164578693,1,2,1,1,2,1,1,2,1,0.9931972789115647,0.972517730496454,0.9914965986394558,0.9994351813614151,0.9986524241843391,0.9990482745580904,47.991230863441515,42.032936507936505,47.97250066195105,48.96068585425597,48.83710317460317,48.91848545598971,48.44347282948157,43.98013496815892,48.34608672890673,48.661800660301594,47.94496720844026,48.47997556932205,0.1636460058991714,0.20013383523190872,0.1589397133263604
150142,VILLA EL SALVADOR,383154,169955,90640,83308,1,1,1,1,0.9387755102040817,1,2,1.9387755102040816,2,48074,15700,32974,107232,29343,79321,155306,45043,112295,961.2337294337289,382.78643882210713,567.9712059842473,757.1699049124129,106.97903885630456,557.8681724717021,1535.20352459746,637.6841904264909,1045.3005116944316,0.22534013605442177,0.22151360544217688,0.1130952380952381,0.058619759242255695,0.17714356271679854,0.10469666809225052,0.005811603080749714,0.010604260926155748,0.007095010567942026,1,1,1,1,2,1,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9995991783961985,0.9939585507182026,0.9991471496207904,48.2437705162638,43.822853832259824,48.12057336644772,48.87097135183527,48.3914391848141,48.773641280367116,48.33390190123559,45.186178343949045,48.18299266088433,48.52658401630819,46.60891719745223,48.17389458361133,0.17979185049287177,0.21529620339984115,0.17295100897649027
150143,VILLA MARIA DEL TRIUNFO,388303,151007,84454,69069,0.9795918367346939,0.9591836734693877,0.9591836734693877,0.9795918367346939,0.9387755102040817,0.9795918367346939,1.9591836734693877,1.8979591836734695,1.9387755102040816,22015,6170,16017,127595,34433,94990,149610,40603,111007,863.6124212971164,328.2866025665772,532.3437966931438,753.7112103258407,106.72172694050144,561.9119353700481,1514.4514559345926,634.180721786751,1035.1709761788966,0,0,0.027210884353741496,0.34157517646662294,0.5878016951171774,0.1107588194191902,0.0163051032709218,0.029394802207140587,0.010860973355907206,2,2,2,2,2,2,1,1,1,0.9931972789115647,0.951530612244898,0.9914965986394558,0.9997581211148987,0.9961373954305511,0.9993827341218722,48.34052274775657,43.95431707954578,48.18751447520792,48.948759747639016,48.59457497168414,48.91145383724603,48.68285260049966,45.675688816855754,48.43035524754948,48.87317737905973,47.82366288492707,48.79247050009365,0.1943492072677667,0.23682973683505965,0.1864177780953959
