department,province,district,ubigeo,population_permanent,idh,monetary_poverty,life_expectancy,complete_secondary_edu,years_edu,family_income,number_hh,hh_1_nbi_or_more,hh_inadequate_char,overcrowded_hh,hh_wo_sanitation,hh_school_absence,hh_high_economic_dependence,life_expectancy_norm,years_edu_norm,edu_achievement,family_income_norm,aai,co,ntl,no2,o3,pm25,so2,tmmn,tmmx,new_cases,cases_full_total,cases_study_total,cases_work_total,cases_full_intra,cases_study_intra,cases_work_intra,cases_full_inter,cases_study_inter,cases_work_inter,in_degree,out_degree,degree,in_strength,out_strength,strength,in_closeness,out_closeness,closeness,betweenness,eigenvector,page_rank,authority,hub
LIMA,LIMA,EL AGUSTINO,150111,191624,0.70122061,16.689837,84.18354012,73.86248429999999,9.6693,1381.776152,51766,5766,871,4058,38,800,367,0.9863923353333334,0.5541760563380282,0.7393476951996839,0.5463594937119675,0.7243272782559026,0.7484854076329301,0.5241284467385948,0.9110679739422256,0.537803688124699,0.889712430868847,0.1093748817029273,0.7224831999740974,0.57760638380467,326,149444,58444,93593,67480,31309,37535,81964,27135,56058,40,39,79,0.07429629002305292,0.31374749890195686,0.3880437889250099,0.006984828841692155,0.004048477038652135,0.024752440100361702,0,0.048993817196255694,0.009084702258000812,0.04495798734743605,0.7594145546324549
LIMA,LIMA,INDEPENDENCIA,150112,204990,0.697405438,20.590949,81.47797084,76.6261415,9.6624,1398.713698,54293,8718,3427,4602,669,724,528,0.941299514,0.5536901408450704,0.7219336953516273,0.553230709127789,0.654332035727631,0.747086424309108,0.4776692155512669,0.7939724945712969,0.4580405436799789,0.8383721811961169,0.08447123254956784,0.7403737720512349,0.5630105448640157,270,152356,62265,93440,82742,41934,43143,69614,20331,50297,39,36,75,0.20615490689754343,0.27263194185077705,0.47878684874832056,0.008473835556624404,0.0038674105284155816,0.021127122609342207,0.003658536585365854,0.07333712983139071,0.014688794943367174,0.11255133442759596,0.6237085942778522
LIMA,LIMA,JESUS MARIA,150113,69031,0.836180982,0.519235,82.17063814,81.4129353,13.0988,1914.218576,23794,453,48,288,0,115,14,0.952843969,0.7956901408450705,0.8707287475999549,0.7623604770791075,0.563789814671227,0.6666185436905367,0.7356193593243181,0.6266697374481804,0.5096917816643308,0.8329529381000567,0.09133751047413508,0.7488073717434629,0.5617869915953214,18,56507,21430,36633,20106,8135,12742,36401,13295,23891,40,35,75,0.5973050232008361,0.3127386610257958,0.9100436842266318,0.018464280109821908,0.004098818000844307,0.02409404293769549,0.022560975609756097,0.5624794397144337,0.05919990807946609,0.3892801518045945,0.8003529467183742
LIMA,LIMA,LA MOLINA,150114,134095,0.793272471,1.168268,82.36418986,78.47066219999999,13.238,1653.862361,40245,843,151,517,13,160,34,0.956069831,0.8054929577464788,0.8775576995185935,0.6567392945233266,0.6235373242397334,0.7287000304114429,0.37198363486958624,0.7692636704612751,0.5542668711069566,0.9129291588132624,0.1198475207988174,0.6913996904578968,0.5746589404580996,35,108516,44408,66754,48305,25217,24704,60211,19191,42050,41,35,76,0.8950337293143698,0.28921625616581675,1.184249985480187,0.019166841570862535,0.0041048186868736574,0.02509237003365169,0.1573170731707317,0.619059285253099,0.0644915972648414,0.6069509397057911,0.8211634312298349
LIMA,LIMA,LA VICTORIA,150115,166465,0.712486256,11.057018,81.35010002,75.0875939,10.4249,1440.678495,51132,5325,410,4366,10,631,165,0.9391683336666666,0.6073873239436619,0.7552740833091156,0.570254967545639,0.6608469297709627,0.6980391453359437,0.8102020732802573,0.7430742909784825,0.5237456850252931,0.8603208085456304,0.08993921071442078,0.7397114506384921,0.5724539689659928,353,128862,46352,84896,75948,25263,52144,52914,21089,32752,41,36,77,0.18957489396794577,0.37351173602449245,0.5630866299924384,0.008547512491648477,0.0041532581834468315,0.025161811181102577,0.025,0.11509002232960204,0.016060093174430426,0.12013547251599042,0.9299187628494704
LIMA,LIMA,LINCE,150116,52055,0.822136078,1.452933,82.22529614,82.88216560000001,12.5571,1847.49689,18193,614,110,426,0,98,8,0.9537549356666666,0.7575422535211268,0.8500056842585372,0.7352928559837728,0.5750219336749536,0.6703872276495828,0.8955588525607554,0.619530170428374,0.4840410848454514,0.8403687556087748,0.08580123765436187,0.7410179868968234,0.5642531864259751,41,41640,14999,27785,16121,6151,10512,25519,8848,17273,41,36,77,0.4568444271408868,0.3220345624828559,0.7788789896237427,0.014187023964283427,0.004131453938669911,0.02413723771464042,0.0012195121951219512,0.3215750246843416,0.03687104262080515,0.29839657201123676,0.8488654817860293
LIMA,LIMA,LOS OLIVOS,150117,313849,0.753197914,7.881448000000001,82.22582174,79.5136872,11.0914,1566.038489,89749,5865,547,4355,4,929,259,0.9537636956666666,0.6543239436619718,0.789981279949234,0.6211109488843813,0.6274496843530601,0.7418071345017251,0.7606455864025609,0.6911561492399816,0.4502469409118344,0.8338357695887224,0.09474351824705111,0.7637842769293309,0.5583644000294561,294,246137,100554,152478,131976,69774,67329,114161,30780,85149,41,36,77,0.8493388109611532,0.24305147992747078,1.092390290888624,0.012240563748641067,0.003907418451825924,0.02222359461435054,0.20670731707317072,0.21904912050132555,0.0374425363025585,0.46429522917476435,0.5049751498142128
LIMA,LIMA,LURIGANCHO,150118,230013,0.678874995,18.234247,80.34222508,74.78460940000001,9.4953,1348.428017,66221,14005,5687,4927,3923,888,564,0.922370418,0.5419225352112677,0.7070030518508649,0.5328308385395537,0.4747992800927172,0.7223654521452596,0.11261456223944216,0.9343291439099822,0.393017325494632,0.7746258533976212,0.12429286182596884,0.6264532791708669,0.5587677748193058,238,173864,75159,103094,115974,54038,65270,57890,21121,37824,38,37,75,0.17617902157330284,0.3369839350492312,0.5131629566225339,0.007873247700415866,0.004198135973150487,0.022963546158091992,0.012804878048780487,0.03649414355223322,0.0088182458233341,0.10689611716857622,0.6683864606968579
LIMA,LIMA,LURIN,150119,85227,0.691154232,18.264468,79.70375163,71.2550607,9.5231,1468.892071,23865,4518,1913,1737,918,356,129,0.9117291938333332,0.5438802816901408,0.704181461533317,0.5817006373225152,0.7172067408671703,0.5967118054487736,0.1075520073560015,0.394814766072251,0.5297518018350449,0.7104054584079886,0.10951679869346548,0.6939648492066024,0.5755147090642582,59,66034,26890,40370,44669,18164,27435,21365,8726,12935,40,40,80,0.30057936211353314,0.3900772291130353,0.6906565912265682,0.004520376300880493,0.005223317836886765,0.02553099974318218,0.175,0.008571967018657894,0.007755356575537548,0.16685659641827838,0.7575299712946052
LIMA,LIMA,MAGDALENA DEL MAR,150120,57535,0.827377375,0.782218,82.27094378,79.9645839,12.9307,1882.476187,19239,464,48,310,0,107,16,0.9545157296666666,0.7838521126760564,0.8649850699762073,0.7494832401622717,0.5178016824776258,0.6574125329314924,0.6152544239616115,0.5609001776666446,0.4898039505079557,0.7278955666126206,0.09067383984191248,0.7519821515416094,0.5401057398709077,27,46644,17361,30322,14864,5844,9446,31780,11517,20876,40,33,73,0.14494879352759588,0.3235053492762743,0.46845414280387015,0.01285966762308191,0.004037754059652531,0.020710443591121896,0,0.18251867034399985,0.021552074520134443,0.09139675814516464,0.79926092274011
LIMA,LIMA,MIRAFLORES,150122,92749,0.81457821,0.08549999999999999,81.95825784,78.0917281,13.7643,1765.245985,37626,270,24,129,0,119,3,0.9493042973333332,0.842556338028169,0.8943390589902565,0.7019253488843813,0.5266892428254033,0.6657793814973136,0.6976457453026874,0.54704875962361,0.519029619243625,0.8094695120600708,0.08693530108136288,0.743337132136435,0.5564365905555608,17,73032,23502,51441,32240,9965,23551,40792,13537,27890,41,34,75,0.654855398708685,0.3016032555403019,0.9564586542489869,0.01977122269999766,0.00396508696147665,0.021991674186199538,0.013414634146341463,0.6928276008154334,0.06611497598241309,0.44591948914147816,0.8000606698339005
LIMA,LIMA,PACHACAMAC,150123,106010,0.645634317,20.000896,77.99290926,71.1727208,8.7898,1304.010578,30335,7385,4643,2521,520,388,270,0.8832151543333334,0.4922394366197183,0.6593582713389115,0.5148115935091278,0.61756457368827955,0.6314275495780555,0.0628530252341299,0.5181943804698295,0.5515473779439514,0.7243000412833104,0.11628985663405177,0.6699775137419853,0.5728280203034525,108,82094,35463,47995,45746,24473,22154,36348,10990,25841,41,38,79,0.18562318580356713,0.28956201166501583,0.4751851974685829,0.004161790019094483,0.004723627608341007,0.023226463151305284,0.03597560975609756,0.029965872405294317,0.008113122406253406,0.12805401687868131,0.7320366937400414
LIMA,LIMA,PUCUSANA,150124,14151,0.619068012,23.739385,77.49313819,67.0560748,8.9302,1187.006637,4377,1479,1193,286,205,47,33,0.8748856365,0.5021267605633802,0.6627997363602192,0.46734549168357,0.6472828739750566,0.6593078378375298,0.05303905634854979,0.24340330328354276,0.4796666639335072,0.755910883749516,0.10008227620301628,0.7488415663792601,0.5853331270729464,13,10573,4495,6234,7596,3223,4485,2977,1272,1749,13,37,50,0.004620012130136561,0.3029895868323814,0.30760959896251805,8.534788127878406e-4,0.008299514725894878,0.023238362018348356,0,9.73135003519451e-5,0.0036517226125530543,0.002565992799952071,0.6490913539006592
LIMA,LIMA,PUENTE PIEDRA,150125,317617,0.661334953,22.678988,80.14771942,73.4817063,9.1351,1294.089446,87287,19410,10731,6739,2753,1313,757,0.919128657,0.516556338028169,0.689044072056838,0.5107867935091278,0.7329557947833572,0.7181739124492142,0.3288263257712134,0.633546094623939,0.43041103977566414,0.8037208270988921,0.1196096011382093,0.7315688969453051,0.5539321420979889,312,239895,104384,141107,145948,72565,77370,93947,31819,63737,38,37,75,0.1675086530424852,0.2993283447049931,0.4668369977474782,0.0048987894264816804,0.003964828215768475,0.0193930258376593,0.04390243902439024,0.011429660736911448,0.006992900392045862,0.07199042231656787,0.6680479606490997
LIMA,LIMA,PUNTA HERMOSA,150126,14689,0.675871767,19.183087,77.61941486,68.164794,9.6852,1445.499148,5730,2346,2081,287,94,56,28,0.8769902476666668,0.5552957746478874,0.6978459564522133,0.5722106077079108,0.7417456563729863,0.585654910992427,0.03438418776288852,0.3006514443640192,0.5371818944617986,0.6660486779149145,0.1027938291024809,0.6853511262123018,0.5809807752146775,6,11371,4145,7385,5560,1887,3764,5811,2258,3621,11,37,48,0.013504697405756353,0.37205300292548593,0.3855577003312422,0.0011492080602411366,0.008027261088792783,0.02118479179763019,0.0024390243902439024,1.0525887077236396e-4,0.0037556322783562535,0.007662815664196805,0.598810131317092
LIMA,LIMA,PUNTA NEGRA,150127,6565,0.704913257,14.288621,76.68396155,67.75862070000001,10.3245,1606.61748,2032,251,121,102,5,26,11,0.8613993591666668,0.6003169014084507,0.7191054124189016,0.6375730141987829,0.7275528505966747,0.5744997773244538,0.02297694533423086,0.25159570967954203,0.5429980567239793,0.6286484451437571,0.11493468850871671,0.6790468418099748,0.5819437941680117,4,5099,2030,3161,2597,1238,1421,2502,792,1740,14,33,47,0.1271800239762412,0.2981614708233412,0.4253414947995824,0.001340477055739343,0.007544010097327633,0.02037848411792063,0.02804878048780488,3.05639116335501e-4,0.005090823967616,0.07464624456084724,0.5932960995270933
LIMA,LIMA,RIMAC,150128,169595,0.713798909,11.429909,81.917349,75.4134746,10.3406,1438.222874,48540,5763,2097,3168,133,687,231,0.9486224833333332,0.6014507042253521,0.7553473774660474,0.5692587724137931,0.6731581177812445,0.7168307403876489,0.4401638961787893,0.7632756465091793,0.4891534586760023,0.8705263867601029,0.0869005175052506,0.7324085242356619,0.5701591665732656,321,126859,49460,80092,64044,31412,34031,62815,18048,46061,40,38,78,0.13268225873877004,0.26842314733741934,0.4011054060761894,0.006317648297514633,0.003963363264038945,0.025062205050367166,6.097560975609756e-4,0.08084793548924418,0.013145788549309576,0.07836647114044049,0.7820040076927995
LIMA,LIMA,SAN BARTOLO,150129,6901,0.731334335,13.336333,80.69828253,76.6773163,10.3621,1562.547885,2148,253,100,137,19,12,9,0.9283047088333334,0.6029647887323943,0.7481544310107223,0.6196948823529411,0.7704549615071125,0.6194224331660131,0.03209822921518773,0.22534052773573732,0.6221954372644316,0.6532775634819878,0.1348211546436386,0.7177234146471577,0.5953457447295737,9,5421,2068,3430,3202,1307,1958,2219,761,1472,31,33,64,0.3219426739751511,0.3204146011716988,0.64235727514685,0.0013727393532749833,0.007723679045640954,0.022646915307906166,0.1073170731707317,6.649204513891723e-4,0.0062907610853350894,0.20606294186463173,0.6615622521054912
LIMA,LIMA,SAN BORJA,150130,107055,0.817821823,0.463208,82.44592673,79.0744758,13.4618,1782.544475,34940,464,38,284,1,132,21,0.9574321121666666,0.8212535211267605,0.8867324812798426,0.7089429918864097,0.6258467727434784,0.686584738011684,0.9549183731145848,0.6813844837796934,0.5425265868037603,0.9130162518721874,0.08288510147884715,0.7342136847037168,0.569403232543997,17,84604,30853,55477,26238,9649,17259,58366,21204,38218,41,35,76,0.2911464692351169,0.33197409450707593,0.6231205637421926,0.010776118535008903,0.004068166328697712,0.021631453257295305,0.001829268292682927,0.23980057502702956,0.02644479591571438,0.19564299098307425,0.9999999999999999
LIMA,LIMA,SAN ISIDRO,150131,56388,0.786357398,0.05734629999999999,82.06671429,78.78056140000001,13.7376,1583.536198,21073,144,7,78,0,56,6,0.9511119048333332,0.8406760563380282,0.8941906985042042,0.6282094109533468,0.550170156500805,0.6725220084309177,0.7183130768675833,0.605481345002303,0.5127283212664323,0.7977278108271945,0.08651928951105983,0.7439485910181786,0.5554965046810421,9,43087,14757,29223,18044,4642,13918,25043,10115,15305,41,34,75,0.6169338499446532,0.3723994729066005,0.9893333228512535,0.018480081614067435,0.0040811912374420205,0.02450098362024088,0.16158536585365854,0.661114498842505,0.06674790436500047,0.41185761307158936,0.9897847200286276
LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1004690,0.690557115,17.703940000000003,81.02086523,73.4362382,9.5645,1406.985081,274168,50144,27256,20663,2902,3964,1851,0.9336810871666666,0.5467957746478874,0.7145158314070998,0.5565862397565923,0.58263160489737,0.7548171383857329,0.32719156392958487,1,0.4780896312148585,0.8303957572100594,0.11086918413271156,0.6689670067832926,0.5578645583765692,1527,768494,315611,478273,507891,253215,275919,260603,62396,202354,41,39,80,0.20467042968925078,0.21117178236628115,0.41584221205553223,0.0072663275869842845,0.0038001278981351695,0.02299303121816823,0.001829268292682927,0.07593790253091218,0.012956534376406455,0.12762767181471163,0.613460371675273
LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,344625,0.720347381,15.181919999999998,82.43102993,77.2166644,9.899,1485.509132,89347,12171,4899,6030,544,1273,649,0.9571838321666666,0.5703521126760562,0.7388719922257317,0.5884418385395537,0.6617906296953997,0.7642438314317637,0.8068293037063976,0.5570507336974403,0.5450561254191966,0.9370995575205376,0.11345986488155536,0.7388069929284882,0.5684641322800733,461,266634,103623,169129,137594,67198,74554,129040,36425,94575,41,39,80,0.18048483379323652,0.2561608803471791,0.43664571414041564,0.009222844572338951,0.004388518338823,0.02254191687154532,0,0.06612826427497089,0.012028880942643823,0.10187948916457004,0.6761655997244004
LIMA,LIMA,SAN LUIS,150134,49424,0.785010717,5.473567,84.25595605,81.0181986,11.5712,1652.118523,14619,938,81,733,0,138,23,0.9875992675,0.688112676056338,0.8243661655057806,0.6560318551724138,0.6886145635913309,0.7095564827059122,0.8737923466332908,0.7873264460090806,0.5602934866088833,0.8992832652168685,0.09020495723591872,0.7289418338432351,0.5778208483298249,47,39672,14699,25739,15481,6193,9668,24191,8506,16071,40,34,74,0.10565763076777693,0.3258649911123971,0.431522621880174,0.006832577428922365,0.004245058740474096,0.022303927456460825,0.0024390243902439024,0.050196588935491115,0.008929514222867679,0.07375819668694421,0.7742859371853882
LIMA,LIMA,SAN MARTIN DE PORRES,150135,629296,0.736825976,10.343179,81.87071305,79.3169197,10.6966,1510.786406,176653,14781,2637,9952,409,2010,679,0.9478452175,0.6265211267605634,0.7706134268637624,0.5986963107505071,0.6031909015400789,0.7100174951222097,0.6840226435752226,0.6458511548331909,0.4406849842980032,0.8021264085827325,0.09263145950551248,0.7686485076005953,0.5483243538246247,612,488493,200073,298868,233512,110988,128232,254981,89085,170636,40,37,77,0.23988127324725583,0.2918609621893395,0.5317422354365954,0.009519533772411206,0.0038916220578157318,0.022776639158670918,0,0.1472101096227637,0.022071726406234383,0.13353748236348661,0.7312867580625485
LIMA,LIMA,SAN MIGUEL,150136,147699,0.808917881,1.581726,82.00700216,76.96728929999999,12.6181,1828.365695,46210,1418,173,981,0,273,36,0.9501167026666668,0.761838028169014,0.8507849524351138,0.7275317221095334,0.5168541531437255,0.657080228119992,0.7354123335973392,0.5468513522405738,0.4641300218379359,0.7088263417966852,0.08299223489327302,0.7634408749524911,0.5367956540364176,78,118906,46343,75236,47435,23554,25342,71471,22789,49894,41,34,75,0.510878065033008,0.2488701711183556,0.7597482361513641,0.020089011231809038,0.003950370423801801,0.021142246664195445,0.024390243902439025,0.5482524747787964,0.056379843444673436,0.33144535155781574,0.6211213075724064
LIMA,LIMA,SANTA ANITA,150137,188829,0.727809582,9.643694,82.74208298,76.7822852,10.2079,1499.53219,55636,5736,535,4523,25,647,289,0.9623680496666668,0.5921056338028169,0.7548665736403106,0.594130705882353,0.7261747893268826,0.758891930033179,0.8849591867406138,0.9552214252813056,0.581263648712541,0.9299764817476238,0.11134780614001674,0.7181712265613772,0.5804085235544931,248,150275,58410,94628,81281,36590,46347,68994,21820,48281,41,38,79,0.19556694300855396,0.2969678522770094,0.49253479528556343,0.00911930921813025,0.004193210600297532,0.02334966933603714,0.018292682926829267,0.09667488321449592,0.014583223514698682,0.1254906889122929,0.7328292403143659
LIMA,LIMA,SANTA MARIA DEL MAR,150138,915,0.742192723,7.065562,79.79715765,64.2857143,10.1935,1825.093047,300,31,9,17,0,5,2,0.9132859608333334,0.5910915492957747,0.7347350635018416,0.726204075862069,0.7314103622843741,0.6430180680419016,0.05977913501082232,0.23280910706060412,0.515527076039215,0.7709779237707871,0.10478484099914873,0.7566647727269649,0.596260766074548,0,718,255,473,320,61,265,398,194,208,4,22,26,0.004978078000814042,0.46733668341708545,0.4723147614178995,0.0010257259324949236,0.007890269752536025,0.02099711027496595,0,1.2532506866042246e-5,0.003649705072246869,0.0028170764555431535,0.7806494936013035
LIMA,LIMA,SANTA ROSA,150139,26208,0.642883013,22.028653,77.92040865,67.88598569999999,9.3683,1269.513303,8649,2270,1678,591,110,117,65,0.8820068108333333,0.5329788732394366,0.6856318226478836,0.5008167557809331,0.6055400272821017,0.6796798028153931,0.1725732204983272,0.3942883463841547,0.5023518832831754,0.8649115538402773,0.11299515630469507,0.7365869580841381,0.5323780316084783,19,19402,8504,11245,8942,4805,4307,10460,3699,6938,21,36,57,0.01369713929517052,0.25659655831739947,0.2702936976125701,0.0018450831914943683,0.004009637199622496,0.016067542944616882,6.097560975609756e-4,3.3929603641638174e-4,0.0037853793696911633,0.006090711990150989,0.37113526733716323
LIMA,LIMA,SANTIAGO DE SURCO,150140,315252,0.795789646,1.231283,82.26855555,79.054446,13.0101,1682.491098,100585,2598,575,1393,78,622,90,0.9544759258333334,0.7894436619718309,0.8680466405405993,0.668353386612576,0.614478395106427,0.6855100864618962,0.6473188067101627,0.6173915904454825,0.5442744419572676,0.9303387547239298,0.10279104641639192,0.7357647213538173,0.5665912992609339,131,251865,98436,160239,114160,54167,64725,137705,44269,95514,41,38,79,1.2756330009428731,0.3079989833339384,1.5836319842768114,0.023967210557491236,0.00411798921792267,0.025998281883368633,0.3304878048780488,1,0.10069945540905394,0.8559284993352204,0.6193400752569087
LIMA,LIMA,SURQUILLO,150141,86614,0.803055556,2.7475590000000003,81.89254847,79.8913043,12.1825,1796.54201,29262,1213,89,911,0,217,40,0.9482091411666664,0.7311619718309859,0.8326430599984519,0.7146215050709939,0.5852047782134591,0.6646882143699191,1,0.5876488780680398,0.5091834140981784,0.8737399226108985,0.07916743286396494,0.7404322249839818,0.5618169389663453,77,68998,24588,45885,25758,8701,17751,43240,15887,28134,40,34,74,0.13962149369299753,0.3418131359851987,0.4814346296781962,0.006858107769240545,0.00412471817962274,0.022490090005472915,0,0.14112675554681714,0.016984681625259318,0.09123221924697793,0.9357256886683584
LIMA,LIMA,VILLA EL SALVADOR,150142,383154,0.696885767,20.166089,81.70731213,74.6793546,9.5279,1419.608656,94779,12515,4448,6563,418,1357,697,0.9451218688333334,0.544218309859155,0.7171838160941745,0.5617073655172414,0.7130228072793278,0.6548677102233701,0.805769244787361,0.5039481476607225,0.4411550876387417,0.7625027097479298,0.11113214796812051,0.7388151891824125,0.5659895201540931,467,296752,121385,182049,180732,90640,95215,116020,30745,86834,41,40,81,0.3718979494332379,0.2448888122737457,0.616786761706984,0.008870249238067139,0.004542742587291629,0.02352779043955206,0.17378048780487804,0.08446154437698523,0.015584906946899646,0.22268215941289776,0.589621998979774
