origin,destination,cases
060703,130402,5
060703,140101,7
060703,140116,1
060703,150101,5
060703,150103,1
060703,150114,1
060703,150117,1
060703,150122,2
060703,150128,1
060703,150130,2
060703,150135,1
060703,150136,1
060703,150140,1
060801,010101,43
060801,010110,1
060801,010201,134
060801,010202,20
060801,010203,1
060801,010205,25
060801,010206,4
060801,010301,1
060801,010304,1
060801,010306,3
060801,010307,7
060801,010308,1
060801,010401,23
060801,010502,1
060801,010503,1
060801,010509,4
060801,010518,1
060801,010522,3
060801,010601,2
060801,010609,1
060801,010612,2
060801,010701,129
060801,010702,8
060801,010703,19
060801,010704,14
060801,010705,3
060801,010706,19
060801,010707,11
060801,020101,1
060801,021809,1
060801,060101,39
060801,060106,4
060801,060107,1
060801,060201,2
060801,060202,1
060801,060203,1
060801,060301,11
060801,060302,1
060801,060304,3
060801,060308,1
060801,060309,2
060801,060311,1
060801,060401,6
060801,060402,1
060801,060407,2
060801,060408,1
060801,060409,1
060801,060411,1
060801,060415,1
060801,060417,37
060801,060418,1
060801,060419,2
060801,060501,1
060801,060601,49
060801,060602,14
060801,060603,30
060801,060604,1
060801,060606,30
060801,060607,5
060801,060609,1
060801,060610,1
060801,060611,8
060801,060612,8
060801,060613,13
060801,060614,3
060801,060615,5
060801,060701,4
060801,060703,1
060801,060801,60948
060801,060802,394
060801,060803,89
060801,060804,139
060801,060805,152
060801,060806,133
060801,060807,71
060801,060808,63
060801,060809,23
060801,060810,36
060801,060811,108
060801,060812,99
060801,060901,136
060801,060902,175
060801,060903,149
060801,060904,186
060801,060905,10
060801,060906,65
060801,060907,85
060801,061006,6
060801,061101,1
060801,061106,3
060801,061110,1
060801,061202,4
060801,061203,3
060801,061204,1
060801,061301,1
060801,061305,2
060801,061311,1
060801,080101,1
060801,080703,1
060801,120206,1
060801,130101,46
060801,130104,1
060801,130105,1
060801,130107,1
060801,130111,1
060801,130204,1
060801,130403,1
060801,130808,1
060801,130901,2
060801,131101,1
060801,131201,2
060801,140101,219
060801,140103,1
060801,140105,4
060801,140106,4
060801,140108,1
060801,140112,14
060801,140120,3
060801,140301,52
060801,140304,1
060801,140307,3
060801,140308,5
060801,140309,1
060801,140310,2
060801,140311,1
060801,150101,18
060801,150103,1
060801,150112,1
060801,150113,3
060801,150114,2
060801,150115,1
060801,150116,3
060801,150117,1
060801,150118,1
060801,150121,2
060801,150122,1
060801,150134,2
060801,150135,4
060801,150140,1
060801,150732,1
060801,150801,1
060801,180101,1
060801,200101,13
060801,200104,2
060801,200601,1
060801,220101,2
060801,240101,3
060801,250101,1
060802,010101,1
060802,010201,10
060802,010202,1
060802,010205,1
060802,010401,1
060802,010503,1
060802,010522,1
060802,010701,2
060802,010702,1
060802,010703,3
060802,010704,3
060802,010707,1
060802,060101,2
060802,060301,2
060802,060603,1
060802,060606,1
060802,060612,1
060802,060614,1
060802,060801,486
060802,060802,8611
060802,060803,2
060802,060804,4
060802,060805,5
060802,060806,2
060802,060809,4
060802,060810,1
060802,060811,3
060802,060812,12
060802,060901,5
060802,060902,21
060802,060903,4
060802,060904,17
060802,060905,1
060802,060906,1
060802,060907,1
060802,130401,1
060802,140101,16
060802,140105,1
060802,140301,1
060802,140310,1
060802,140312,1
060802,150101,1
060802,150122,1
060802,150123,1
060803,060101,1
060803,060602,1
060803,060606,1
060803,060801,41
060803,060803,6045
060803,060804,16
060803,060807,40
060803,060809,1
060803,060811,3
060803,060812,1
060803,061202,1
060803,140101,7
060803,140106,1
060803,140301,1
060803,140303,1
060803,220507,1
060804,010201,1
060804,010701,1
060804,060101,1
060804,060501,1
060804,060602,12
060804,060603,31
060804,060606,1
060804,060607,1
060804,060801,48
060804,060803,12
060804,060804,6380
060804,060807,9
060804,060808,18
060804,060809,2
060804,060901,3
060804,060903,1
060804,060904,1
060804,060906,1
060804,140101,4
060804,140102,1
060804,140105,1
060804,140112,1
060804,140301,1
060804,150101,1
060805,010201,1
060805,010701,1
060805,060613,1
060805,060801,62
060805,060805,4942
060805,060806,5
060805,060808,1
060805,060811,1
060805,060901,1
060805,061201,1
060805,140101,2
060805,150101,1
060806,010201,1
060806,060801,177
060806,060802,2
060806,060805,14
060806,060806,2360
060806,060807,1
060806,060904,1
060806,130101,1
060806,140101,1
060807,010201,1
060807,010401,1
060807,010506,1
060807,060202,2
060807,060612,1
060807,060801,50
060807,060802,3
060807,060803,44
060807,060804,43
060807,060807,5056
060807,060808,57
060807,060809,5
060807,060810,13
060807,060811,1
060807,060906,2
060807,061304,1
060807,061305,1
060807,110101,1
060807,140101,11
060807,140105,1
060807,140112,1
060807,140202,6
060807,140301,1
060807,150101,1
060808,010108,1
060808,010201,3
060808,010202,1
060808,010701,5
060808,010702,1
060808,010705,1
060808,060101,1
060808,060108,1
060808,060409,1
060808,060415,1
060808,060601,3
060808,060602,3
060808,060607,18
060808,060612,2
060808,060801,95
060808,060803,3
060808,060804,28
060808,060806,2
060808,060807,48
060808,060808,3697
060808,060809,15
060808,060810,14
060808,060901,1
060808,060903,2
060808,060904,3
060808,060907,2
060808,130101,3
060808,130401,1
060808,130403,1
060808,140101,29
060808,140102,1
060808,140105,1
060808,140119,1
060808,140201,1
060808,140202,71
060808,140301,5
060808,140307,1
060808,140308,3
060808,140310,1
060808,150101,1
060808,150105,1
060808,160101,1
060809,010701,1
060809,060101,1
060809,060106,1
060809,060601,1
060809,060801,14
060809,060803,1
060809,060804,1
060809,060809,4316
060809,060810,75
060809,130101,1
060809,140101,10
060809,140105,1
060809,140106,1
060809,140108,3
060809,140120,1
060809,140301,2
060809,150101,1
060809,200304,1
060810,010201,2
060810,010701,2
060810,060101,1
060810,060801,12
060810,060807,4
060810,060808,5
060810,060809,9
060810,060810,2844
060810,060904,1
060810,130101,3
060810,130104,1
060810,140101,5
060810,140112,2
060810,140301,1
060810,140304,1
060810,140308,2
060810,150101,1
060811,060401,1
060811,060801,60
060811,060803,2
060811,060805,39
060811,060811,4526
060811,060901,2
060811,060904,24
060811,060906,1
060811,060907,44
060811,140101,1
060811,140105,1
060812,010201,6
060812,010202,41
060812,010206,1
060812,021801,1
060812,060101,1
060812,060801,34
060812,060802,1
060812,060812,6340
060812,060903,3
060812,130101,1
060812,140101,6
060812,140301,1
060901,010101,4
060901,010205,1
060901,010307,1
060901,010701,1
060901,010706,1
060901,060101,5
060901,060106,4
060901,060109,2
060901,060201,1
060901,060401,1
060901,060601,2
060901,060602,1
060901,060701,1
060901,060801,117
060901,060802,1
060901,060811,1
060901,060812,4
060901,060901,23552
060901,060902,39
060901,060903,39
060901,060904,22
060901,060905,123
060901,060906,163
060901,060907,16
060901,061301,1
060901,130101,12
060901,130104,1
060901,130111,1
060901,130809,1
060901,131201,1
060901,140101,78
060901,140102,1
060901,140112,6
060901,140301,6
060901,140304,1
060901,150101,3
060901,150114,2
060901,150117,2
060901,150135,1
060901,200101,3
060901,220901,1
060902,010701,1
060902,010704,1
060902,010706,1
060902,060414,1
060902,060601,2
060902,060611,1
060902,060801,115
060902,060802,54
060902,060803,1
060902,060805,2
060902,060811,1
060902,060901,58
060902,060902,9567
060902,060903,47
060902,060904,89
060902,060905,1
060902,060906,3
060902,060907,1
060902,061006,1
060902,130101,4
060902,140101,7
060902,140105,2
060902,140201,1
060902,140301,5
060902,150101,1
060902,220901,1
060903,010101,4
060903,010201,1
060903,010206,1
060903,010701,1
060903,060101,1
060903,060601,1
060903,060801,164
060903,060802,3
060903,060805,1
060903,060806,1
060903,060808,2
060903,060809,1
060903,060812,2
060903,060901,7
060903,060902,19
060903,060903,11309
060903,060904,3
060903,060905,1
060903,060906,6
060903,060907,2
060903,130101,1
060903,130102,16
060903,140101,20
060903,140105,1
060903,140106,2
060903,140112,1
060903,140117,1
060903,140301,1
060903,140307,1
060903,140308,1
060903,220910,1
060904,010101,1
060904,010401,1
060904,010701,1
060904,010704,1
060904,060101,2
060904,060106,1
060904,060615,2
060904,060801,161
060904,060802,6
060904,060806,3
060904,060811,7
060904,060901,7
060904,060902,14
060904,060904,12714
060904,060907,5
060904,130101,2
060904,130202,1
060904,130809,1
060904,140101,12
060904,140105,1
060904,140108,1
060904,140301,1
060904,150135,1
060904,200201,1
060904,240101,1
060905,010101,1
060905,060101,1
060905,060801,8
060905,060805,1
060905,060901,65
060905,060903,1
060905,060904,1
060905,060905,6262
060905,060907,1
060905,140101,11
060905,140301,1
060905,150117,1
060905,200101,1
060905,200307,1
060906,060101,2
060906,060601,1
060906,060801,64
060906,060802,1
060906,060901,86
060906,060903,2
060906,060904,1
060906,060906,11419
060906,060907,1
060906,130101,4
060906,140101,12
060906,140105,1
060906,140106,2
060906,140301,7
060906,150101,1
060906,150140,1
060906,200101,1
060907,060101,2
060907,060801,93
060907,060811,83
060907,060812,1
060907,060901,3
060907,060904,3
060907,060905,1
060907,060907,11546
060907,061112,1
060907,110101,1
060907,130101,2
060907,130401,1
060907,140101,13
060907,140112,2
060907,140301,3
060907,150117,1
061001,021801,3
061001,060101,342
061001,060102,1
061001,060104,3
061001,060105,2
061001,060106,4
061001,060107,2
061001,060108,5
061001,060109,1
061001,060110,15
061001,060111,5
061001,060112,2
061001,060201,14
061001,060202,19
061001,060203,6
061001,060301,2
061001,060401,1
061001,060410,1
061001,060501,1
061001,060502,1
061001,060613,1
061001,060614,2
061001,060701,1
061001,060703,2
061001,060801,2
061001,061001,10324
061001,061002,40
061001,061003,24
061001,061004,97
061001,061005,61
061001,061006,60
061001,061007,151
061001,061101,3
061001,061106,1
061001,061110,1
061001,130101,12
061001,130104,2
061001,130105,2
061001,130401,1
061001,130702,1
061001,130806,1
061001,130809,2
061001,130901,4
061001,130905,2
061001,131101,1
061001,131202,1
061001,140101,4
061001,140308,3
061001,150101,1
061001,150113,1
061001,150116,1
061002,060101,11
061002,060201,2
061002,060202,6
061002,060203,3
061002,060703,1
061002,061001,14
061002,061002,1488
061002,061003,13
061002,061005,5
061002,061007,4
061002,130101,1
061002,130801,1
061002,130809,5
061003,060101,19
061003,060108,2
061003,060201,3
061003,060202,8
061003,060203,15
061003,060301,1
061003,060306,1
061003,061001,7
061003,061002,2
061003,061003,1306
061003,130101,4
061003,131201,1
061003,140101,1
061003,140301,1
061004,060101,25
061004,060110,12
061004,060111,19
061004,060201,1
061004,060301,1
061004,060801,1
061004,061001,18
061004,061002,1
061004,061004,2646
061004,061007,6
061004,061101,1
061004,130101,1
061004,130704,2
061005,060101,46
061005,060106,1
061005,060110,1
061005,060201,5
061005,060202,5
061005,060203,1
061005,060307,3
061005,060501,1
061005,060502,1
061005,060701,1
061005,061001,56
061005,061002,40
061005,061003,5
061005,061004,1
061005,061005,871
061005,061006,16
061005,061007,7
061005,130205,1
061005,140101,3
061005,140106,1
061005,150101,1
061005,150135,1
061006,060101,11
061006,061001,20
061006,061003,1
061006,061006,1609
061006,061007,10
061006,130101,1
061006,130703,1
061007,060101,11
061007,060104,1
061007,060105,1
061007,060111,1
061007,060201,1
061007,060204,4
061007,061001,14
061007,061006,1
061007,061007,6755
061007,130401,1
061007,130402,1
061007,130702,1
061007,131201,2
061007,140301,1
061007,150101,1
061101,021801,2
061101,050101,1
061101,060101,81
061101,060108,1
061101,060109,1
061101,060112,1
061101,060408,6
061101,060410,1
061101,060502,8
061101,060507,2
061101,060508,8
061101,060601,2
061101,060611,1
061101,060701,4
061101,060703,1
061101,060801,1
061101,060810,1
061101,060812,1
061101,061001,1
061101,061101,7427
061101,061102,1
061101,061103,83
061101,061104,10
061101,061105,34
061101,061107,56
061101,061109,7
061101,061110,3
061101,061111,7
061101,061112,5
061101,061113,16
061101,061201,19
061101,061203,17
061101,061204,1
061101,061301,2
061101,061303,1
061101,061307,2
061101,130101,14
061101,130105,1
061101,130205,1
061101,130401,5
061101,130702,2
061101,130809,1
061101,140101,6
061101,140112,1
061101,140113,1
061101,140301,1
061101,150101,3
061101,150117,1
061101,150118,1
061101,150135,1
061102,061102,801
061102,061108,1
061102,061109,1
061102,061110,1
061102,061303,1
061102,130101,1
061102,140101,3
061102,140105,1
061102,140112,1
061102,140301,3
061103,010306,1
061103,060101,13
061103,060202,1
061103,060806,3
061103,060811,1
061103,060812,2
061103,060907,1
061103,061101,58
061103,061103,2552
061103,061104,1
061103,061105,1
061103,061106,8
061103,061107,12
061103,061109,3
061103,061112,3
061103,061201,1
061103,061303,2
061103,061307,9
061103,130101,1
061103,130401,1
061103,140101,1
061103,150810,1
061104,060101,25
061104,060401,2
061104,060701,2
061104,060702,1
061104,060703,2
061104,061103,2
061104,061104,1583
061104,061107,4
061104,061112,14
061104,061301,1
061104,140101,1
061104,140301,2
061105,060101,2
061105,060508,5
061105,061101,8
061105,061105,715
061105,061109,1
061105,061113,17
061105,130101,2
061105,130401,2
061105,130704,1
061105,230102,1
061106,010306,1
061106,061102,2
061106,061103,3
061106,061106,1069
061106,061109,4
061106,061113,3
061106,061301,2
061106,061303,12
061106,130101,3
061106,140101,9
061106,140105,2
061106,140106,1
061106,140110,4
061107,010101,1
061107,060101,22
061107,060408,5
061107,060502,1
061107,060703,1
061107,061101,28
061107,061103,4
061107,061104,5
061107,061107,2507
061107,061111,1
061107,061112,5
061107,061201,1
061107,061204,1
061107,061307,3
061107,130101,2
061107,140101,1
061107,140301,1
061107,150136,2
061108,061102,9
061108,061108,663
061108,061110,5
061108,130101,1
061108,130401,7
061108,130402,5
061108,140101,9
061108,140110,6
061108,140112,1
061109,060903,1
061109,061101,2
061109,061103,2
061109,061106,7
061109,061109,1674
061109,061113,2
061109,061201,1
061109,130101,2
061109,140101,8
061109,140105,2
061109,140110,12
061109,140201,1
061109,140301,1
061110,060601,1
061110,061105,1
061110,061108,1
061110,061110,1221
061110,061113,14
061110,130101,2
061110,130104,1
061110,130401,26
061110,130702,4
061110,140101,6
061111,060101,29
061111,060701,1
061111,060703,1
061111,061101,8
061111,061104,1
061111,061107,15
061111,061111,2049
061111,061204,5
061111,130401,1
061111,130702,1
061111,140101,1
061112,060101,31
061112,060108,1
061112,061101,4
061112,061103,10
061112,061104,5
061112,061112,1477
061112,061301,1
061112,061302,4
061112,061306,2
061112,061311,8
061112,140101,3
061113,060101,4
061113,060401,1
061113,060501,1
061113,060508,21
061113,061105,74
061113,061106,1
061113,061109,1
061113,061110,4
061113,061112,1
061113,061113,1549
061113,130401,2
061113,130702,1
061113,130808,1
061113,140101,2
061113,140106,1
061113,140112,2
061201,060101,203
061201,060103,2
061201,060104,1
061201,060105,3
061201,060106,4
061201,060107,2
061201,060108,2
061201,060111,1
061201,060112,2
061201,060201,5
061201,060202,1
061201,060203,1
061201,060204,2
061201,060301,1
061201,060303,1
061201,060308,1
061201,060410,1
061201,060501,1
061201,060502,9
061201,060505,2
061201,060701,4
061201,060702,1
061201,060703,1
061201,060901,1
061201,061004,1
061201,061101,20
061201,061102,1
061201,061103,3
061201,061107,3
061201,061201,7008
061201,061202,53
061201,061203,16
061201,061204,33
061201,061305,1
061201,130101,11
061201,130401,1
061201,130601,1
061201,130702,2
061201,130704,1
061201,130705,1
061201,130901,1
061201,131202,1
061201,140101,3
061201,140301,3
061201,150101,1
061201,150118,2
061201,150122,1
061201,150136,1
061202,060101,44
061202,060103,20
061202,060105,1
061202,060112,1
061202,060309,1
061202,060501,1
061202,060502,19
061202,060603,2
061202,060701,1
061202,061201,46
061202,061202,2215
061202,061203,1
061202,130101,1
061202,130106,1
061202,140101,1
061203,060101,9
061203,060104,1
061203,060502,8
061203,061001,1
061203,061006,1
061203,061007,1
061203,061101,1
061203,061201,37
061203,061202,2
061203,061203,456
061203,061204,1
061203,130401,1
061203,130702,1
061203,140101,1
061204,060101,54
061204,060103,1
061204,060105,1
061204,061111,1
061204,061201,6
061204,061202,1
061204,061204,1966
061204,130808,1
061204,150140,1
061301,010501,2
061301,021801,1
061301,060101,13
061301,060401,15
061301,060407,1
061301,060409,1
061301,060411,2
061301,060415,1
061301,060605,1
061301,060611,1
061301,060701,5
061301,060702,1
061301,061002,2
061301,061106,1
061301,061112,3
061301,061301,5137
061301,061302,9
061301,061303,76
061301,061304,35
061301,061305,38
061301,061306,18
061301,061307,64
061301,061308,59
061301,061309,9
061301,061310,5
061301,061311,53
061301,130101,5
061301,130111,1
061301,140101,39
061301,140102,2
061301,140106,2
061301,140110,2
061301,140112,2
061301,140301,4
061301,140304,1
061301,150101,4
061301,150110,1
061302,060101,1
061302,061301,3
061302,061302,713
061302,061304,1
061302,061305,10
061302,061306,17
061302,061311,11
061302,140101,2
061302,140112,2
061302,140301,2
061303,010306,2
061303,060101,3
061303,060401,2
061303,060801,3
061303,060903,1
061303,061101,4
061303,061106,32
061303,061107,1
061303,061301,9
061303,061303,4620
061303,061304,2
061303,061305,2
061303,061307,17
061303,080101,1
061303,130101,1
061303,130901,1
061303,140101,23
061303,140105,3
061303,140106,3
061303,140110,3
061303,140112,2
061303,150101,3
061303,150116,2
061303,150137,1
061303,150140,1
061303,220910,2
061304,060401,11
061304,060407,6
061304,060409,25
061304,060410,1
061304,061301,32
061304,061302,5
061304,061303,5
061304,061304,1815
061304,061305,14
061304,061306,3
061304,061308,1
061304,061310,1
061304,061311,2
061304,130105,2
061304,140101,4
061304,140105,1
061304,140112,1
061305,060401,1
061305,061301,30
061305,061302,10
061305,061303,1
061305,061304,21
061305,061305,1112
061305,061307,5
061305,061310,2
061305,061311,8
061305,140101,5
061305,140112,1
061305,140205,1
061306,060101,1
061306,060410,1
061306,060702,9
061306,060902,1
061306,061112,3
061306,061301,3
061306,061302,5
061306,061303,1
061306,061305,1
061306,061306,1175
061306,061307,1
061306,061310,2
061306,061311,7
061306,130101,2
061306,140101,2
061307,060101,2
061307,060108,1
061307,060401,3
061307,061101,2
061307,061301,15
061307,061302,2
061307,061303,22
061307,061305,1
061307,061307,2168
061307,061308,18
061307,061311,4
061307,130101,1
061307,130105,1
061307,140101,3
061307,140105,1
061307,140106,1
061307,140118,1
061307,150114,1
061308,060401,1
061308,060406,1
061308,060901,1
061308,061301,28
061308,061302,2
061308,061303,2
061308,061307,13
061308,061308,849
061308,061311,3
061308,140101,2
061308,140105,1
061308,140205,2
061309,061301,5
061309,061303,1
061309,061309,150
061309,130105,1
061309,140101,3
061309,140105,1
061310,060401,3
061310,060410,4
061310,061002,1
061310,061302,1
061310,061304,2
061310,061305,15
061310,061306,18
061310,061310,693
061310,061311,1
061311,060101,1
061311,061106,1
061311,061112,6
061311,061301,10
061311,061302,32
061311,061303,3
061311,061306,9
061311,061307,3
061311,061308,1
061311,061309,1
061311,061311,2187
061311,140101,5
061311,140112,2
061311,140301,2
070101,010101,1
070101,010309,1
070101,020101,63
070101,020104,1
070101,020105,2
070101,020106,3
070101,020201,1
070101,020203,1
070101,020204,1
070101,020401,1
070101,020402,1
070101,020508,1
070101,020601,1
070101,020603,1
070101,020701,2
070101,020801,4
070101,020804,1
070101,020905,1
070101,021001,8
070101,021014,18
070101,021101,5
070101,021201,5
070101,021401,1
070101,021403,12
070101,021502,1
070101,021503,1
070101,021508,2
070101,021601,1
070101,021603,4
070101,021801,64
070101,021802,1
070101,021803,3
070101,021804,1
070101,021805,1
070101,021808,1
070101,021809,5
070101,021901,1
070101,021903,32
070101,022001,2
070101,022003,1
070101,030101,1
070101,030703,1
070101,040101,10
070101,040102,1
070101,050101,3
070101,050110,1
070101,050401,1
070101,060101,3
070101,060810,6
070101,061101,25
070101,070101,205032
070101,070102,4620
070101,070103,1470
070101,070104,1474
070101,070105,607
070101,070106,2656
070101,070107,53
070101,080101,5
070101,090101,14
070101,090108,1
070101,090118,1
070101,090119,4
070101,090207,1
070101,090301,1
070101,090304,1
070101,090305,1
070101,090507,1
070101,090601,1
070101,090701,1
070101,090703,1
070101,090715,1
070101,100101,33
070101,100103,17
070101,100106,2
070101,100301,3
070101,100313,1
070101,100502,2
070101,100507,1
070101,100601,13
070101,100604,2
070101,100701,2
070101,101001,1
070101,101007,2
070101,110101,50
070101,110102,2
070101,110105,44
070101,110107,1
070101,110108,3
070101,110109,1
070101,110110,1
070101,110112,1
070101,110201,10
070101,110203,2
070101,110204,1
070101,110205,2
070101,110301,10
070101,110304,13
070101,110305,1
070101,110501,46
070101,110505,4
070101,110506,4
070101,120101,37
070101,120107,1
070101,120111,1
070101,120114,6
070101,120116,1
070101,120117,1
070101,120125,1
070101,120129,7
070101,120134,1
070101,120201,3
070101,120203,1
070101,120206,28
070101,120213,1
070101,120301,6
070101,120303,4
070101,120305,4
070101,120401,1
070101,120405,1
070101,120410,1
070101,120434,1
070101,120501,12
070101,120502,1
070101,120504,1
070101,120601,5
070101,120604,1
070101,120606,2
070101,120608,1
070101,120701,7
070101,120704,2
070101,120706,1
070101,120801,9
070101,120805,6
070101,120807,1
070101,120810,5
070101,120909,1
070101,130101,7
070101,130109,12
070101,130111,1
070101,130704,1
070101,140101,13
070101,140112,1
070101,140301,3
070101,150101,22698
070101,150102,206
070101,150103,1577
070101,150104,390
070101,150105,3112
070101,150106,282
070101,150107,32
070101,150108,1149
070101,150109,26
070101,150110,1400
070101,150111,434
070101,150112,2316
070101,150113,4542
070101,150114,1609
070101,150115,2593
070101,150116,2357
070101,150117,7786
070101,150118,663
070101,150119,745
070101,150120,2226
070101,150121,3093
070101,150122,4611
070101,150123,102
070101,150124,63
070101,150125,830
070101,150126,46
070101,150127,18
070101,150128,1060
070101,150129,23
070101,150130,1916
070101,150131,6771
070101,150132,1194
070101,150133,272
070101,150134,488
070101,150135,9739
070101,150136,11013
070101,150137,1188
070101,150138,3
070101,150139,19
070101,150140,2412
070101,150141,1305
070101,150142,442
070101,150143,140
070101,150201,17
070101,150202,10
070101,150203,2
070101,150204,9
070101,150205,3
070101,150302,1
070101,150303,1
070101,150401,13
070101,150403,1
070101,150405,1
070101,150407,5
070101,150501,57
070101,150502,16
070101,150503,2
070101,150504,2
070101,150505,73
070101,150506,1
070101,150507,1
070101,150508,1
070101,150509,9
070101,150510,1
070101,150511,1
070101,150512,3
070101,150513,6
070101,150514,1
070101,150516,2
070101,150601,59
070101,150603,3
070101,150604,10
070101,150605,44
070101,150606,1
070101,150607,2
070101,150612,1
070101,150701,3
070101,150703,1
070101,150705,5
070101,150709,29
070101,150710,1
070101,150714,4
070101,150716,12
070101,150722,1
070101,150727,2
070101,150728,1
070101,150732,681
070101,150801,71
070101,150806,6
070101,150807,1
070101,150808,1
070101,150810,9
070101,150811,5
070101,150901,13
070101,150906,3
070101,151001,1
070101,151002,2
070101,151011,40
070101,151017,1
070101,151031,1
070101,160101,8
070101,160113,1
070101,160201,1
070101,180101,1
070101,190101,17
070101,190103,1
070101,190104,4
070101,190109,4
070101,190113,3
070101,190201,3
070101,190301,3
070101,190304,1
070101,190307,2
070101,200101,8
070101,200104,1
070101,200501,1
070101,200602,1
070101,200805,1
070101,210106,1
070101,211101,1
070101,220303,4
070101,220801,1
070101,220804,1
070101,220901,1
070101,240101,3
070101,240301,1
070101,240304,1
070101,250101,1
070102,020101,13
070102,020604,1
070102,021001,1
070102,021014,4
070102,021101,1
070102,021103,1
070102,021403,2
070102,021502,2
070102,021703,1
070102,021801,24
070102,021809,3
070102,021903,2
070102,060101,1
070102,060810,5
070102,061101,4
070102,070101,4627
070102,070102,24177
070102,070103,354
070102,070104,1381
070102,070105,287
070102,070106,334
070102,070107,3
070102,080101,1
070102,090101,2
070102,090118,1
070102,090119,1
070102,090401,1
070102,090501,1
070102,090719,1
070102,100101,9
070102,100102,1
070102,100111,2
070102,100203,1
070102,100501,1
070102,100601,2
070102,100803,1
070102,101006,1
070102,110101,10
070102,110105,4
070102,110108,1
070102,110109,1
070102,110201,3
070102,110204,1
070102,110206,1
070102,110305,1
070102,110501,5
070102,110505,3
070102,110506,2
070102,120101,4
070102,120114,1
070102,120134,1
070102,120301,1
070102,120302,1
070102,120303,1
070102,120501,2
070102,120601,1
070102,120701,1
070102,120801,1
070102,120810,2
070102,120901,1
070102,130101,1
070102,130109,3
070102,140101,2
070102,140301,1
070102,150101,4126
070102,150102,18
070102,150103,348
070102,150104,113
070102,150105,830
070102,150106,29
070102,150107,9
070102,150108,335
070102,150109,5
070102,150110,134
070102,150111,75
070102,150112,177
070102,150113,1236
070102,150114,496
070102,150115,492
070102,150116,599
070102,150117,519
070102,150118,83
070102,150119,143
070102,150120,668
070102,150121,913
070102,150122,1481
070102,150123,28
070102,150124,15
070102,150125,85
070102,150126,7
070102,150128,128
070102,150129,1
070102,150130,526
070102,150131,2189
070102,150132,172
070102,150133,62
070102,150134,103
070102,150135,390
070102,150136,3899
070102,150137,207
070102,150139,4
070102,150140,743
070102,150141,374
070102,150142,71
070102,150143,18
070102,150201,3
070102,150203,4
070102,150204,3
070102,150205,2
070102,150401,2
070102,150407,2
070102,150501,8
070102,150502,3
070102,150505,9
070102,150509,1
070102,150601,6
070102,150604,1
070102,150605,10
070102,150703,1
070102,150709,4
070102,150716,1
070102,150728,1
070102,150732,222
070102,150801,12
070102,150810,3
070102,150812,1
070102,151001,1
070102,151011,4
070102,160101,1
070102,180101,1
070102,190101,3
070102,190111,1
070102,190113,1
070102,190307,1
070102,200104,1
070102,220901,1
070102,250101,2
070103,020101,2
070103,020201,1
070103,020801,1
070103,021014,1
070103,021201,1
070103,021403,2
070103,021801,3
070103,021903,3
070103,070101,2168
070103,070102,689
070103,070103,15575
070103,070104,152
070103,070105,50
070103,070106,328
070103,070107,13
070103,090101,1
070103,090302,1
070103,100101,3
070103,100103,1
070103,100313,1
070103,100601,1
070103,101106,1
070103,110101,8
070103,110105,5
070103,110107,1
070103,110201,1
070103,110206,1
070103,110301,1
070103,110501,3
070103,110506,1
070103,120101,4
070103,120107,1
070103,120201,2
070103,120206,1
070103,120501,2
070103,120701,1
070103,120705,1
070103,120801,2
070103,120901,1
070103,120903,1
070103,120909,1
070103,130101,1
070103,130109,2
070103,140101,2
070103,140301,1
070103,150101,3550
070103,150102,28
070103,150103,169
070103,150104,35
070103,150105,466
070103,150106,17
070103,150107,5
070103,150108,113
070103,150109,4
070103,150110,155
070103,150111,42
070103,150112,177
070103,150113,562
070103,150114,156
070103,150115,323
070103,150116,271
070103,150117,605
070103,150118,75
070103,150119,87
070103,150120,225
070103,150121,403
070103,150122,437
070103,150123,8
070103,150124,6
070103,150125,83
070103,150126,5
070103,150127,4
070103,150128,98
070103,150129,2
070103,150130,189
070103,150131,623
070103,150132,131
070103,150133,32
070103,150134,60
070103,150135,567
070103,150136,1142
070103,150137,129
070103,150138,1
070103,150139,1
070103,150140,240
070103,150141,130
070103,150142,52
070103,150143,16
070103,150201,3
070103,150203,1
070103,150204,1
070103,150401,3
070103,150501,5
070103,150505,2
070103,150507,1
070103,150508,1
070103,150509,1
070103,150601,6
070103,150605,6
070103,150701,1
070103,150709,1
070103,150716,2
070103,150721,4
070103,150728,1
070103,150732,51
070103,150801,7
070103,150806,1
070103,150810,1
070103,151011,10
070103,151026,1
070103,190101,1
070103,190113,1
070103,200101,1
070103,200601,1
070103,210101,1
070104,020101,4
070104,020103,1
070104,020105,1
070104,020801,3
070104,021014,5
070104,021101,1
070104,021201,1
070104,021801,8
070104,021809,2
070104,060810,3
070104,061101,1
070104,070101,3887
070104,070102,3316
070104,070103,215
070104,070104,15652
070104,070105,211
070104,070106,243
070104,070107,1
070104,090101,1
070104,090509,1
070104,090601,1
070104,090719,1
070104,100101,6
070104,100601,4
070104,100901,1
070104,110101,16
070104,110105,1
070104,110201,1
070104,110301,3
070104,110304,2
070104,110501,5
070104,110505,1
070104,120101,5
070104,120129,2
070104,120206,2
070104,120301,1
070104,120608,1
070104,120801,1
070104,120807,1
070104,120810,2
070104,130101,3
070104,130109,4
070104,140101,1
070104,140112,2
070104,150101,2847
070104,150102,16
070104,150103,280
070104,150104,102
070104,150105,630
070104,150106,19
070104,150107,7
070104,150108,251
