origin,destination,cases
110504,150112,7
110504,150114,1
110504,150115,3
110504,150116,1
110504,150117,1
110504,150118,5
110504,150119,5
110504,150120,1
110504,150122,2
110504,150125,1
110504,150128,1
110504,150130,3
110504,150131,5
110504,150132,2
110504,150133,1
110504,150135,1
110504,150140,4
110504,150142,2
110504,150143,2
110504,150501,3
110504,150507,1
110504,150801,2
110504,151026,1
110505,030101,3
110505,050101,1
110505,050407,1
110505,070101,1
110505,090101,1
110505,090301,5
110505,090302,1
110505,090304,1
110505,090402,1
110505,100103,8
110505,110101,198
110505,110102,5
110505,110105,1
110505,110106,2
110505,110108,24
110505,110110,2
110505,110112,9
110505,110201,13
110505,110202,1
110505,110204,7
110505,110206,1
110505,110207,2
110505,110301,3
110505,110303,1
110505,110304,2
110505,110401,2
110505,110403,2
110505,110501,247
110505,110503,18
110505,110504,3
110505,110505,4133
110505,110506,40
110505,110507,13
110505,110508,11
110505,150101,21
110505,150102,1
110505,150103,1
110505,150104,1
110505,150107,1
110505,150108,1
110505,150110,1
110505,150113,1
110505,150114,4
110505,150115,2
110505,150116,2
110505,150117,1
110505,150118,2
110505,150119,3
110505,150120,2
110505,150121,2
110505,150122,9
110505,150123,1
110505,150125,1
110505,150126,1
110505,150130,1
110505,150131,6
110505,150132,1
110505,150133,2
110505,150135,2
110505,150137,1
110505,150140,3
110505,150141,3
110505,150142,2
110505,150501,3
110505,150502,3
110505,150504,1
110505,150505,2
110505,150507,1
110505,150514,1
110505,150732,1
110505,151003,1
110505,250105,1
110506,050611,1
110506,050619,1
110506,090402,1
110506,090714,1
110506,100103,16
110506,110101,201
110506,110103,1
110506,110108,1
110506,110110,2
110506,110111,3
110506,110112,6
110506,110201,44
110506,110202,2
110506,110204,13
110506,110205,4
110506,110206,6
110506,110207,2
110506,110210,5
110506,110211,3
110506,110301,8
110506,110303,1
110506,110304,8
110506,110401,1
110506,110501,1323
110506,110502,2
110506,110503,8
110506,110504,9
110506,110505,364
110506,110506,6684
110506,110507,39
110506,110508,100
110506,150101,35
110506,150103,3
110506,150104,2
110506,150105,2
110506,150108,4
110506,150109,1
110506,150110,1
110506,150113,7
110506,150114,4
110506,150115,1
110506,150116,2
110506,150117,4
110506,150119,4
110506,150122,1
110506,150124,5
110506,150128,1
110506,150131,4
110506,150132,1
110506,150135,1
110506,150136,2
110506,150140,10
110506,150141,1
110506,150143,4
110506,150501,5
110506,150502,3
110506,150505,2
110506,150507,1
110506,150601,1
110506,150722,1
110506,150732,1
110507,030101,2
110507,030203,1
110507,030204,1
110507,030506,3
110507,030602,1
110507,050101,7
110507,050104,1
110507,050401,2
110507,050502,1
110507,050504,1
110507,050601,2
110507,050612,3
110507,050613,1
110507,050701,3
110507,050801,1
110507,060810,1
110507,070101,2
110507,090101,7
110507,090103,1
110507,090108,1
110507,090114,1
110507,090305,3
110507,090401,6
110507,090403,1
110507,090406,1
110507,090407,1
110507,090413,7
110507,090601,5
110507,090603,1
110507,090606,1
110507,090607,2
110507,090609,1
110507,090615,1
110507,100103,57
110507,100601,1
110507,100803,1
110507,110101,438
110507,110102,2
110507,110104,1
110507,110106,3
110507,110107,1
110507,110108,65
110507,110109,1
110507,110110,4
110507,110111,6
110507,110112,11
110507,110114,2
110507,110201,208
110507,110202,6
110507,110203,2
110507,110204,80
110507,110205,32
110507,110206,3
110507,110207,14
110507,110210,2
110507,110211,12
110507,110301,9
110507,110303,1
110507,110304,9
110507,110305,2
110507,110401,2
110507,110404,11
110507,110501,1688
110507,110502,34
110507,110503,129
110507,110504,293
110507,110505,646
110507,110506,410
110507,110507,12315
110507,110508,134
110507,130401,1
110507,140119,1
110507,150101,51
110507,150103,4
110507,150104,1
110507,150105,3
110507,150106,2
110507,150107,1
110507,150108,4
110507,150109,2
110507,150110,3
110507,150111,1
110507,150112,15
110507,150113,3
110507,150114,3
110507,150115,7
110507,150116,3
110507,150117,2
110507,150118,4
110507,150119,8
110507,150120,1
110507,150121,2
110507,150122,4
110507,150124,1
110507,150125,1
110507,150126,1
110507,150128,2
110507,150130,7
110507,150131,5
110507,150132,3
110507,150133,8
110507,150135,4
110507,150136,3
110507,150137,7
110507,150140,5
110507,150141,1
110507,150142,5
110507,150143,3
110507,150204,1
110507,150501,11
110507,150502,3
110507,150504,2
110507,150505,2
110507,150507,1
110507,150508,1
110507,150509,3
110507,150512,1
110507,150514,1
110507,150601,1
110507,150705,1
110507,150732,3
110507,150801,1
110507,151026,1
110507,180101,1
110507,200409,2
110508,050101,3
110508,050110,1
110508,050301,1
110508,050601,1
110508,050609,1
110508,050612,1
110508,070101,2
110508,070106,1
110508,090101,2
110508,090106,1
110508,090301,1
110508,090401,7
110508,090403,1
110508,090406,2
110508,090409,7
110508,090413,2
110508,090601,4
110508,090607,2
110508,090610,2
110508,100103,39
110508,110101,351
110508,110102,3
110508,110103,1
110508,110106,7
110508,110107,3
110508,110108,23
110508,110110,5
110508,110111,4
110508,110112,7
110508,110113,1
110508,110201,110
110508,110202,8
110508,110203,3
110508,110204,30
110508,110205,18
110508,110206,2
110508,110207,6
110508,110210,1
110508,110211,8
110508,110301,10
110508,110304,7
110508,110305,2
110508,110401,4
110508,110404,9
110508,110501,2212
110508,110502,9
110508,110503,49
110508,110504,57
110508,110505,705
110508,110506,299
110508,110507,178
110508,110508,7592
110508,140301,1
110508,150101,44
110508,150102,2
110508,150103,3
110508,150105,3
110508,150108,6
110508,150110,5
110508,150112,2
110508,150113,3
110508,150114,4
110508,150115,5
110508,150116,2
110508,150117,7
110508,150118,3
110508,150119,12
110508,150120,1
110508,150121,1
110508,150122,5
110508,150124,1
110508,150125,2
110508,150127,1
110508,150128,1
110508,150130,3
110508,150131,8
110508,150132,7
110508,150134,2
110508,150135,1
110508,150136,3
110508,150137,7
110508,150139,1
110508,150140,7
110508,150141,1
110508,150142,3
110508,150143,3
110508,150401,1
110508,150501,4
110508,150502,1
110508,150504,1
110508,150505,1
110508,150506,1
110508,150507,1
110508,150601,2
110508,150801,3
110508,150810,1
120101,010309,68
120101,020801,1
120101,021801,1
120101,040101,1
120101,050101,42
120101,050102,1
120101,050104,1
120101,050110,2
120101,050201,1
120101,050301,1
120101,050401,11
120101,050402,2
120101,050403,1
120101,050408,1
120101,050504,1
120101,050508,19
120101,050609,1
120101,050611,1
120101,050613,1
120101,050616,2
120101,050619,1
120101,050703,1
120101,050810,1
120101,050909,1
120101,051005,3
120101,051101,3
120101,060101,1
120101,060312,1
120101,070101,10
120101,070102,1
120101,080101,4
120101,080104,1
120101,080108,1
120101,080203,1
120101,080601,1
120101,080705,1
120101,080708,1
120101,080801,2
120101,080907,1
120101,080908,1
120101,080910,5
120101,080914,1
120101,090101,291
120101,090102,11
120101,090103,50
120101,090104,2
120101,090105,10
120101,090106,14
120101,090108,15
120101,090109,3
120101,090110,2
120101,090111,1
120101,090112,8
120101,090113,5
120101,090114,1
120101,090115,4
120101,090116,7
120101,090117,14
120101,090118,6
120101,090119,22
120101,090201,35
120101,090202,3
120101,090203,2
120101,090204,1
120101,090206,36
120101,090208,3
120101,090301,26
120101,090302,1
120101,090304,13
120101,090312,1
120101,090401,8
120101,090402,1
120101,090411,2
120101,090501,34
120101,090502,9
120101,090503,3
120101,090504,7
120101,090507,14
120101,090509,36
120101,090510,5
120101,090511,6
120101,090601,3
120101,090607,1
120101,090616,9
120101,090701,166
120101,090702,40
120101,090703,10
120101,090704,14
120101,090705,70
120101,090706,18
120101,090707,5
120101,090709,47
120101,090710,9
120101,090711,30
120101,090713,3
120101,090714,37
120101,090715,23
120101,090716,33
120101,090717,35
120101,090718,12
120101,090719,28
120101,090720,6
120101,090721,2
120101,090722,13
120101,090723,6
120101,100101,12
120101,100102,2
120101,100103,1
120101,100801,3
120101,110101,1
120101,120101,71756
120101,120105,6
120101,120106,13
120101,120107,1332
120101,120108,31
120101,120111,39
120101,120112,10
120101,120113,16
120101,120114,8006
120101,120116,6
120101,120117,44
120101,120119,99
120101,120120,4
120101,120121,72
120101,120122,9
120101,120124,99
120101,120125,365
120101,120126,47
120101,120127,8
120101,120128,20
120101,120129,98
120101,120130,84
120101,120132,8
120101,120133,123
120101,120134,148
120101,120135,24
120101,120136,17
120101,120201,201
120101,120202,5
120101,120203,13
120101,120204,5
120101,120205,8
120101,120206,17
120101,120207,3
120101,120208,7
120101,120209,5
120101,120210,17
120101,120211,14
120101,120212,8
120101,120213,57
120101,120214,29
120101,120215,8
120101,120301,82
120101,120302,28
120101,120303,64
120101,120304,2
120101,120305,18
120101,120306,1
120101,120401,239
120101,120402,26
120101,120403,26
120101,120404,5
120101,120405,4
120101,120406,5
120101,120407,11
120101,120408,7
120101,120409,2
120101,120410,3
120101,120411,1
120101,120413,1
120101,120414,5
120101,120415,7
120101,120416,11
120101,120417,3
120101,120418,6
120101,120419,2
120101,120420,5
120101,120421,7
120101,120422,3
120101,120423,3
120101,120424,6
120101,120425,5
120101,120426,2
120101,120427,4
120101,120428,9
120101,120430,5
120101,120431,24
120101,120432,1
120101,120433,3
120101,120434,8
120101,120501,29
120101,120502,12
120101,120503,1
120101,120504,6
120101,120601,50
120101,120603,3
120101,120604,16
120101,120606,27
120101,120607,13
120101,120608,12
120101,120701,89
120101,120702,8
120101,120704,4
120101,120705,2
120101,120706,5
120101,120707,1
120101,120708,38
120101,120709,2
120101,120801,183
120101,120802,3
120101,120803,14
120101,120804,3
120101,120805,57
120101,120806,3
120101,120807,4
120101,120808,11
120101,120809,4
120101,120810,22
120101,120901,393
120101,120902,29
120101,120903,63
120101,120904,23
120101,120905,58
120101,120906,19
120101,120907,13
120101,120908,13
120101,120909,16
120101,130101,5
120101,140101,1
120101,150101,210
120101,150102,2
120101,150103,36
120101,150104,3
120101,150105,5
120101,150106,2
120101,150108,26
120101,150109,1
120101,150110,6
120101,150111,5
120101,150112,6
120101,150113,35
120101,150114,25
120101,150115,23
120101,150116,17
120101,150117,17
120101,150118,20
120101,150119,4
120101,150120,5
120101,150121,12
120101,150122,36
120101,150123,1
120101,150124,1
120101,150125,6
120101,150128,5
120101,150130,23
120101,150131,41
120101,150132,22
120101,150133,1
120101,150134,7
120101,150135,14
120101,150136,20
120101,150137,30
120101,150140,45
120101,150141,3
120101,150142,3
120101,150143,2
120101,150201,2
120101,150401,1
120101,150404,1
120101,150501,1
120101,150505,108
120101,150508,2
120101,150509,6
120101,150510,2
120101,150601,8
120101,150605,2
120101,150608,2
120101,150701,2
120101,150705,40
120101,150708,1
120101,150709,8
120101,150714,1
120101,150718,2
120101,150722,7
120101,150732,1
120101,150801,4
120101,150901,32
120101,151001,18
120101,151002,14
120101,151007,1
120101,151011,1
120101,151014,1
120101,151016,3
120101,151018,1
120101,190101,73
120101,190102,3
120101,190103,1
120101,190104,37
120101,190107,10
120101,190108,7
120101,190109,8
120101,190111,24
120101,190113,35
120101,190201,4
120101,190202,1
120101,190203,1
120101,190206,4
120101,190301,17
120101,190302,1
120101,190303,1
120101,190306,1
120101,190307,5
120101,200101,1
120101,200410,1
120101,211101,1
120101,220901,1
120101,250101,7
120101,250105,3
120101,250201,3
120101,250301,1
120104,120101,23
120104,120104,305
120104,120105,10
120104,120107,13
120104,120108,1
120104,120112,2
120104,120114,4
120104,120119,1
120104,120121,1
120104,120129,1
120104,120134,1
120104,120202,1
120104,120801,1
120104,150722,1
120105,090101,1
120105,120101,14
120105,120105,534
120105,120106,1
120105,120107,1
120105,120108,2
120105,120112,5
120105,120114,6
120105,120119,1
120105,120120,2
120105,120129,1
120105,120604,2
120105,150108,1
120105,150118,1
120106,120101,7
120106,120105,2
120106,120106,345
120106,120107,3
120106,120108,31
120106,120112,1
120106,120114,2
120106,120121,2
120106,120909,1
120106,150110,1
120106,151016,1
120107,010309,204
120107,021801,1
120107,030201,1
120107,040109,1
120107,040508,1
120107,050101,39
120107,050108,2
120107,050114,3
120107,050115,2
120107,050116,1
120107,050201,1
120107,050401,10
120107,050402,4
120107,050403,1
120107,050405,1
120107,050407,1
120107,050408,1
120107,050409,1
120107,050411,1
120107,050501,2
120107,050502,1
120107,050504,2
120107,050505,2
120107,050508,21
120107,050601,1
120107,050602,1
120107,050608,1
120107,050611,1
120107,050619,1
120107,050701,2
120107,050703,1
120107,050801,1
120107,050810,2
120107,050901,1
120107,050909,3
120107,051005,3
120107,051101,4
120107,051107,1
120107,070101,2
120107,080101,2
120107,080106,1
120107,080402,1
120107,080801,2
120107,080910,5
120107,090101,205
120107,090102,23
120107,090103,72
120107,090104,4
120107,090105,12
120107,090106,10
120107,090107,4
120107,090108,24
120107,090109,6
120107,090110,5
120107,090111,8
120107,090112,21
120107,090113,8
120107,090114,4
120107,090115,4
120107,090116,20
120107,090117,24
120107,090118,19
120107,090119,36
120107,090201,34
120107,090202,7
120107,090203,3
120107,090204,1
120107,090206,32
120107,090207,2
120107,090208,4
120107,090301,31
120107,090302,2
120107,090304,6
120107,090306,1
120107,090307,1
120107,090401,3
120107,090402,1
120107,090403,3
120107,090407,1
120107,090408,2
120107,090411,2
120107,090501,44
120107,090502,20
120107,090503,13
120107,090504,3
120107,090506,4
120107,090507,27
120107,090508,1
120107,090509,38
120107,090510,3
120107,090511,17
120107,090601,5
120107,090607,5
120107,090616,3
120107,090701,184
120107,090702,83
120107,090703,15
120107,090704,31
120107,090705,86
120107,090706,22
120107,090707,2
120107,090709,57
120107,090710,19
120107,090711,61
120107,090713,5
120107,090714,17
120107,090715,10
120107,090716,21
120107,090717,26
120107,090718,11
120107,090719,40
120107,090720,3
120107,090721,2
120107,090722,27
120107,090723,10
120107,100101,3
120107,100102,1
120107,100201,2
120107,100801,5
120107,110502,3
120107,120101,18994
120107,120104,2
120107,120105,23
120107,120106,9
120107,120107,32223
120107,120108,42
120107,120111,53
120107,120112,28
120107,120113,68
120107,120114,7255
120107,120116,9
120107,120117,14
120107,120119,338
120107,120120,4
120107,120121,150
120107,120122,8
120107,120124,34
120107,120125,343
120107,120126,51
120107,120127,2
120107,120128,16
120107,120129,50
120107,120130,34
120107,120132,13
120107,120133,206
120107,120134,175
120107,120135,9
120107,120136,34
120107,120201,98
120107,120202,7
120107,120203,15
120107,120204,6
120107,120205,10
120107,120206,21
120107,120207,1
120107,120208,7
120107,120209,5
120107,120210,11
120107,120211,5
120107,120212,2
120107,120213,34
120107,120214,10
120107,120215,2
120107,120301,44
120107,120302,12
120107,120303,41
120107,120305,19
120107,120401,138
120107,120402,15
120107,120403,9
120107,120404,1
120107,120405,4
120107,120407,6
120107,120408,5
120107,120409,2
120107,120410,1
120107,120411,1
120107,120412,2
120107,120413,4
120107,120415,3
120107,120416,1
120107,120418,2
120107,120419,1
120107,120420,5
120107,120421,1
120107,120423,1
120107,120424,2
120107,120425,3
120107,120428,13
120107,120429,2
120107,120430,2
120107,120431,9
120107,120433,4
120107,120434,6
120107,120501,25
120107,120502,3
120107,120503,2
120107,120504,11
120107,120601,37
120107,120603,4
120107,120604,14
120107,120605,2
120107,120606,19
120107,120607,9
120107,120608,13
120107,120701,57
120107,120702,7
120107,120705,1
120107,120706,9
120107,120707,1
120107,120708,94
120107,120709,5
120107,120801,147
120107,120802,2
120107,120803,6
120107,120804,2
120107,120805,52
120107,120806,1
120107,120807,1
120107,120808,2
120107,120809,4
120107,120810,8
120107,120901,395
120107,120902,20
120107,120903,69
120107,120904,13
120107,120905,41
120107,120906,5
120107,120907,8
120107,120908,13
120107,120909,11
120107,140101,1
120107,140112,1
120107,150101,100
120107,150103,33
120107,150104,1
120107,150105,4
120107,150107,1
120107,150108,47
120107,150110,6
120107,150111,5
120107,150112,3
120107,150113,10
120107,150114,6
120107,150115,10
120107,150116,4
120107,150117,7
120107,150118,18
120107,150119,8
120107,150120,2
120107,150121,5
120107,150122,11
120107,150123,2
120107,150125,7
120107,150128,5
120107,150130,8
120107,150131,15
120107,150132,16
120107,150133,4
120107,150134,5
120107,150135,9
120107,150136,13
120107,150137,24
120107,150139,1
120107,150140,14
120107,150141,3
120107,150142,1
120107,150143,2
120107,150201,2
120107,150401,1
120107,150501,2
120107,150505,26
120107,150509,5
120107,150516,1
120107,150601,8
120107,150605,1
120107,150610,1
120107,150701,3
120107,150705,39
120107,150709,9
120107,150718,2
120107,150722,2
120107,150901,23
120107,150906,1
120107,151001,21
120107,151002,26
120107,151014,5
120107,151016,5
120107,151018,3
120107,151023,1
120107,190101,54
120107,190103,2
120107,190104,25
120107,190107,5
120107,190108,5
120107,190109,1
120107,190110,2
120107,190111,12
120107,190113,18
120107,190201,6
120107,190301,5
120107,190302,1
120107,190304,2
120107,190306,1
120107,190307,2
120107,250101,7
120107,250105,2
120107,250107,1
120107,250201,1
120108,120101,13
120108,120106,4
120108,120108,841
120108,120114,5
120108,120120,1
120108,120903,1
120108,120909,1
120108,150101,1
120108,150103,3
120108,150114,2
120108,150136,1
120108,190101,1
120111,010309,1
120111,090101,1
120111,090102,1
120111,090103,1
120111,090108,2
120111,090119,1
120111,090201,1
120111,090501,1
120111,090509,1
120111,090705,1
120111,090720,1
120111,120101,181
120111,120106,1
120111,120107,22
120111,120108,1
120111,120111,897
120111,120112,4
120111,120113,3
120111,120114,38
120111,120116,1
120111,120119,1
120111,120121,59
120111,120125,4
120111,120126,1
120111,120129,2
120111,120130,1
120111,120133,1
120111,120136,17
120111,120201,1
120111,120202,1
120111,120206,1
120111,120305,1
120111,120708,2
120111,120801,3
120111,120901,6
120111,120903,12
120111,120905,2
120111,150101,2
120111,150103,2
120111,150120,1
120111,150501,1
120111,150505,1
120111,150705,1
120111,190101,2
120111,250301,1
120112,080401,1
120112,090112,1
120112,090709,1
120112,120101,13
120112,120105,2
120112,120107,6
120112,120112,697
120112,120114,7
120112,120119,2
120112,120125,1
120112,120135,1
120112,120401,1
120112,150111,1
120112,150130,1
120112,150705,1
120113,120101,19
120113,120107,4
120113,120112,1
120113,120113,913
120113,120114,4
120113,120116,3
120113,120119,1
120113,120121,24
120113,120125,1
120113,120126,3
120113,120133,1
120113,120136,2
120113,120213,1
120114,010108,3
120114,010309,557
120114,020101,1
120114,021014,1
120114,021801,3
120114,040101,2
120114,040311,1
120114,050101,62
120114,050104,1
120114,050107,1
120114,050110,2
120114,050114,4
120114,050115,1
120114,050116,1
120114,050201,1
120114,050204,1
120114,050301,2
120114,050401,15
120114,050402,4
120114,050411,1
120114,050501,1
120114,050503,1
120114,050508,9
120114,050509,1
120114,050601,1
120114,050605,1
120114,050607,2
120114,050701,5
120114,050702,1
120114,050703,3
120114,050806,4
120114,050909,4
120114,051005,9
120114,051101,2
120114,051104,1
120114,051108,2
120114,060312,1
120114,070101,11
120114,070102,4
120114,080101,7
120114,080104,2
120114,080405,1
120114,080701,1
120114,080705,1
120114,080801,3
120114,080901,1
120114,080902,5
120114,080908,1
120114,080910,4
120114,080914,2
120114,081101,1
120114,081203,1
120114,081204,1
120114,090101,371
120114,090102,6
120114,090103,47
120114,090104,1
120114,090105,5
120114,090106,19
120114,090107,1
120114,090108,25
120114,090109,3
120114,090111,5
120114,090112,12
120114,090113,11
120114,090114,5
120114,090115,3
120114,090116,15
120114,090117,15
120114,090118,12
120114,090119,34
120114,090201,45
120114,090202,1
120114,090203,3
120114,090204,3
120114,090205,1
120114,090206,34
120114,090207,2
120114,090208,11
120114,090301,60
120114,090302,3
120114,090304,14
120114,090306,3
120114,090312,1
120114,090401,13
120114,090402,1
120114,090407,1
120114,090411,3
120114,090501,42
120114,090502,12
120114,090503,14
120114,090504,5
120114,090506,1
120114,090507,18
120114,090509,70
120114,090510,8
120114,090511,11
120114,090607,4
120114,090616,2
120114,090701,231
120114,090702,51
120114,090703,14
120114,090704,23
120114,090705,85
120114,090706,27
120114,090707,5
120114,090709,25
120114,090710,19
120114,090711,42
120114,090713,4
120114,090714,27
120114,090715,10
120114,090716,13
120114,090717,28
120114,090718,7
120114,090719,38
120114,090720,8
120114,090721,3
120114,090722,13
120114,090723,6
120114,100101,10
120114,100102,2
120114,100111,3
120114,100801,15
120114,110101,3
120114,110502,3
120114,120101,26501
120114,120104,4
120114,120105,13
120114,120106,11
120114,120107,1552
120114,120108,40
120114,120111,50
120114,120112,10
120114,120113,16
120114,120114,79125
120114,120116,6
120114,120117,85
120114,120119,123
120114,120120,5
120114,120121,99
120114,120122,25
120114,120124,68
120114,120125,1058
120114,120126,45
120114,120127,15
120114,120128,53
120114,120129,325
120114,120130,269
120114,120132,69
120114,120133,161
120114,120134,265
120114,120135,27
120114,120136,23
120114,120201,398
120114,120202,18
120114,120203,42
120114,120204,38
120114,120205,19
120114,120206,63
120114,120207,9
120114,120208,20
120114,120209,14
120114,120210,32
120114,120211,22
120114,120212,20
120114,120213,96
120114,120214,64
120114,120215,14
120114,120301,146
120114,120302,37
120114,120303,78
120114,120304,2
120114,120305,38
120114,120306,4
120114,120401,412
120114,120402,49
120114,120403,62
120114,120404,11
120114,120405,14
120114,120406,10
120114,120407,16
120114,120408,17
120114,120409,4
120114,120410,2
120114,120411,2
120114,120412,5
120114,120413,12
120114,120414,9
120114,120415,20
120114,120416,15
120114,120417,4
120114,120418,7
120114,120419,5
120114,120420,11
120114,120421,10
120114,120422,9
120114,120423,9
120114,120424,7
120114,120425,10
120114,120426,10
120114,120427,9
120114,120428,54
120114,120429,1
120114,120430,16
120114,120431,30
120114,120432,3
120114,120433,6
120114,120434,36
120114,120501,96
120114,120502,31
120114,120503,10
120114,120504,5
120114,120601,88
120114,120603,1
120114,120604,20
120114,120606,53
120114,120607,33
120114,120608,14
120114,120701,142
120114,120702,13
120114,120703,1
120114,120704,15
120114,120705,10
120114,120706,7
120114,120707,5
120114,120708,196
120114,120709,8
120114,120801,456
120114,120802,8
120114,120803,33
120114,120804,5
120114,120805,191
120114,120806,2
120114,120807,9
120114,120808,23
120114,120809,12
120114,120810,76
120114,120901,810
120114,120902,68
120114,120903,120
120114,120904,49
120114,120905,118
120114,120906,19
120114,120907,22
120114,120908,25
120114,120909,27
120114,130101,3
120114,130107,1
120114,130201,1
120114,140115,1
120114,140301,1
120114,150101,299
120114,150103,66
120114,150105,12
120114,150106,4
120114,150107,2
120114,150108,100
120114,150109,3
120114,150110,14
120114,150111,6
120114,150112,9
120114,150113,39
120114,150114,52
120114,150115,30
120114,150116,19
120114,150117,18
120114,150118,34
120114,150119,9
120114,150120,14
120114,150121,13
120114,150122,38
120114,150123,3
120114,150124,1
120114,150125,5
120114,150126,1
120114,150128,7
120114,150129,1
120114,150130,30
120114,150131,56
120114,150132,29
120114,150133,8
120114,150134,15
120114,150135,19
120114,150136,42
120114,150137,41
120114,150140,55
120114,150141,8
120114,150142,13
120114,150143,1
120114,150201,1
120114,150204,2
120114,150301,1
120114,150305,1
120114,150401,1
120114,150501,6
120114,150502,1
120114,150505,93
120114,150507,2
120114,150509,17
120114,150516,2
120114,150601,7
120114,150604,1
120114,150605,1
120114,150610,3
120114,150701,6
120114,150705,85
120114,150708,2
120114,150709,17
120114,150722,10
120114,150727,2
120114,150732,2
120114,150801,3
120114,150811,1
120114,150901,51
120114,150906,2
120114,151001,45
120114,151002,56
120114,151003,2
120114,151007,2
120114,151008,1
120114,151010,1
120114,151014,7
120114,151016,11
120114,151018,9
120114,151021,1
120114,151028,1
120114,151030,7
120114,151033,3
120114,160101,1
120114,190101,174
120114,190102,8
120114,190103,2
120114,190104,104
120114,190105,4
120114,190107,12
120114,190108,15
120114,190109,19
120114,190110,3
120114,190111,49
120114,190112,2
120114,190113,82
120114,190201,8
120114,190203,1
120114,190204,1
120114,190301,27
120114,190303,2
120114,190304,5
120114,190306,8
120114,190307,8
120114,190308,2
120114,220805,1
120114,250101,10
120114,250105,5
120114,250107,4
120114,250201,3
120114,250301,2
120116,010309,2
120116,050115,1
120116,090101,1
120116,090701,1
120116,120101,75
120116,120107,13
120116,120111,1
120116,120113,14
120116,120114,22
120116,120116,718
120116,120119,2
120116,120121,58
120116,120136,28
120116,120201,1
120116,120708,1
120116,150101,2
120116,150103,1
120116,150140,1
120116,190101,1
120117,010309,12
120117,050101,1
120117,050108,1
120117,050508,2
120117,080902,1
120117,090101,4
120117,090103,3
120117,090105,2
120117,090106,1
120117,090119,2
120117,090201,1
120117,090206,1
120117,090301,1
120117,090509,1
120117,090510,1
120117,090701,6
120117,090711,1
120117,090714,1
120117,090719,1
120117,120101,435
120117,120106,2
120117,120107,20
120117,120108,1
120117,120112,2
120117,120114,412
120117,120117,1918
120117,120121,3
120117,120122,3
120117,120124,2
120117,120125,22
120117,120126,1
120117,120128,2
120117,120129,232
120117,120130,77
120117,120132,11
120117,120134,5
120117,120201,32
120117,120202,5
120117,120203,5
120117,120206,3
120117,120209,2
120117,120213,4
120117,120214,1
120117,120215,1
120117,120301,1
120117,120303,4
120117,120401,8
120117,120402,1
120117,120403,3
120117,120405,1
120117,120407,2
120117,120415,1
120117,120426,1
120117,120428,3
120117,120431,2
120117,120433,1
120117,120601,5
120117,120606,3
120117,120607,1
120117,120608,2
120117,120701,3
120117,120703,1
120117,120704,1
120117,120705,1
120117,120708,47
120117,120709,2
120117,120801,12
120117,120803,1
120117,120805,5
120117,120808,1
120117,120810,2
120117,120901,10
120117,120903,7
120117,120907,1
120117,120908,1
120117,130205,1
120117,150101,6
120117,150103,2
120117,150113,1
120117,150117,1
120117,150118,1
120117,150119,1
120117,150122,1
120117,150131,2
120117,150132,1
120117,150135,1
120117,150136,2
120117,150505,1
120117,150705,6
120117,150901,4
120117,151002,2
120117,190101,3
120117,190104,1
120117,190107,1
120117,190108,1
120117,190111,3
120117,190112,2
120117,190113,1
120117,190306,1
120119,010309,30
120119,050101,5
120119,050102,1
120119,050112,1
120119,050401,3
120119,050402,1
120119,050407,1
120119,050411,1
120119,050508,6
120119,050601,1
120119,050901,1
120119,051108,1
120119,070101,1
120119,080101,2
120119,080910,1
120119,090101,50
120119,090102,5
120119,090103,19
120119,090105,5
120119,090106,10
120119,090107,2
120119,090108,4
120119,090109,2
120119,090111,1
120119,090112,3
120119,090113,1
120119,090114,3
120119,090115,4
120119,090116,5
120119,090117,2
120119,090118,3
120119,090119,13
120119,090201,8
120119,090203,1
120119,090206,12
120119,090208,1
120119,090301,8
120119,090304,3
120119,090402,1
120119,090405,1
120119,090407,1
120119,090411,1
120119,090501,5
120119,090502,15
120119,090503,3
120119,090504,1
120119,090506,2
120119,090507,7
120119,090508,1
120119,090509,13
120119,090510,2
120119,090511,3
120119,090616,1
120119,090701,36
120119,090702,48
120119,090703,6
120119,090704,7
120119,090705,25
120119,090706,1
120119,090707,3
120119,090709,12
120119,090710,13
120119,090711,16
120119,090714,4
120119,090715,4
120119,090716,5
120119,090717,6
120119,090718,1
120119,090719,12
120119,090720,2
120119,090722,6
120119,090723,6
120119,100801,2
120119,120101,3780
120119,120105,9
120119,120106,2
120119,120107,1456
120119,120108,8
120119,120111,14
120119,120112,2
120119,120113,14
120119,120114,1443
120119,120116,1
120119,120117,4
120119,120119,8567
120119,120121,120
120119,120122,3
120119,120124,7
120119,120125,72
120119,120126,20
120119,120127,2
120119,120129,11
120119,120130,10
120119,120132,6
120119,120133,66
120119,120134,33
120119,120135,2
120119,120136,9
120119,120201,20
120119,120202,2
120119,120203,1
120119,120204,1
120119,120205,3
120119,120206,6
120119,120210,2
120119,120213,2
120119,120301,12
120119,120302,3
120119,120303,14
120119,120305,5
120119,120401,36
120119,120402,2
120119,120403,1
120119,120404,2
120119,120405,2
120119,120407,1
120119,120411,1
120119,120413,2
120119,120415,2
120119,120416,1
120119,120418,1
120119,120421,1
120119,120426,1
120119,120428,1
120119,120430,2
120119,120434,1
120119,120501,3
120119,120601,12
120119,120602,2
120119,120604,2
120119,120605,1
120119,120606,12
120119,120607,7
120119,120608,3
120119,120701,8
120119,120702,2
120119,120704,1
120119,120705,1
120119,120706,2
120119,120708,19
120119,120709,1
