ubigeo_ori,ubigeo_des,cases,dept_ori,prov_ori,distr_ori,dept_des,prov_des,distr_des
150305,150303,4,LIMA,CAJATAMBO,MANAS,LIMA,CAJATAMBO,GORGOR
150305,150304,5,LIMA,CAJATAMBO,MANAS,LIMA,CAJATAMBO,HUANCAPON
150305,150305,805,LIMA,CAJATAMBO,MANAS,LIMA,CAJATAMBO,MANAS
150305,150605,1,LIMA,CAJATAMBO,MANAS,LIMA,HUARAL,CHANCAY
150305,150801,7,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,HUACHO
150305,150802,2,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,AMBAR
150305,150805,1,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,HUALMAY
150305,150806,1,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,HUAURA
150305,150810,2,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,SANTA MARIA
150305,150812,1,LIMA,CAJATAMBO,MANAS,LIMA,HUAURA,VEGUETA
150305,150901,2,LIMA,CAJATAMBO,MANAS,LIMA,OYON,OYON
150401,070101,1,LIMA,CANTA,CANTA,CALLAO,CALLAO,CALLAO
150401,070106,2,LIMA,CANTA,CANTA,CALLAO,CALLAO,VENTANILLA
150401,150101,10,LIMA,CANTA,CANTA,LIMA,LIMA,LIMA
150401,150102,1,LIMA,CANTA,CANTA,LIMA,LIMA,ANCON
150401,150103,5,LIMA,CANTA,CANTA,LIMA,LIMA,ATE
150401,150105,2,LIMA,CANTA,CANTA,LIMA,LIMA,BRENA
150401,150106,30,LIMA,CANTA,CANTA,LIMA,LIMA,CARABAYLLO
150401,150107,6,LIMA,CANTA,CANTA,LIMA,LIMA,CHACLACAYO
150401,150108,6,LIMA,CANTA,CANTA,LIMA,LIMA,CHORRILLOS
150401,150110,37,LIMA,CANTA,CANTA,LIMA,LIMA,COMAS
150401,150112,8,LIMA,CANTA,CANTA,LIMA,LIMA,INDEPENDENCIA
150401,150115,1,LIMA,CANTA,CANTA,LIMA,LIMA,LA VICTORIA
150401,150117,14,LIMA,CANTA,CANTA,LIMA,LIMA,LOS OLIVOS
150401,150118,1,LIMA,CANTA,CANTA,LIMA,LIMA,LURIGANCHO
150401,150122,2,LIMA,CANTA,CANTA,LIMA,LIMA,MIRAFLORES
150401,150125,5,LIMA,CANTA,CANTA,LIMA,LIMA,PUENTE PIEDRA
150401,150128,6,LIMA,CANTA,CANTA,LIMA,LIMA,RIMAC
150401,150132,4,LIMA,CANTA,CANTA,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150401,150133,1,LIMA,CANTA,CANTA,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150401,150135,8,LIMA,CANTA,CANTA,LIMA,LIMA,SAN MARTIN DE PORRES
150401,150137,1,LIMA,CANTA,CANTA,LIMA,LIMA,SANTA ANITA
150401,150142,3,LIMA,CANTA,CANTA,LIMA,LIMA,VILLA EL SALVADOR
150401,150201,2,LIMA,CANTA,CANTA,LIMA,BARRANCA,BARRANCA
150401,150401,1976,LIMA,CANTA,CANTA,LIMA,CANTA,CANTA
150401,150403,6,LIMA,CANTA,CANTA,LIMA,CANTA,HUAMANTANGA
150401,150404,2,LIMA,CANTA,CANTA,LIMA,CANTA,HUAROS
150401,150405,1,LIMA,CANTA,CANTA,LIMA,CANTA,LACHAQUI
150401,150406,2,LIMA,CANTA,CANTA,LIMA,CANTA,SAN BUENAVENTURA
150401,150407,2,LIMA,CANTA,CANTA,LIMA,CANTA,SANTA ROSA DE QUIVES
150401,150508,2,LIMA,CANTA,CANTA,LIMA,CANETE,LUNAHUANA
150401,150601,2,LIMA,CANTA,CANTA,LIMA,HUARAL,HUARAL
150401,150602,1,LIMA,CANTA,CANTA,LIMA,HUARAL,ATAVILLOS ALTO
150401,150608,1,LIMA,CANTA,CANTA,LIMA,HUARAL,PACARAOS
150401,150611,2,LIMA,CANTA,CANTA,LIMA,HUARAL,SUMBILCA
150401,150716,1,LIMA,CANTA,CANTA,LIMA,HUAROCHIRI,SAN ANTONIO
150401,150732,1,LIMA,CANTA,CANTA,LIMA,HUAROCHIRI,SURCO
150401,150801,1,LIMA,CANTA,CANTA,LIMA,HUAURA,HUACHO
150401,150805,2,LIMA,CANTA,CANTA,LIMA,HUAURA,HUALMAY
150401,151001,1,LIMA,CANTA,CANTA,LIMA,YAUYOS,YAUYOS
150402,070101,3,LIMA,CANTA,ARAHUAY,CALLAO,CALLAO,CALLAO
150402,150101,1,LIMA,CANTA,ARAHUAY,LIMA,LIMA,LIMA
150402,150103,2,LIMA,CANTA,ARAHUAY,LIMA,LIMA,ATE
150402,150106,12,LIMA,CANTA,ARAHUAY,LIMA,LIMA,CARABAYLLO
150402,150110,4,LIMA,CANTA,ARAHUAY,LIMA,LIMA,COMAS
150402,150111,2,LIMA,CANTA,ARAHUAY,LIMA,LIMA,EL AGUSTINO
150402,150112,1,LIMA,CANTA,ARAHUAY,LIMA,LIMA,INDEPENDENCIA
150402,150117,2,LIMA,CANTA,ARAHUAY,LIMA,LIMA,LOS OLIVOS
150402,150128,2,LIMA,CANTA,ARAHUAY,LIMA,LIMA,RIMAC
150402,150132,1,LIMA,CANTA,ARAHUAY,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150402,150135,3,LIMA,CANTA,ARAHUAY,LIMA,LIMA,SAN MARTIN DE PORRES
150402,150137,3,LIMA,CANTA,ARAHUAY,LIMA,LIMA,SANTA ANITA
150402,150401,1,LIMA,CANTA,ARAHUAY,LIMA,CANTA,CANTA
150402,150402,501,LIMA,CANTA,ARAHUAY,LIMA,CANTA,ARAHUAY
150402,150405,1,LIMA,CANTA,ARAHUAY,LIMA,CANTA,LACHAQUI
150402,150407,2,LIMA,CANTA,ARAHUAY,LIMA,CANTA,SANTA ROSA DE QUIVES
150402,150601,1,LIMA,CANTA,ARAHUAY,LIMA,HUARAL,HUARAL
150402,150604,1,LIMA,CANTA,ARAHUAY,LIMA,HUARAL,AUCALLAMA
150402,150709,3,LIMA,CANTA,ARAHUAY,LIMA,HUAROCHIRI,HUAROCHIRI
150402,150716,7,LIMA,CANTA,ARAHUAY,LIMA,HUAROCHIRI,SAN ANTONIO
150403,150101,3,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,LIMA
150403,150106,33,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,CARABAYLLO
150403,150110,13,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,COMAS
150403,150111,2,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,EL AGUSTINO
150403,150112,3,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,INDEPENDENCIA
150403,150117,10,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,LOS OLIVOS
150403,150118,1,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,LURIGANCHO
150403,150125,3,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,PUENTE PIEDRA
150403,150128,9,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,RIMAC
150403,150135,5,LIMA,CANTA,HUAMANTANGA,LIMA,LIMA,SAN MARTIN DE PORRES
150403,150403,558,LIMA,CANTA,HUAMANTANGA,LIMA,CANTA,HUAMANTANGA
150403,150405,1,LIMA,CANTA,HUAMANTANGA,LIMA,CANTA,LACHAQUI
150403,150406,1,LIMA,CANTA,HUAMANTANGA,LIMA,CANTA,SAN BUENAVENTURA
150403,150508,1,LIMA,CANTA,HUAMANTANGA,LIMA,CANETE,LUNAHUANA
150403,150601,3,LIMA,CANTA,HUAMANTANGA,LIMA,HUARAL,HUARAL
150403,150611,1,LIMA,CANTA,HUAMANTANGA,LIMA,HUARAL,SUMBILCA
150404,150106,5,LIMA,CANTA,HUAROS,LIMA,LIMA,CARABAYLLO
150404,150110,17,LIMA,CANTA,HUAROS,LIMA,LIMA,COMAS
150404,150112,3,LIMA,CANTA,HUAROS,LIMA,LIMA,INDEPENDENCIA
150404,150117,2,LIMA,CANTA,HUAROS,LIMA,LIMA,LOS OLIVOS
150404,150123,2,LIMA,CANTA,HUAROS,LIMA,LIMA,PACHACAMAC
150404,150125,1,LIMA,CANTA,HUAROS,LIMA,LIMA,PUENTE PIEDRA
150404,150135,2,LIMA,CANTA,HUAROS,LIMA,LIMA,SAN MARTIN DE PORRES
150404,150401,8,LIMA,CANTA,HUAROS,LIMA,CANTA,CANTA
150404,150404,641,LIMA,CANTA,HUAROS,LIMA,CANTA,HUAROS
150404,150406,1,LIMA,CANTA,HUAROS,LIMA,CANTA,SAN BUENAVENTURA
150404,150509,1,LIMA,CANTA,HUAROS,LIMA,CANETE,MALA
150404,150601,1,LIMA,CANTA,HUAROS,LIMA,HUARAL,HUARAL
150404,150801,2,LIMA,CANTA,HUAROS,LIMA,HUAURA,HUACHO
150405,150101,4,LIMA,CANTA,LACHAQUI,LIMA,LIMA,LIMA
150405,150103,3,LIMA,CANTA,LACHAQUI,LIMA,LIMA,ATE
150405,150105,1,LIMA,CANTA,LACHAQUI,LIMA,LIMA,BRENA
150405,150106,10,LIMA,CANTA,LACHAQUI,LIMA,LIMA,CARABAYLLO
150405,150110,14,LIMA,CANTA,LACHAQUI,LIMA,LIMA,COMAS
150405,150112,2,LIMA,CANTA,LACHAQUI,LIMA,LIMA,INDEPENDENCIA
150405,150128,1,LIMA,CANTA,LACHAQUI,LIMA,LIMA,RIMAC
150405,150135,1,LIMA,CANTA,LACHAQUI,LIMA,LIMA,SAN MARTIN DE PORRES
150405,150139,1,LIMA,CANTA,LACHAQUI,LIMA,LIMA,SANTA ROSA
150405,150401,5,LIMA,CANTA,LACHAQUI,LIMA,CANTA,CANTA
150405,150405,772,LIMA,CANTA,LACHAQUI,LIMA,CANTA,LACHAQUI
