ubigeo_ori,ubigeo_des,cases,dept_ori,prov_ori,distr_ori,dept_des,prov_des,distr_des
150106,150508,4,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,LUNAHUANA
150106,150509,12,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,MALA
150106,150510,7,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,NUEVO IMPERIAL
150106,150512,9,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,QUILMANA
150106,150513,4,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,SAN ANTONIO
150106,150514,4,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,SAN LUIS
150106,150516,1,LIMA,LIMA,CARABAYLLO,LIMA,CANETE,ZUNIGA
150106,150601,160,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,HUARAL
150106,150602,16,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,ATAVILLOS ALTO
150106,150603,6,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,ATAVILLOS BAJO
150106,150604,19,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,AUCALLAMA
150106,150605,37,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,CHANCAY
150106,150606,5,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,IHUARI
150106,150607,2,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,LAMPIAN
150106,150608,6,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,PACARAOS
150106,150609,6,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,SAN MIGUEL DE ACOS
150106,150610,2,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA
150106,150611,20,LIMA,LIMA,CARABAYLLO,LIMA,HUARAL,SUMBILCA
150106,150701,10,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,MATUCANA
150106,150702,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,ANTIOQUIA
150106,150703,4,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,CALLAHUANCA
150106,150705,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,CHICLA
150106,150708,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,HUANZA
150106,150709,19,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,HUAROCHIRI
150106,150712,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS
150106,150714,6,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,RICARDO PALMA
150106,150716,34,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN ANTONIO
150106,150717,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN BARTOLOME
150106,150718,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN DAMIAN
150106,150719,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN JUAN DE IRIS
150106,150721,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI
150106,150722,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN MATEO
150106,150724,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA
150106,150726,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SANGALLAYA
150106,150727,12,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
150106,150728,11,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SANTA EULALIA
150106,150731,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS
150106,150732,57,LIMA,LIMA,CARABAYLLO,LIMA,HUAROCHIRI,SURCO
150106,150801,110,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,HUACHO
150106,150802,4,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,AMBAR
150106,150804,2,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,CHECRAS
150106,150805,5,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,HUALMAY
150106,150806,14,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,HUAURA
150106,150807,1,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,LEONCIO PRADO
150106,150808,5,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,PACCHO
150106,150809,3,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,SANTA LEONOR
150106,150810,11,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,SANTA MARIA
150106,150811,18,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,SAYAN
150106,150812,38,LIMA,LIMA,CARABAYLLO,LIMA,HUAURA,VEGUETA
150106,150901,59,LIMA,LIMA,CARABAYLLO,LIMA,OYON,OYON
150106,150902,6,LIMA,LIMA,CARABAYLLO,LIMA,OYON,ANDAJES
150106,150903,4,LIMA,LIMA,CARABAYLLO,LIMA,OYON,CAUJUL
150106,150904,5,LIMA,LIMA,CARABAYLLO,LIMA,OYON,COCHAMARCA
150106,150905,13,LIMA,LIMA,CARABAYLLO,LIMA,OYON,NAVAN
150106,150906,20,LIMA,LIMA,CARABAYLLO,LIMA,OYON,PACHANGARA
150106,151001,3,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,YAUYOS
150106,151007,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,CARANIA
150106,151008,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,CATAHUASI
150106,151009,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,CHOCOS
150106,151011,5,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,COLONIA
150106,151014,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,HUANCAYA
150106,151017,2,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,HUANEC
150106,151019,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,LINCHA
150106,151020,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,MADEAN
150106,151021,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,MIRAFLORES
150106,151022,34,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,OMAS
150106,151023,2,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,PUTINZA
150106,151024,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,QUINCHES
150106,151027,1,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,SAN PEDRO DE PILAS
150106,151030,4,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,TOMAS
150106,151032,4,LIMA,LIMA,CARABAYLLO,LIMA,YAUYOS,VINAC
150107,070101,79,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,CALLAO
150107,070102,14,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,BELLAVISTA
150107,070103,1,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
150107,070104,4,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,LA PERLA
150107,070105,1,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,LA PUNTA
150107,070106,13,LIMA,LIMA,CHACLACAYO,CALLAO,CALLAO,VENTANILLA
150107,150101,160,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LIMA
150107,150103,787,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,ATE
150107,150104,16,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,BARRANCO
150107,150105,24,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,BRENA
150107,150106,16,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,CARABAYLLO
150107,150107,34149,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,CHACLACAYO
150107,150108,42,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,CHORRILLOS
150107,150109,5,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,CIENEGUILLA
150107,150110,53,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,COMAS
150107,150111,41,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,EL AGUSTINO
150107,150112,27,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,INDEPENDENCIA
150107,150113,49,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,JESUS MARIA
150107,150114,169,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LA MOLINA
150107,150115,64,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LA VICTORIA
150107,150116,40,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LINCE
150107,150117,79,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LOS OLIVOS
150107,150118,886,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LURIGANCHO
150107,150119,10,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,LURIN
150107,150120,18,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,MAGDALENA DEL MAR
150107,150121,53,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PUEBLO LIBRE
150107,150122,59,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,MIRAFLORES
150107,150123,7,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PACHACAMAC
150107,150124,5,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PUCUSANA
150107,150125,33,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PUENTE PIEDRA
150107,150126,1,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PUNTA HERMOSA
150107,150127,1,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,PUNTA NEGRA
150107,150128,33,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,RIMAC
150107,150129,1,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN BARTOLO
150107,150130,88,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN BORJA
150107,150131,37,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN ISIDRO
150107,150132,159,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150107,150133,57,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150107,150134,38,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN LUIS
150107,150135,82,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN MARTIN DE PORRES
150107,150136,56,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SAN MIGUEL
150107,150137,170,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SANTA ANITA
150107,150139,2,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SANTA ROSA
150107,150140,113,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SANTIAGO DE SURCO
150107,150141,55,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,SURQUILLO
150107,150142,47,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,VILLA EL SALVADOR
150107,150143,33,LIMA,LIMA,CHACLACAYO,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
150107,150201,4,LIMA,LIMA,CHACLACAYO,LIMA,BARRANCA,BARRANCA
150107,150401,3,LIMA,LIMA,CHACLACAYO,LIMA,CANTA,CANTA
150107,150407,2,LIMA,LIMA,CHACLACAYO,LIMA,CANTA,SANTA ROSA DE QUIVES
150107,150501,6,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,SAN VICENTE DE CANETE
150107,150502,1,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,ASIA
150107,150505,3,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,CHILCA
150107,150507,3,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,IMPERIAL
150107,150509,2,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,MALA
150107,150510,1,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,NUEVO IMPERIAL
150107,150512,1,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,QUILMANA
150107,150513,2,LIMA,LIMA,CHACLACAYO,LIMA,CANETE,SAN ANTONIO
150107,150601,3,LIMA,LIMA,CHACLACAYO,LIMA,HUARAL,HUARAL
150107,150605,4,LIMA,LIMA,CHACLACAYO,LIMA,HUARAL,CHANCAY
150107,150701,12,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,MATUCANA
150107,150704,1,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,CARAMPOMA
150107,150705,2,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,CHICLA
150107,150709,3,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,HUAROCHIRI
150107,150714,24,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,RICARDO PALMA
150107,150716,2,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SAN ANTONIO
150107,150722,5,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SAN MATEO
150107,150724,4,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA
150107,150727,1,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA
150107,150728,22,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SANTA EULALIA
150107,150732,18,LIMA,LIMA,CHACLACAYO,LIMA,HUAROCHIRI,SURCO
150107,150801,5,LIMA,LIMA,CHACLACAYO,LIMA,HUAURA,HUACHO
150107,150806,1,LIMA,LIMA,CHACLACAYO,LIMA,HUAURA,HUAURA
150107,150807,1,LIMA,LIMA,CHACLACAYO,LIMA,HUAURA,LEONCIO PRADO
150107,150810,7,LIMA,LIMA,CHACLACAYO,LIMA,HUAURA,SANTA MARIA
150107,150812,3,LIMA,LIMA,CHACLACAYO,LIMA,HUAURA,VEGUETA
150107,150901,5,LIMA,LIMA,CHACLACAYO,LIMA,OYON,OYON
150107,150906,4,LIMA,LIMA,CHACLACAYO,LIMA,OYON,PACHANGARA
150107,151004,3,LIMA,LIMA,CHACLACAYO,LIMA,YAUYOS,AYAVIRI
150107,151018,2,LIMA,LIMA,CHACLACAYO,LIMA,YAUYOS,LARAOS
150108,070101,612,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,CALLAO
150108,070102,93,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,BELLAVISTA
150108,070103,20,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
150108,070104,52,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,LA PERLA
150108,070105,5,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,LA PUNTA
150108,070106,269,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,VENTANILLA
150108,070107,2,LIMA,LIMA,CHORRILLOS,CALLAO,CALLAO,MI PERU
150108,150101,853,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LIMA
150108,150102,66,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,ANCON
150108,150103,552,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,ATE
150108,150104,1161,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,BARRANCO
150108,150105,265,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,BRENA
150108,150106,223,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,CARABAYLLO
150108,150107,64,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,CHACLACAYO
150108,150108,247242,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,CHORRILLOS
150108,150109,49,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,CIENEGUILLA
150108,150110,521,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,COMAS
150108,150111,247,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,EL AGUSTINO
150108,150112,207,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,INDEPENDENCIA
150108,150113,306,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,JESUS MARIA
150108,150114,372,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LA MOLINA
150108,150115,656,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LA VICTORIA
150108,150116,324,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LINCE
150108,150117,670,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LOS OLIVOS
150108,150118,199,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LURIGANCHO
150108,150119,204,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,LURIN
150108,150120,188,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,MAGDALENA DEL MAR
150108,150121,280,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PUEBLO LIBRE
150108,150122,827,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,MIRAFLORES
150108,150123,120,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PACHACAMAC
150108,150124,28,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PUCUSANA
150108,150125,241,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PUENTE PIEDRA
150108,150126,25,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PUNTA HERMOSA
150108,150127,16,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,PUNTA NEGRA
150108,150128,413,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,RIMAC
150108,150129,19,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN BARTOLO
150108,150130,550,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN BORJA
150108,150131,261,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN ISIDRO
150108,150132,1236,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO
150108,150133,2502,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN JUAN DE MIRAFLORES
150108,150134,184,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN LUIS
150108,150135,846,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN MARTIN DE PORRES
150108,150136,461,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SAN MIGUEL
150108,150137,331,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SANTA ANITA
150108,150139,10,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SANTA ROSA
150108,150140,3966,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SANTIAGO DE SURCO
150108,150141,849,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,SURQUILLO
150108,150142,1314,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,VILLA EL SALVADOR
150108,150143,1150,LIMA,LIMA,CHORRILLOS,LIMA,LIMA,VILLA MARIA DEL TRIUNFO
150108,150201,60,LIMA,LIMA,CHORRILLOS,LIMA,BARRANCA,BARRANCA
150108,150202,13,LIMA,LIMA,CHORRILLOS,LIMA,BARRANCA,PARAMONGA
150108,150203,5,LIMA,LIMA,CHORRILLOS,LIMA,BARRANCA,PATIVILCA
150108,150204,11,LIMA,LIMA,CHORRILLOS,LIMA,BARRANCA,SUPE
150108,150205,4,LIMA,LIMA,CHORRILLOS,LIMA,BARRANCA,SUPE PUERTO
150108,150301,4,LIMA,LIMA,CHORRILLOS,LIMA,CAJATAMBO,CAJATAMBO
150108,150303,1,LIMA,LIMA,CHORRILLOS,LIMA,CAJATAMBO,GORGOR
150108,150304,4,LIMA,LIMA,CHORRILLOS,LIMA,CAJATAMBO,HUANCAPON
150108,150401,3,LIMA,LIMA,CHORRILLOS,LIMA,CANTA,CANTA
150108,150407,2,LIMA,LIMA,CHORRILLOS,LIMA,CANTA,SANTA ROSA DE QUIVES
150108,150501,116,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,SAN VICENTE DE CANETE
150108,150502,6,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,ASIA
150108,150503,5,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,CALANGO
150108,150504,3,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,CERRO AZUL
150108,150505,29,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,CHILCA
150108,150506,1,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,COAYLLO
150108,150507,19,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,IMPERIAL
150108,150508,5,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,LUNAHUANA
150108,150509,48,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,MALA
150108,150510,13,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,NUEVO IMPERIAL
150108,150511,5,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,PACARAN
150108,150512,14,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,QUILMANA
150108,150513,4,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,SAN ANTONIO
150108,150514,7,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,SAN LUIS
150108,150515,8,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,SANTA CRUZ DE FLORES
150108,150516,5,LIMA,LIMA,CHORRILLOS,LIMA,CANETE,ZUNIGA
150108,150601,67,LIMA,LIMA,CHORRILLOS,LIMA,HUARAL,HUARAL
150108,150604,6,LIMA,LIMA,CHORRILLOS,LIMA,HUARAL,AUCALLAMA
150108,150605,36,LIMA,LIMA,CHORRILLOS,LIMA,HUARAL,CHANCAY
150108,150608,1,LIMA,LIMA,CHORRILLOS,LIMA,HUARAL,PACARAOS
150108,150703,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,CALLAHUANCA
150108,150704,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,CARAMPOMA
150108,150705,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,CHICLA
150108,150706,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,CUENCA
150108,150709,14,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,HUAROCHIRI
150108,150710,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,LAHUAYTAMBO
150108,150713,5,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,MARIATANA
150108,150714,2,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,RICARDO PALMA
150108,150716,6,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SAN ANTONIO
150108,150717,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SAN BARTOLOME
150108,150718,2,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SAN DAMIAN
150108,150722,10,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SAN MATEO
150108,150723,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SAN MATEO DE OTAO
150108,150728,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SANTA EULALIA
150108,150731,2,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS
150108,150732,422,LIMA,LIMA,CHORRILLOS,LIMA,HUAROCHIRI,SURCO
150108,150801,84,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,HUACHO
150108,150805,7,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,HUALMAY
150108,150806,6,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,HUAURA
150108,150807,1,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,LEONCIO PRADO
150108,150809,2,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,SANTA LEONOR
150108,150810,11,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,SANTA MARIA
150108,150811,3,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,SAYAN
150108,150812,4,LIMA,LIMA,CHORRILLOS,LIMA,HUAURA,VEGUETA
150108,150901,3,LIMA,LIMA,CHORRILLOS,LIMA,OYON,OYON
150108,151001,10,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,YAUYOS
150108,151004,10,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,AYAVIRI
150108,151005,2,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,AZANGARO
150108,151006,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,CACRA
150108,151008,2,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,CATAHUASI
150108,151011,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,COLONIA
150108,151013,7,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,HUAMPARA
150108,151015,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,HUANGASCAR
150108,151017,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,HUANEC
150108,151019,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,LINCHA
150108,151020,2,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,MADEAN
150108,151022,7,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,OMAS
150108,151024,14,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,QUINCHES
150108,151025,2,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,QUINOCAY
150108,151027,3,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,SAN PEDRO DE PILAS
150108,151029,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,TAURIPAMPA
150108,151032,1,LIMA,LIMA,CHORRILLOS,LIMA,YAUYOS,VINAC
150109,070101,99,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,CALLAO
150109,070102,16,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,BELLAVISTA
150109,070103,1,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO
150109,070104,14,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,LA PERLA
150109,070105,3,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,LA PUNTA
150109,070106,54,LIMA,LIMA,CIENEGUILLA,CALLAO,CALLAO,VENTANILLA
150109,150101,112,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,LIMA
150109,150102,1,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,ANCON
150109,150103,769,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,ATE
150109,150104,14,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,BARRANCO
150109,150105,10,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,BRENA
150109,150106,38,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,CARABAYLLO
150109,150107,18,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,CHACLACAYO
150109,150108,117,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,CHORRILLOS
150109,150109,22942,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,CIENEGUILLA
150109,150110,68,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,COMAS
150109,150111,177,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,EL AGUSTINO
150109,150112,15,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,INDEPENDENCIA
150109,150113,30,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,JESUS MARIA
150109,150114,712,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,LA MOLINA
150109,150115,224,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,LA VICTORIA
150109,150116,40,LIMA,LIMA,CIENEGUILLA,LIMA,LIMA,LINCE
