ubigeo,sradiation
150508,258.87873168333334
150509,266.949594975
150510,262.145783525
150511,256.47644034166666
150512,264.73835965
150513,268.702754675
150514,269.45568475
150515,267.170215625
150516,255.862444725
150601,263.0467110166667
150602,253.466460975
150603,253.06169435833334
150604,262.2104116
150605,264.81805130833334
150606,254.99171894166668
150607,256.173597675
150608,252.61936173333333
150609,249.67143068333334
150610,253.27248851666667
150611,255.71090055833332
150612,250.8784042
150701,251.200243225
150702,257.22731906666667
150703,252.000456625
150704,253.292594675
150705,251.5534887
150706,258.80609500833333
150707,252.31418583333334
150708,254.063599825
150709,257.0219607833333
150710,255.386653975
150711,259.2541655333333
150712,255.3355277
150713,258.5632689
150714,256.081602425
150715,251.80128156666666
150716,258.0777204166667
150717,252.13460850833334
150718,254.1225127
150719,255.74483813333333
150720,254.40653686666667
150721,254.00811285
150722,253.45491151666667
150723,252.09999110833334
150724,251.838439575
150725,255.90187971666666
150726,256.3839401083333
150727,253.21802401666667
150728,255.71980568333333
150729,255.642389075
150730,253.62122215833335
150731,259.45027658333333
150732,251.24610480833334
150801,265.41491590833334
150802,255.79086099166668
150803,0
150804,254.01777255
150805,267.06888664166667
150806,263.83533905
150807,251.95627536666666
150808,248.05048716666667
150809,253.07266390833334
150810,265.4688355416667
150811,260.18741855
150812,267.4313375666667
150901,250.83493620833335
150902,251.52274469166667
150903,253.95476726666666
150904,255.7978556333333
150905,254.09794163333333
150906,249.33456375
151001,252.21441458333334
151002,246.591191225
151003,257.70935941666664
151004,255.401605825
151005,257.096406425
151006,248.82166495833334
151007,248.779300325
151008,248.39077523333333
151009,254.17406350833335
151010,253.19031135
151011,248.53685480833332
151012,249.3587302
151013,255.24355849166668
151014,250.75902375833334
151015,254.91953364166667
151016,248.27274055833334
151017,254.16934041666667
151018,247.6169133
151019,250.566962725
151020,254.06046184166667
151021,253.16750574166667
151022,260.132582125
151023,246.65421850833332
151024,254.53468481666667
151025,255.83156535833334
151026,252.67269224166665
151027,258.661812475
151028,254.18366874166668
151029,258.2557066666667
151030,247.35226051666666
151031,247.96867538333333
151032,250.1101506166667
151033,252.19942756666666
160101,191.78892925833333
160102,194.45823618333333
160103,193.22064769166667
160104,190.96710731666667
160105,189.90648948333333
160106,191.09532545833335
160107,190.04690495833333
160108,191.20076889999999
160110,189.74482816666668
160112,191.08561318333332
160113,193.45012453333334
160201,208.73785993333334
160202,213.54788655833335
160205,204.70309268333332
160206,200.9111809
160210,204.55754123333332
160211,206.64845105833334
160301,195.42648006666667
160302,198.283249475
160303,195.01485534166667
160304,198.07862198333333
160305,199.327274525
160401,185.88882936666667
160402,187.32743215833335
160403,191.34645784166668
160404,186.89641331666667
160501,197.5448666
160502,204.94104291666667
160503,197.855573125
160504,201.64141505833334
160505,203.04146238333334
160506,199.95622076666666
160507,195.26487426666665
160508,201.66583408333332
160509,200.20757454166667
160510,195.96993056666668
160511,198.4789518
160601,213.98268906666667
160602,210.49593992500002
160603,207.94459454166667
160604,217.12512261666666
160605,204.47722205833333
160606,208.12934126666667
160701,211.81359561666667
160702,210.51003139166667
160703,211.48553611666668
160704,206.64666125833332
160705,202.389152325
160706,199.74152513333334
160801,188.561497475
160802,188.78141839166668
160803,188.08240261666666
160804,185.36394158333334
170101,202.84546365833333
170102,185.63976830833334
170103,202.82499763333334
170104,196.18972056666667
170201,196.878100575
170202,204.37402854166666
170203,192.737841975
170204,187.937118575
170301,209.80574503333332
170302,207.42264759166667
170303,205.159803125
180101,274.0967413083333
180102,273.97564106666664
180103,259.79254119166666
180104,269.463845375
180105,264.707631125
180106,271.82631984166665
180201,262.88269499166665
180202,269.488047875
180203,270.2585325416667
180204,269.5850485583333
180205,270.81402933333334
180206,269.51420310833333
180207,270.32608454166666
180208,271.73994081666666
180209,267.57070665
180210,271.6339978166667
180211,266.1723180583333
180301,266.01437115
180302,270.2695198833333
180303,265.4232384416667
190101,247.99394269166666
190102,223.40918286666667
190103,237.42826482499999
190104,253.11760906666666
190105,240.30414210833334
190106,244.03295380833333
190107,226.77791255833333
190108,245.8542435
190109,250.84799006666668
190110,235.15278265
190111,247.94305885833333
190112,249.41843338333334
190113,244.22564323333333
190201,250.49854925
190202,244.95628209166665
190203,243.80463985833333
190204,243.6363772
190205,248.8578282166667
190206,245.05387035833334
190207,243.27870571666668
190208,248.05495935833332
190301,213.61198196666666
190302,215.3355339
190303,215.743292225
190304,213.67596411666668
190305,212.83644594999998
190306,212.68992995
190307,213.17141701666668
190308,212.30965349166667
200101,260.255165025
200104,254.59291745833332
200105,257.3380015
200107,263.36951335833334
200108,266.248485125
200109,267.14061614166667
200110,269.7142324166667
200111,234.895753675
200114,242.10847065833335
200115,262.5844913166667
200201,219.23468309166668
200202,221.75440154166668
200203,221.65987793333335
200204,225.6851802
200205,218.42601001666668
200206,221.165844175
200207,223.59806353333335
200208,220.92700115
200209,217.0252727
200210,227.86921508333333
200301,218.60558809166668
200302,220.45649029999998
200303,219.17678929166667
200304,225.05809833333333
200305,220.86250244166666
200306,221.524721625
200307,214.37821278333334
200308,221.27063714166667
200401,239.65936058333332
200402,232.991182
200403,221.80951465
200404,243.03006583333334
200405,231.10083078333335
200406,233.60139178333333
200407,225.92527478333332
200408,224.16165304166668
200409,223.06919669166666
200410,223.57165991666668
200501,272.068413975
200502,269.576880275
200503,270.7174906166667
200504,271.09435441666665
200505,267.958314875
200506,267.5668261166667
200507,272.3535327833333
200601,251.94870981666668
200602,257.1571515416667
200603,265.38985410833334
200604,250.44826634166668
200605,260.84657765000003
200606,264.0133472416667
200607,254.78223188333334
200608,257.153120775
200701,267.7608813666667
200702,268.614614925
200703,271.26525035
200704,272.6224000916667
200705,267.7385778166667
200706,266.456658625
200801,273.255459775
200802,269.17944336666665
200803,268.50348302500004
200804,268.75377661666664
200805,270.62029104166663
200806,269.6310785
210101,271.746911725
210102,272.28453095
210103,265.304148175
210104,270.17705725
210105,265.889458625
210106,270.09379775
210107,267.54660368333333
210108,269.87212171666664
210109,268.80907693333336
210110,271.392203175
210111,273.890423175
210112,271.3903189083333
210113,269.435862425
210114,270.73400081666665
210115,272.0654653583333
210201,256.2835604833333
210202,265.38318675
210203,262.01687070833333
210204,254.11880845833332
210205,266.78280325833333
210206,260.52051215
210207,260.5922223416667
210208,245.78308256666665
210209,237.11542956666668
210210,266.074743
210211,242.91882539166667
210212,248.6075223
210213,260.39763270000003
210214,262.10319315833334
210215,258.062361
210301,225.80181315833335
210302,228.88904911666665
210303,196.74702199166666
210304,198.48274919166667
210305,222.20956347499998
210306,229.1475188
210307,209.5213011
210308,208.76563981666666
210309,197.77156093333332
210310,222.05270155
210401,269.1220662333333
210402,269.72939801666666
210403,272.91532774166666
210404,274.35714351666667
210405,275.8152065666667
210406,267.98166184166666
210407,268.8077675416667
210501,270.98560539166664
210502,276.4206639083333
210503,269.7177365333333
210504,275.49831694166664
210505,271.517050575
210601,259.05237424166666
210602,242.54393525833333
210603,256.300153425
210604,247.88347105833333
210605,266.71174525
210606,249.132838725
210607,265.02517431666666
210608,251.14204663333334
210701,267.189368625
210702,269.643379825
210703,265.274374575
210704,264.1540544833333
210705,261.5859861083333
210706,265.2357817166667
210707,263.82121974166665
210708,262.8338356333333
210709,267.227766075
210710,263.38824411666667
210801,259.55393454166665
210802,239.68106038333332
210803,262.6019064166667
210804,261.67358171666666
210805,258.879925925
210806,244.32436315833334
210807,255.22415559166666
210808,254.31923206666667
210809,260.25344629166665
210901,251.05164325
210902,251.92405805833334
210903,243.37068461666667
210904,252.56581840833334
211001,243.00911215
211002,233.05012826666666
211003,259.0236731666667
211004,242.498997575
211005,217.90208125
211101,268.08347634166665
211102,270.62580748333335
211103,269.015122525
211104,269.42097240833334
211105,268.2263686416667
211201,209.6674425
211202,227.03630336666666
211203,197.49303201666666
211204,220.22713745833335
211205,205.96198675
211206,217.369906675
211207,202.44383981666667
211208,207.65244678333335
211209,196.78119960833334
211210,193.55743920833334
211301,262.295243925
211302,259.2474018
211303,265.4982746333333
211304,261.31280723333333
211305,259.3539450833333
211306,257.23054655833334
211307,258.6148096666667
220101,220.14111070833334
220102,220.88675373333334
220103,221.123570925
220104,223.44007848333334
220105,222.33716945833334
220106,220.80959095
220201,227.84094009166665
220202,220.57481755
220203,222.74266895833333
220204,225.718848925
220205,225.935411275
220206,226.12222470833333
220301,225.66847881666666
220302,227.30180345
220303,225.42805745833334
220304,224.27774974166667
220305,223.78479855
220401,230.49732
220402,226.5832289
220403,230.03945370833333
220404,231.7526448
220405,230.92287444166666
220406,228.479208975
220501,219.9691331
220502,224.01261323333333
220503,211.77047343333334
220504,215.07122483333333
220505,221.79499335
220506,221.015970875
220507,219.55041428333334
220508,218.874554875
220509,220.76506965
220510,222.84266878333335
220511,222.53555295833334
220601,229.26702884166667
220602,226.280298275
220603,225.742241375
220604,226.76573891666666
220605,226.48226961666666
220701,222.36878401666667
220702,221.80993022500002
220703,224.18541335
220704,218.53615453333333
220705,222.07485219166665
220706,224.64804366666667
220707,225.32657199166667
220708,218.64118911666668
220709,219.90103301666667
220710,217.21916703333335
220801,220.81245625
220802,220.54822046666666
220803,220.92111911666666
220804,220.86649920833332
220805,219.83660054166666
220806,220.38044991666666
220807,219.965931375
220808,221.34767463333333
220809,220.063399675
220901,217.785308325
220902,217.57597763333334
220903,219.62925510833333
220904,213.99382086666668
220905,207.60733010833331
220906,208.81185605833335
220907,210.29749460833332
220908,219.62497135
220909,216.62939286666665
220910,219.954430025
220911,206.21122895
220912,217.912234525
220913,217.22656559166666
220914,216.42418229166665
221001,222.767846175
221002,218.35529309166668
221003,224.765516725
221004,227.63554864166667
221005,220.6881577
230101,274.7542377
230102,275.82693194166666
230103,275.16439698333335
230104,275.90367461666665
230105,273.09206989166665
230106,269.1422810166667
230107,277.52029757500003
230108,272.1691139916667
230109,269.52946729166666
230110,275.3283593333333
230111,273.64043380833334
230201,273.72570045833334
230202,274.23136439166666
230203,276.54755646666666
230204,263.5007858833333
230205,265.9006443416667
230206,275.08473938333333
230301,275.97328805
230302,272.89465343333336
230303,268.385194825
230401,278.5688647416667
230402,270.0974216083333
230403,270.2573705
230404,269.980051925
230405,271.0545124416667
230406,273.8132780083333
230407,270.517300375
230408,275.29339259166665
240101,257.08361113333336
240102,259.7730952
240103,261.736681725
240104,251.16085555833334
240105,257.48475974166666
240106,254.29441276666668
240201,263.5457084
240202,259.88313741666667
240203,264.64229630833336
240301,251.44888814166666
240302,250.76764306666666
240303,247.73357579166665
240304,252.1577169
250101,209.4967298
250102,209.79049641666666
250103,210.22873735833332
250104,208.154524725
250105,208.81878344166665
250106,208.19966925
250107,208.93065210833333
250201,213.3160355
250202,212.74045064999999
250203,211.67163813333335
250204,209.75226613333334
250301,211.62965573333332
250302,212.10354744166668
250303,212.59103525
250304,211.79659139166668
250305,213.914460075
250401,211.17057689166666
