ubigeo,sradiation
040303,275.8922922583333
040304,272.3417539
040305,270.39807564166665
040306,274.54313517500003
040307,273.3684876
040308,272.833822225
040309,270.65401034999996
040310,267.28660649166665
040311,269.4902889416667
040312,274.352774625
040313,270.982128875
040401,273.438409375
040402,267.0950983833333
040403,255.51376869166666
040404,260.4289266916667
040405,262.9450535
040406,261.28212768333333
040407,266.40828650000003
040408,263.0032628916667
040409,259.0494421166667
040410,272.68902433333335
040411,266.25205466666665
040412,256.75622738333334
040413,271.49557185833334
040414,269.782159475
040501,264.53727223333334
040502,271.85478463333334
040503,263.79535775833335
040504,268.463240625
040505,262.56399238333336
040506,266.67942685833333
040507,261.541770175
040508,272.3894707
040509,265.85972616666663
040510,264.86116281666665
040511,272.33275718333334
040512,270.20491154166666
040513,260.5213902666667
040514,271.8306868083333
040515,266.116101175
040516,258.4330262666667
040517,263.3056799
040518,267.57378855
040519,271.97819054166666
040520,275.22623865833333
040601,274.8668823666667
040602,274.184636475
040603,259.0034831666667
040604,255.877574225
040605,274.85110844999997
040606,274.82406729166667
040607,265.89564724166667
040608,267.72930253333334
040701,271.6768629416667
040702,270.72066366666667
040703,266.66862195
040704,266.05887149166665
040705,265.63388192499997
040706,270.1771929833333
040801,260.23971171666665
040802,253.681029425
040803,256.57958449166665
040804,253.27452085000002
040805,256.66194847500003
040806,255.23617699166667
040807,253.70008133333334
040808,252.57038195833334
040809,255.66704779166668
040810,256.8922739916667
040811,255.21484894166667
050101,230.79942933333334
050102,227.96532158333332
050103,222.91610048333334
050104,232.72427013333333
050105,233.48122774166666
050106,225.46769340833333
050107,227.81525963333334
050108,224.01534025833334
050109,231.22794615833334
050110,231.86170238333332
050111,231.96610009166668
050112,233.77027038333333
050113,227.91969545
050114,239.06430836666667
050115,230.68356750833334
050116,229.62814934166667
050201,235.85070656666667
050202,241.59003738333334
050203,238.65766730000001
050204,239.54975411666666
050205,243.707396425
050206,240.43109305833335
050301,251.1543319
050302,241.503627675
050303,245.0818564
050304,248.41679503333333
050401,221.99461991666666
050402,213.11872535
050403,223.182379825
050404,223.67422684166667
050405,220.3570515
050406,215.65870330833334
050407,210.80954999166667
050408,209.87493490833333
050409,209.63050918333334
050410,217.6627107
050411,213.10702695833334
050412,218.00048306666667
050501,217.83607401666666
050502,209.27632649166668
050503,210.08358709166666
050504,218.58263379166667
050505,210.79394215833332
050506,221.125618375
050507,208.522459
050508,218.15793944166666
050509,209.11787513333334
050510,209.13376714999998
050511,210.060236175
050601,258.5978575666667
050602,248.97094724166666
050603,253.13278559166667
050604,254.46605659166667
050605,263.7293366083333
050606,252.411065275
050607,255.75043089166667
050608,258.0671916416667
050609,265.00005835
050610,259.5145668416667
050611,258.30019604166665
050612,261.161969925
050613,259.45361795
050614,266.6721858583333
050615,262.89692353333334
050616,258.90383871666666
050617,263.315222525
050618,255.68124918333334
050619,266.57388929166666
050620,243.07891905833333
050621,269.3120712
050701,258.63259105833333
050702,263.2988618416667
050703,252.89414436666667
050704,254.5764337
050705,269.53040955
050706,269.4774325833333
050707,256.15424335
050708,259.6875761416667
050801,270.06120765
050802,257.99208135833334
050803,252.7752677
050804,262.74212293333335
050805,257.921195925
050806,258.59797685
050807,264.9346199666667
050808,256.7893652833333
050809,254.048416075
050810,266.29294526666666
050901,236.901282225
050902,229.94956460833333
050903,229.9721163
050904,231.473032475
050905,245.160945675
050906,244.18586191666665
050907,239.5955221
050908,248.20557024166666
050909,236.552862275
050910,244.43903396666667
050911,247.814979575
051001,239.81890031666666
051002,236.84485014166665
051003,244.08949330833335
051004,243.07548550833334
051005,242.21193453333333
051006,236.940461025
051007,236.72506525
051008,238.84666297500002
051009,239.92413911666668
051010,240.783001225
051011,243.311196175
051012,246.06921275
051101,231.90245633333333
051102,233.62108638333333
051103,231.20300063333332
051104,230.29091535
051105,233.12253603333335
051106,232.29719818333334
051107,228.80391166666666
051108,232.87363455833335
060101,234.21222149166667
060102,233.29908119166666
060103,229.61986681666667
060104,235.14493834166666
060105,233.39268828333334
060106,236.16917198333334
060107,235.516740875
060108,235.013400275
060109,233.73123456666667
060110,232.70480615
060111,233.06956027500001
060112,235.66132143333334
060201,226.60892595833334
060202,233.33273729166666
060203,226.71122280833333
060204,227.89633965
060301,234.25177345
060302,232.70642213333335
060303,228.41415629166667
060304,234.25018371666667
060305,238.09845666666666
060306,238.91992985833335
060307,231.06823038333334
060308,236.50339944166666
060309,236.49265855833335
060310,238.40148660833333
060311,237.30659673333332
060312,231.81627070833332
060401,221.01460665833332
060402,223.44962499166667
060403,224.72117231666667
060404,219.4560505
060405,224.68068736666666
060406,226.430766075
060407,220.87968825000002
060408,221.503168375
060409,228.15894745
060410,218.391097575
060411,231.72632441666667
060412,230.476150325
060413,226.10287230833333
060414,225.70476633333334
060415,232.63875606666667
060416,233.755831425
060417,222.89842366666667
060418,236.56750334999998
060419,223.90679349166666
060501,238.05234448333334
060502,236.82246445
060503,243.8181993
060504,241.86561236666665
060505,247.80027028333333
060506,242.20780595
060507,243.74046980833333
060508,245.62974546666666
060601,222.18825853333334
060602,229.31567878333334
060603,236.33076190833333
060604,227.82615610833332
060605,228.628290575
060606,231.792192875
060607,230.7056829
060608,228.01854875833334
060609,229.642101125
060610,227.81466331666667
060611,228.35527026666665
060612,225.06072124166667
060613,232.26306190833333
060614,225.5655689
060615,234.69911650833333
060701,226.69452845833334
060702,220.11362501666667
060703,227.90437303333334
060801,237.50487145833333
060802,238.57377775
060803,227.31012888333333
060804,231.39954864166668
060805,236.762608275
060806,239.99651016666667
060807,225.96425236666667
060808,228.82451804166666
060809,216.33654789166667
060810,218.70644101666667
060811,229.81452448333334
060812,229.93912653333334
060901,224.34584813333333
060902,232.44492505833333
060903,225.15745623333333
060904,230.51672375
060905,221.49870169166667
060906,222.83785950833334
060907,222.11570126666666
061001,231.81909428333333
061002,229.11602776666666
061003,229.41230723333334
061004,232.68904759166668
061005,229.2247851
061006,230.541503725
061007,232.2937839
061101,235.38875759166666
061102,231.80090343333333
061103,231.92818498333335
061104,223.95043865
061105,236.859413
061106,232.04761708333334
061107,228.69136664166666
061108,241.30861
061109,233.722820625
061110,240.04856385
061111,228.14801926666667
061112,227.74166859166667
061113,239.117753
061201,230.76830363333332
061202,233.03056594166665
061203,233.29016671666668
061204,229.94450675833335
061301,226.635905425
061302,223.982365925
061303,231.61983139166665
061304,223.058897475
061305,223.61314106666666
061306,218.36926785833333
061307,228.71003014166666
061308,225.87178526666668
061309,229.6315103
061310,219.678207125
061311,224.43082264166668
070101,268.09074020833333
070102,268.09074020833333
070103,268.09074020833333
070104,0
070105,0
070106,266.37292891666664
070107,266.4293963083333
080101,217.83575535
080102,220.37317115833335
080103,216.46800614166668
080104,219.80936750833334
080105,219.97343569166668
080106,220.93465504166667
080107,219.38355890833333
080108,221.14099375
080201,231.07404379166667
080202,237.823335475
080203,231.86495675833334
080204,239.21496204166667
080205,237.76028051666665
080206,224.80074308333332
080207,233.46862684166666
080301,215.06187231666667
080302,212.497041025
080303,214.12480014166667
080304,217.70126243333334
080305,210.26246554166667
080306,208.55959966666666
080307,207.78143905
080308,214.781721975
080309,214.55954315833333
080401,208.51239429166665
080402,214.46923411666666
080403,210.98638446666666
080404,202.05888499166667
080405,212.43842814166666
080406,215.337560275
080407,214.88763455
080408,193.57601699166668
080501,245.524576775
080502,253.13155688333333
080503,253.25768143333335
080504,250.177162275
080505,251.41524556666667
080506,241.99566395
080507,247.92308278333334
080508,242.5616906
080601,241.46385109166667
080602,230.00010195
080603,235.779588925
080604,245.24813199166667
080605,226.500995
080606,236.74736885833335
080607,239.91200760833334
080608,240.79342794166666
080701,253.62452129166667
080702,234.87763715
080703,247.46691368333333
080704,242.39648721666666
080705,246.88497809166665
080706,252.60226036666666
080707,249.977638525
080708,252.7219088
080801,261.23148868333334
080802,264.60491435
080803,258.22663942500003
080804,263.1647740166667
080805,259.9598760083333
080806,256.77848380833336
080807,261.3342994083333
080808,257.76577553333334
080901,191.31569100833335
080902,197.88615640833333
080903,192.720950075
080904,189.239238325
080905,192.37886799166665
080906,189.255361025
080907,201.92451482500002
080908,199.32267970833334
080909,194.63313110833334
080910,203.695373775
080911,202.721341925
080912,196.76886811666665
080913,200.3811462
080914,204.2076248
081001,226.76626475
081002,233.88602106666667
081003,227.29334365
081004,230.21237718333333
081005,223.76268795833334
081006,240.18663579166667
081007,225.11701655000002
081008,234.57942971666665
081009,222.53988365
081101,202.56159339166666
081102,216.65397231666668
081103,205.586906575
081104,212.132602775
081105,214.72114350833334
081106,195.715026225
081201,222.0284869
081202,221.80563978333333
081203,198.49628756666667
081204,209.89926166666666
081205,217.04401095
081206,227.02196478333332
081207,228.973230275
081208,223.72823963333332
081209,210.01117399166668
081210,216.86333286666667
081211,219.35442391666666
081212,225.912772875
081301,204.30812423333333
081302,213.19436395
081303,209.25389801666665
081304,196.87041014166667
081305,210.56506684166666
081306,202.638066025
081307,206.61706709999999
090101,243.79551748333333
090102,247.98650786666667
090103,236.309638625
090104,246.17847651666668
090105,244.85338848333333
090106,243.18186775833334
090107,242.29616115833332
090108,244.63161508333334
090109,245.93306919166668
090110,244.41935383333333
090111,241.52746835
090112,242.738653125
090113,245.92722140833334
090114,242.91771631666666
090115,243.69473926666666
090116,246.2654226
090117,239.08010316666667
090118,247.07435835
090119,244.16003050833334
090201,230.08922908333332
090202,229.71976
090203,233.63793197500001
090204,227.92885195833333
090205,227.42610729166665
090206,235.39488244166665
090207,230.52351349166668
090208,230.418322725
090301,239.559372575
090302,236.13610464166666
090303,233.311475025
090304,239.40249854166666
090305,229.16550498333334
090306,233.14481195
090307,234.50494991666667
090308,234.1312331
090309,232.12622689166668
090310,233.228029725
090311,236.41048188333332
090312,236.13628565
090401,250.04993665833334
090402,251.47245157499998
090403,250.694040925
090404,253.94927200833334
090405,251.660000225
090406,247.75514834166668
090407,252.02433035833334
090408,252.59809215833332
090409,249.61755109166666
090410,253.74738574166668
090411,247.37256759166667
090412,251.53933595833334
090413,249.58231169166666
090501,220.25481835
090502,224.76321218333334
090503,221.063600725
090504,224.90632904166665
090505,221.7613827
090506,223.708150075
090507,223.72585171666668
090508,223.0815029
090509,218.04325815
090510,217.72313406666666
090511,226.24356135
090601,256.66326748333336
090602,255.60288418333334
090603,260.0935827
090604,252.654177625
090605,257.1549372
090606,256.1841218083333
090607,248.36050919166667
090608,253.63159784166666
090609,251.82848439999998
090610,252.311152425
090611,255.2468909
090612,259.7998539916667
090613,257.70971105
090614,255.555334575
090615,254.56874403333333
090616,253.77109878333334
090701,234.85001829166666
090702,242.1079803
090703,240.89591168333334
090704,238.51215650833333
090705,226.57551035
090706,233.15426865
090707,213.34612956666666
090709,236.22913555
090710,241.60641538333334
090711,240.96832564166667
090713,225.81080246666667
090714,228.74307426666667
090715,225.37498099166666
090716,236.38715154166667
090717,217.9961627
090718,215.004860675
090719,229.58490320833334
090720,220.046275725
090721,214.62092733333333
090722,236.67378829999998
090723,235.10032525
100101,229.15016771666666
100102,224.65616938333332
100103,221.83118358333334
100104,225.67721611666667
100105,239.1777927
100106,233.07229425
100107,232.436419325
100108,236.115382
100109,228.29210201666666
100110,235.02274065
100111,231.11145289166666
100112,236.84748580833335
100113,216.954633725
100201,227.60936600833332
100202,239.21053639166666
100203,242.90026870833333
100204,227.417970025
100205,235.10505518333332
100206,239.57773048333334
100207,233.005101925
100208,225.15465424166666
100301,243.447038625
100307,231.08366066666667
100311,228.006930725
100313,238.88482455000002
100316,229.87110664166667
100317,243.50284525833334
100321,240.09866969166666
100322,237.042136325
100323,235.48334658333334
100401,229.49884144166666
100402,231.26630964166668
100403,227.66472291666668
100404,229.578446075
100501,238.85311581666667
100502,229.56980681666667
100503,228.09267088333334
100504,229.49436035
100505,229.50597325
100506,234.60392733333333
100507,225.06449925833334
100508,234.06409629166666
100509,236.66144324166666
100510,233.0775763
100511,229.63461004166666
100601,218.43478428333333
100602,210.84083388333335
100603,211.815778975
100604,218.89709104166667
100605,214.23369958333333
100606,217.578541275
100607,217.10378976666667
100608,217.20816464166666
100609,214.67427794166667
100610,213.37471839166668
100701,229.26991954166667
100702,226.90400334166668
100703,229.56553301666668
100704,222.21106309166666
100705,224.37248941666667
100801,222.46370858333333
100802,214.21183805
100803,223.73349954166667
100804,219.89656603333333
100901,213.16897970833332
100902,211.45774719166667
100903,210.66604954166667
100904,213.76084631666666
100905,212.35604578333334
101001,247.67027201666667
101002,247.75252256666667
101003,241.472152925
101004,250.16809759166665
101005,242.99334536666666
101006,239.18583169166666
101007,246.48664393333334
101101,233.47440978333333
101102,237.92870966666666
101103,238.33952276666668
101104,232.34254599166667
101105,234.28612176666667
101106,237.572302575
101107,236.348089125
101108,236.66070679166668
110101,272.39055865833336
110102,270.50391071666667
110103,270.04370946666666
110104,271.30011169166664
110105,271.9651263083333
110106,271.735254275
110107,271.97087940833336
110108,271.2318690916667
110109,265.08757720833336
110110,271.64387435000003
110111,269.683094275
110112,272.850377675
110113,271.9613231416667
110114,264.6771680666667
110201,263.258332475
110202,260.7765465333333
110203,257.975592225
110204,268.71984275833336
110205,263.2452939583333
110206,266.48885371666665
110207,263.8172603666667
110208,255.46883855833335
110209,255.758843325
110210,268.4359207
110211,268.4359207
110301,272.37028671666667
110302,270.07093840833335
110303,269.438803
110304,271.0939173333333
110305,271.763916225
110401,266.1549542166667
110402,269.934041725
110403,261.7231694833333
110404,267.69962276666666
110405,259.97381625
110501,270.712428925
110502,258.1136864333333
110503,266.31390596666665
110504,268.36068738333336
110505,272.18506434166665
110506,271.603685
110507,270.008521025
110508,271.0390412583333
120101,236.7820973
120104,242.844661575
120105,245.5017374
120106,243.88013335
120107,239.20279877500002
120108,247.29133089166666
120111,242.98936625833335
120112,242.04282663333333
120113,241.78136233333333
120114,237.6737884
120116,242.47092000833334
120117,239.02900440833335
120119,241.93629779166668
120120,244.541519075
120121,243.63670288333333
120122,235.6612301
120124,228.17805161666666
120125,242.84657669166666
120126,240.6703202
120127,235.59557525
120128,235.05345808333334
120129,239.97063009166666
120130,239.43677229166667
120132,239.02900440833335
120133,239.554541275
120134,242.57299718333334
120135,216.245074875
120136,243.73693213333334
120201,242.38825251666665
120202,243.97167144166667
120203,218.96225770833334
120204,244.31222970833332
120205,224.94156364166668
120206,221.78848058333332
120207,235.96462975
120208,244.32480658333333
120209,219.80316645
120210,239.650478825
120211,243.40827560833333
120212,239.650702
120213,242.97474744166666
120214,247.52898916666666
120215,237.943126925
120301,217.1968245
120302,209.03873541666667
120303,208.908459775
120304,213.60556679166666
120305,221.930298
120306,216.5843586
120401,241.42407492499999
120402,244.25005049166666
120403,231.34153823333332
120404,241.97385785
120405,250.52634194166666
120406,248.0334402
120407,240.52464023333334
120408,239.89133165833334
120409,243.11994640833333
120410,239.80810293333334
120411,247.41728353333332
120412,239.80810293333334
120413,243.12659834166666
120414,246.16699521666666
120415,244.73517678333334
120416,239.80810293333334
120417,236.06144058333334
120418,231.60124186666667
120419,220.38796606666668
120420,243.12659834166666
120421,243.12659834166666
120422,243.69445275833334
120423,245.58435849166665
120424,242.09010630833333
120425,245.85346628333335
120426,247.81084071666666
120427,237.1752022
120428,239.67518566666666
120429,240.58678966666668
120430,239.88404926666666
120431,245.93932349166667
120432,246.28087613333332
120433,239.40008826666667
120434,244.941011575
120501,244.07361674999999
120502,239.95116684166666
120503,249.65758875833333
120504,226.19969875833334
120601,212.61211356666666
120602,211.79642336666666
120603,212.2268821
120604,210.35708929166668
120605,211.50202524166667
120606,209.73941945833334
120607,211.3900434
120608,208.15393313333334
120609,208.77952923333334
120701,245.70774514166666
120702,238.74710404166666
120703,244.24339255833334
120704,230.3451259
120705,244.6010476
120706,230.493340975
120707,241.32263453333334
120708,235.28767593333333
120709,235.47201656666667
120801,249.28144265833333
120802,249.74801349166665
120803,251.49402084166667
120804,252.77802171666667
120805,252.21288616666666
120806,248.52284866666668
120807,253.886779025
120808,250.88413308333332
120809,252.17470177500002
120810,252.70708301666667
120901,243.25276050833332
120902,245.04721595
120903,243.55425208333332
120904,245.38547389166666
120905,242.84657669166666
120906,243.69725385
120907,245.5037906
120908,243.59016310833334
120909,246.54823750833333
130101,258.7905754583333
130102,253.892275025
130103,256.5110511666667
130104,254.32883155833332
130105,256.5110511666667
130106,249.93237771666665
130107,256.88319648333334
130108,240.71527331666667
130109,256.88997861666667
130110,244.30332475833333
130111,260.2280159
130201,252.67298930833334
130202,249.89407881666668
130203,259.44322273333336
130204,262.92920729166667
130205,261.27917609166667
130206,262.06465535
130207,260.7976045
130208,253.89044845833334
130301,223.56793725833333
130302,225.96272580833335
130303,227.20129958333334
130304,227.40161775833334
130305,223.42760506666667
130306,223.07382980833333
130401,249.52121093333332
130402,249.62982993333333
130403,256.75832733333334
130501,242.34107455
130502,240.356410575
130503,245.894828275
130504,245.07360373333333
130601,241.244577625
130602,238.42633374166667
130604,237.336176325
130605,235.42410098333335
130606,239.05946713333333
130608,246.02343506666668
130610,238.513640175
130611,238.84120428333333
130613,238.59632879166668
130614,235.801019675
130701,258.8112188
130702,256.8388016083333
130703,260.08345153333335
130704,261.2637690916667
130705,254.31558125
130801,229.17498886666667
130802,229.00836460833332
130803,228.01504924166667
130804,227.67123725
130805,228.62235502500002
130806,230.00944493333333
130807,228.07071029166667
130808,230.80561320833334
130809,227.786791325
130810,228.92606995
130811,228.9128015
130812,228.10809269166668
130813,227.67569485
130901,232.778056425
130902,230.43678095
130903,232.92141736666667
130904,235.35021137500001
130905,228.99551250833332
130906,234.34863418333333
130907,234.57042289166668
130908,231.41581461666667
131001,248.11090521666668
131002,239.79538575
131003,235.74963933333333
131004,237.22317935833334
131005,235.54694435833332
131006,239.50403125833333
131007,240.96978050833332
131008,235.39876675833332
131101,241.10311706666667
131102,236.47666725
131103,243.6862768
131104,231.89340985
131201,256.8393576666667
131202,255.52617531666667
131203,262.6332155833333
140101,259.9949362583333
140102,245.508268175
140103,260.6835848833333
140104,261.98433685
140105,260.1097599583333
140106,260.99713963333335
140107,256.74045202499997
140108,260.8928640583333
140109,243.55016295833335
140110,238.17932001666668
140111,257.0924325166667
140112,261.26018519166666
140113,258.1495811583333
140114,261.2864202833333
140115,253.448730725
140116,248.68022964166667
140117,250.63306850833334
140118,256.7604282
140119,248.32517676666666
140120,254.29763328333334
140201,256.52475246666665
140202,226.04558145000001
140203,229.22292513333332
140204,252.67618109166668
140205,248.67437965833335
140206,259.127025475
140301,262.03919095833334
140302,234.457146
140303,257.00406985
140304,252.66989989166666
140305,259.76272255833334
140306,266.32140096666666
140307,243.186222025
140308,256.89437410833335
140309,258.1874772
140310,230.92634718333332
140311,263.582634325
140312,259.0191791
150101,268.09074020833333
150102,262.5001567416667
150103,264.6649945666667
150104,0
150105,268.09074020833333
150106,262.2134136
150107,260.32834368333334
150108,267.82340554166666
150109,261.8051094416667
150110,265.199365325
150111,267.150673575
150112,265.5015164833333
150113,268.09074020833333
150114,266.23770410000003
150115,268.071547375
150116,268.09074020833333
150117,265.4579480333333
150118,260.9201902583333
150119,265.4940347583333
150120,268.09074020833333
150121,268.09074020833333
150122,0
150123,263.76007194166664
150124,268.474860025
150125,266.1670651
150126,264.12680305833334
150127,264.6511919833333
150128,267.945237875
150129,265.83615619166665
150130,267.0340630833333
150131,268.09074020833333
150132,263.8218375916667
150133,266.29071427499997
150134,267.2638996416667
150135,266.8802429666667
150136,268.09074020833333
150137,266.76270295
150138,268.0827416166667
150139,265.94000773333335
150140,266.40303370833334
150141,266.29071427499997
150142,268.8726865
150143,266.4742937
150201,267.7822116583333
150202,265.80288895
150203,267.12249448333336
150204,265.38372681666664
150205,268.85384436666664
150301,250.46421829166667
150302,247.882180525
150303,254.28279676666665
150304,249.39534555
150305,252.37101665833333
150401,252.64287206666665
150402,252.23006199166667
150403,259.00750415833335
150404,255.72365515
150405,253.395307575
150406,255.33411288333332
150407,258.14998948333334
150501,266.526550475
150502,266.69866736666665
150503,260.86927024166664
150504,267.74436288333334
150505,264.666604825
150506,263.1740388333333
150507,268.10071885
