ubigeo,sairtemp
081105,279.3031518583333
081106,290.0099811083333
081201,280.6237689916667
081202,281.353150575
081203,290.9056975916667
081204,276.80767561666664
081205,279.55481819166664
081206,277.83579805
081207,279.55387899166664
081208,280.9204728583333
081209,276.78257958333336
081210,275.7783916166667
081211,281.4287774
081212,279.38050745
081301,279.067981775
081302,280.9383632583333
081303,281.6483146416667
081304,282.41256173333335
081305,281.773002275
081306,278.46622921666665
081307,279.38505284999997
090101,276.7003891416667
090102,276.550165425
090103,280.0113111083333
090104,279.114216225
090105,280.9704286
090106,275.98131228333335
090107,281.070138025
090108,280.7808416583333
090109,278.71455855833335
090110,277.5804390416667
090111,282.5617599583333
090112,280.1079576166667
090113,276.56066230833335
090114,278.83148336666665
090115,281.0036457416667
090116,278.28415740833333
090117,279.0315453833333
090118,275.86026795833334
090119,279.1705029916667
090201,282.997056225
090202,282.3850770583333
090203,281.04108983333333
090204,283.83829385
090205,286.1037799
090206,278.84633275
090207,282.933073725
090208,281.6912472833333
090301,277.563124275
090302,280.7291023166667
090303,281.8258117666667
090304,279.18929848333335
090305,286.92432245833334
090306,281.40800402499997
090307,279.57468243333335
090308,279.8182817416667
090309,283.59277790833335
090310,283.01394545
090311,279.7202088583333
090312,278.7206736333333
090401,276.9289921833333
090402,279.442110525
090403,276.7837631
090404,286.10300636666665
090405,277.18695149166666
090406,280.042400225
090407,280.03287869166667
090408,282.001545475
090409,282.146553
090410,287.92788226666664
090411,275.1799386
090412,283.0462834333333
090413,283.96061756666666
090501,283.63706394166667
090502,281.25436779166665
090503,283.220579075
090504,281.63542974166666
090505,285.8291403083333
090506,281.23491226666664
090507,280.4609861083333
090508,284.34997093333334
090509,282.07422449166666
090510,282.47904249166663
090511,281.1738504
090601,283.57523295
090602,284.21957
090603,283.034697075
090604,281.9336457833333
090605,281.4249806166667
090606,286.79655203333334
090607,277.257716025
090608,279.87967910833333
090609,284.49899079166664
090610,278.6942216416667
090611,282.81330303333334
090612,282.4032560083333
090613,282.54765565
090614,282.0337829416667
090615,279.544569625
090616,278.0542978583333
090701,281.115088425
090702,280.46915284166664
090703,279.894469825
090704,280.9275453
090705,284.37822581666666
090706,282.49755825833336
090707,289.319940175
090709,283.230456825
090710,281.108880475
090711,279.7731587083333
090713,289.0501937833333
090714,285.02539255833335
090715,287.1880327
090716,279.77988969166665
090717,285.876052475
090718,286.49039685
090719,281.13228241666667
090720,284.7543335
090721,284.6749560416667
090722,280.4426971166667
090723,282.1460326166667
100101,286.4217573166667
100102,284.9720023
100103,287.307932425
100104,281.7998175916667
100105,279.0007474833333
100106,281.56108593333335
100107,284.2155163
100108,279.766605975
100109,282.0346565
100110,281.968737
100111,285.800198625
100112,279.60872501666665
100113,287.946293575
100201,282.5806683166667
100202,281.71329652500003
100203,280.33036193333334
100204,283.8561488666667
100205,284.00032823333333
100206,282.0127400416667
100207,280.109460525
100208,282.67071776666666
100301,279.59159205833333
100307,277.8453837166667
100311,279.3924009
100313,279.45670888333336
100316,278.3464074333333
100317,280.1356592583333
100321,279.7539118083333
100322,280.448424375
100323,280.89647725833333
100401,280.8573377583333
100402,282.527435325
100403,286.0304523666667
100404,280.9247435
100501,278.121266225
100502,282.61772675833333
100503,279.68020129166666
100504,278.1691476666667
100505,284.54111438333337
100506,278.5182344333333
100507,288.5953299916667
100508,278.8575091916667
100509,278.213977675
100510,277.88618591666665
100511,278.55311604999997
100601,296.893122025
100602,292.60886415833335
100603,294.357330675
100604,294.279606275
100605,297.27978421666666
100606,293.78644218333335
100607,293.31447089166664
100608,297.786888975
100609,295.70366085833336
100610,294.6213870916667
100701,281.6465115166667
100702,285.938158975
100703,281.013713375
100704,294.0075589416667
100705,288.7891888583333
100801,282.1580470083333
100802,288.32784207500004
100803,281.7233875416667
100804,286.24241015833337
100901,298.96468648333337
100902,296.753753575
100903,299.972641225
100904,299.47127308333336
100905,299.85700380833333
101001,277.82442305
101002,278.5739538166667
101003,280.1568115083333
101004,276.7224558
101005,279.731367025
101006,280.21764635
101007,277.9138003666667
101101,278.4473417583333
101102,280.41884611666666
101103,280.52666788333335
101104,277.89748599166666
101105,279.24162500833336
101106,280.19149938333334
101107,280.3480177083333
101108,279.25797280833336
110101,292.53329933333333
110102,295.56691041666664
110103,294.9743301666667
110104,291.6833285083333
110105,295.62314725833335
110106,295.64376130833335
110107,295.3135720833333
110108,295.2558231666667
110109,292.54322615
110110,296.0751107666667
110111,293.15921431666663
110112,293.98199296666667
110113,294.7728043833333
110114,290.25566815
110201,294.48641648333336
110202,294.40060074166666
110203,284.85763191666666
110204,296.6402644666667
110205,292.89777791666666
110206,296.3873448416667
110207,294.13584058333333
110208,284.589484675
110209,279.22496578333335
110210,296.83875528333334
110211,296.83875528333334
110301,293.842929975
110302,293.72265359166664
110303,294.4925205166667
110304,291.20407566666665
110305,293.0932382666667
110401,295.88235395
110402,296.34986384166666
110403,293.6366522166667
110404,294.76406453333334
110405,288.2932506083333
110501,295.64789110833334
110502,289.011565775
110503,293.5800871416667
110504,295.896142625
110505,293.122339625
110506,295.23599495
110507,295.99732295
110508,295.6054896833333
120101,277.6194123083333
120104,281.4249735083333
120105,279.4708453416667
120106,279.93319529166666
120107,280.796855375
120108,276.792495825
120111,281.0941799916667
120112,281.1135729083333
120113,280.80268548333333
120114,278.62423078333336
120116,282.51091529166666
120117,282.3864364583333
120119,282.72745628333337
120120,280.4741055416667
120121,282.98514055833334
120122,278.72882481666664
120124,281.44786745833335
120125,284.48209126666666
120126,279.889117025
120127,278.8954001166667
120128,277.39770526666666
120129,282.87204206666667
120130,282.44628035833335
120132,282.3864364583333
120133,280.80765387499997
120134,283.54232695
120135,284.79572136666667
120136,283.00313059166666
120201,282.81744845000003
120202,281.65057156666666
120203,279.6583231166667
120204,280.77247189166667
120205,280.5233203833333
120206,278.12863803333335
120207,279.2906642666667
120208,282.6837463416667
120209,282.877640575
120210,282.8273434833333
120211,283.1148223833333
120212,282.6678506833333
120213,283.03003735
120214,278.88469026666667
120215,281.4076632333333
120301,290.61052855833333
120302,293.843238025
120303,294.417982525
120304,294.50521410833335
120305,288.590267525
120306,287.05511995833336
120401,282.10092737499997
120402,280.46056045
120403,278.708072725
120404,281.94416364166665
120405,277.27268754166664
120406,279.254373275
120407,282.455800725
120408,280.472411325
120409,281.87814755
120410,282.06891379166666
120411,279.7617065333333
120412,282.06891379166666
120413,281.877764375
120414,279.24797305
120415,282.10153756666665
120416,282.06891379166666
120417,278.4987488666667
120418,279.52364946666665
120419,284.6041071583333
120420,281.877764375
120421,281.877764375
120422,280.89380475
120423,280.10929884166666
120424,282.114121925
120425,279.90905115833334
120426,278.593565125
120427,277.69021057500004
120428,282.65639180833335
120429,282.07075349166666
120430,282.07041830833333
120431,280.11245368333334
120432,280.621798425
120433,279.1606066
120434,281.272129
120501,277.50462940833336
120502,277.3257424166667
120503,278.21624065000003
120504,281.69933016666664
120601,296.4903526416667
120602,296.34622334166664
120603,289.970471825
120604,297.7807045
120605,285.4375822083333
120606,292.2852099583333
120607,296.8233282416667
120608,294.84610625
120609,295.01902466666667
120701,279.12908403333336
120702,281.70973653333334
120703,278.97261598333336
120704,281.48796335000003
120705,278.92253165
120706,282.0986391166667
120707,278.92655068333335
120708,278.21080845
120709,279.79634625
120801,278.364836525
120802,278.057657925
120803,276.54949154999997
120804,276.6244402333333
120805,276.05870710833335
120806,277.9510468916667
120807,276.48937874166666
120808,277.98264436666665
120809,275.40500565
120810,275.68344451666667
120901,284.11457310833333
120902,281.503197475
120903,280.95107056666666
120904,282.18487803333335
120905,284.48209126666666
120906,281.2348571416667
120907,278.94318457500003
120908,283.24692718333336
120909,277.71682856666666
130101,297.61927249166666
130102,297.4173917416667
130103,297.567637125
130104,295.91856873333336
130105,297.567637125
130106,295.35450388333334
130107,297.527029375
130108,294.23163792500003
130109,296.5467370083333
130110,293.13750459166664
130111,297.6740264833333
130201,295.9533124833333
130202,295.707671675
130203,296.5755654166667
130204,295.8879856166667
130205,296.02676141666666
130206,295.70295660833335
130207,296.35317084999997
130208,294.56866394166667
130301,284.4104176
130302,286.71772395
130303,283.1748986416667
130304,289.77598185833335
130305,282.20962564166666
130306,288.1280661833333
130401,296.2098848
130402,296.90602064166666
130403,296.4067344333333
130501,282.06865616666664
130502,280.5843717
130503,282.77871589166665
130504,283.125894525
130601,284.73635135
130602,282.1809790583333
130604,286.22335126666667
130605,286.43418330833333
130606,286.61814554166665
130608,280.88689975
130610,283.9442953583333
130611,284.767972325
130613,288.75884634166664
130614,284.84786376666665
130701,295.41946121666666
130702,296.43510411666665
130703,296.1557045083333
130704,296.01307720833336
130705,295.7546759333333
130801,279.746206775
130802,280.435130225
130803,284.4278553
130804,282.2363582583333
130805,281.23923156666666
130806,285.499925775
130807,283.9377932
130808,283.04035213333333
130809,285.54693829166666
130810,281.89184661666667
130811,284.49078375833335
130812,286.6037104166667
130813,284.442779025
130901,282.65018259166663
130902,283.60569610833335
130903,286.8111164333333
130904,283.692582725
130905,283.79607080833335
130906,283.62357555
130907,280.98389499166666
130908,288.01978285
131001,284.26227413333334
131002,284.74796986666666
131003,281.46576558333334
131004,283.3339895666667
131005,283.34610994166667
131006,280.32594543333335
131007,286.5801020833333
131008,280.9156047
131101,292.4376205583333
131102,291.364860175
131103,291.288743675
131104,286.95688475
131201,294.8900985
131202,294.3014658833333
131203,295.79078166666665
140101,295.89924971666665
140102,297.72011569166665
140103,295.36390825
140104,295.08188375
140105,295.9134456666667
140106,295.53678645
140107,296.3714217
140108,295.4927575
140109,297.076971975
140110,296.050434575
140111,296.6381091833333
140112,295.60484578333336
140113,295.71021425
140114,295.40361210833333
140115,296.751483525
140116,297.44402844166666
140117,297.08458264166666
140118,296.50989542499997
140119,297.59345556666665
140120,296.83350035833337
140201,296.9143701666667
140202,285.504407025
140203,285.57900866666665
140204,296.8479644416667
140205,297.038083275
140206,296.387373375
140301,295.634930025
140302,295.90141173333336
140303,297.08130136666665
140304,297.43487884166666
140305,296.37948213333334
140306,295.25351340000003
140307,298.041047775
140308,297.17049181666664
140309,296.82732715833333
140310,292.5924488416667
140311,295.0673791666667
140312,296.58218693333333
150101,295.85962931666666
150102,294.18684085
150103,294.7829205666667
150104,0
150105,295.85962931666666
150106,293.60023894166665
150107,293.1700689
150108,295.4776461083333
150109,293.63103909166665
150110,295.77167160833335
150111,295.7496416
150112,295.79548789166665
150113,295.85962931666666
150114,295.37544614166666
150115,295.85738375
150116,295.85962931666666
150117,295.79440859166664
150118,293.2673786583333
150119,295.0479001416667
150120,295.85962931666666
150121,295.85962931666666
150122,0
150123,294.199135975
150124,295.902773425
150125,295.91703581666667
150126,294.173960975
150127,294.39781129166664
150128,295.85602485
150129,295.40777414166666
150130,295.6033465583333
150131,295.85962931666666
150132,294.40196570833336
150133,295.09530639999997
150134,295.76288904166665
150135,295.82964230833335
150136,295.85962931666666
150137,295.70424905833335
150138,295.92508219166666
150139,296.054285275
150140,295.24021688333335
150141,295.09530639999997
150142,295.739396
150143,295.2374682833333
150201,296.1388739
150202,295.24599673333336
150203,295.9501134083333
150204,294.7224691916667
150205,296.34215959166664
150301,277.7027592416667
150302,279.95363649166666
150303,277.495706325
150304,285.0808309083333
150305,284.13880355833334
150401,278.17815228333336
150402,283.11810999166664
150403,287.8954968333333
150404,275.572496225
150405,278.85429849166667
150406,279.324757225
150407,290.11766074166667
150501,295.6988213
150502,295.6099800416667
150503,291.10631801666665
150504,296.21423811666665
