ubigeo,ntl
190307,0.4824076
190308,0.3244737
200101,6.2361071
200104,2.358938
200105,0.6524709
200107,1.1492562
200108,0.6629627
200109,1.5894374
200110,0.9732156
200111,0.6343708
200114,0.7036552
200115,17.9600054
200201,0.3805513
200202,0.3906213
200203,0.4210873
200204,0.3483619
200205,0.511654
200206,0.3415678
200207,0.4375044
200208,0.3678472
200209,0.6118794
200210,0.41715
200301,0.4851367
200302,0.4570073
200303,0.3802851
200304,0.3922186
200305,0.3829429
200306,0.4628826
200307,0.3891942
200308,0.4763849
200401,0.8543883
200402,0.6302868
200403,0.4995517
200404,0.3935324
200405,1.1546084
200406,0.4361762
200407,0.4923442
200408,0.5582564
200409,0.4576767
200410,0.4187417
200501,2.2460572
200502,1.002057
200503,2.6872241
200504,7.3562343
200505,3.3748223999999998
200506,1.6662075
200507,1.4132401
200601,2.7805874
200602,35.0370778
200603,2.3067758
200604,0.388576
200605,0.5651041
200606,4.1269353
200607,0.9520204
200608,3.3651561
200701,3.6172083
200702,2.1471775
200703,0.7806043
200704,3.9278767
200705,1.2813932
200706,1.6942134
200801,0.4717362
200802,3.109194
200803,1.5270017
200804,0.4456381
200805,0.8412093
200806,1.322506
210101,2.3115312
210102,0.3033779
210103,0.3534286
210104,0.3455283
210105,0.3469064
210106,0.41557
210107,0.4661915
210108,0.4605664
210109,0.322583
210110,0.4227104
210111,0.2501438
210112,0.3191238
210113,0.2469838
210114,0.2717546
210115,0.4587333
210201,0.5096854
210202,0.2717779
210203,0.3156349
210204,0.3508235
210205,0.3758103
210206,0.310543
210207,0.7280499
210208,0.32374000000000003
210209,0.3292936
210210,0.4564185
210211,0.3974154
210212,0.2585722
210213,0.2837436
210214,0.2809199
210215,0.3170777
210301,0.3469957
210302,0.3215577
210303,0.3309297
210304,0.3050877
210305,0.2958948
210306,0.296569
210307,0.2856623
210308,0.3689937
210309,0.321735
210310,0.2666836
210401,0.3666991
210402,0.9511935
210403,0.2600637
210404,0.275671
210405,0.245607
210406,0.515482
210407,0.3364097
210501,0.5580016
210502,0.2358056
210503,0.3901882
210504,0.2437717
210505,0.2628532
210601,0.5465812
210602,0.2427194
210603,0.5092656
210604,0.2490366
210605,0.5668085
210606,0.2864916
210607,0.5263994
210608,0.2896754
210701,0.428803
210702,0.3664078
210703,0.3815032
210704,0.2892055
210705,0.3862868
210706,0.3020504
210707,0.2820422
210708,0.2975351
210709,0.3013837
210710,0.3073077
210801,0.4684072
210802,0.6225325
210803,0.2999812
210804,0.3166768
210805,0.3228184
210806,0.2730742
210807,0.366407
210808,0.2988283
210809,0.2947543
210901,0.3218011
210902,0.5357527
210903,0.4457035
210904,0.367204
211001,0.3545525
211002,0.4148166
211003,0.280593
211004,0.3020917
211005,0.3211741
211101,4.336023
211102,0.4017584
211103,0.2639658
211104,1.6166325
211105,3.4772456
211201,0.3247354
211202,0.2935828
211203,0.2754647
211204,0.2821712
211205,0.290631
211206,0.3567935
211207,0.3252217
211208,0.2870353
211209,0.3047253
211210,0.2649674
211301,1.4861082
211302,0.2859174
211303,0.4076708
211304,1.081181
211305,0.4512086
211306,1.389276
211307,0.6680594
220101,0.5267156
220102,0.7211572
220103,0.6402884
220104,0.5359635
220105,0.4898305
220106,0.5445112
220201,0.6871022
220202,0.4055163
220203,0.3838619
220204,0.3880395
220205,0.3686177
220206,0.619097
220301,0.4916598
220302,0.3594103
220303,0.3569508
220304,0.3952682
220305,0.4440724
220401,0.4315039
220402,0.3722146
220403,0.3677196
220404,0.4349005
220405,0.4384621
220406,0.3846463
220501,0.9976686
220502,0.4073132
220503,0.3164978
220504,0.3538099
220505,0.4279611
220506,0.3788591
220507,0.8046379
220508,0.3621274
220509,0.5547694
220510,0.4069493
220511,0.393888
220601,0.6789991
220602,0.3788984
220603,0.3399139
220604,0.3491678
220605,0.4448064
220701,0.4957101
220702,0.3856967
220703,0.476415
220704,0.3951054
220705,0.4205789
220706,0.7146493
220707,0.7893758
220708,0.3592094
220709,0.3543367
220710,0.4055889
220801,1.1055645
220802,0.3914302
220803,0.5939308
220804,0.6609487
220805,0.3847743
220806,0.5343347
220807,0.5555282
220808,0.5642277
220809,0.6628722
220901,7.1258512
220902,0.3590557
220903,1.3276554
220904,0.3333736
220905,0.3279951
220906,0.3593939
220907,0.3506082
220908,0.5263588
220909,1.3578893
220910,2.814206
220911,0.3306165
220912,0.5219888
220913,0.4723401
220914,0.3677276
221001,0.6472001
221002,0.4613323
221003,0.4393585
221004,0.3370857
221005,0.5884659
230101,0.7561481
230102,0.6750365
230103,0.8931088
230104,0.8217659
230105,0.27584
230106,0.2707089
230107,0.3501521
230108,1.9559208
230109,0.3924765
230110,3.4083045
230111,0.4514831
230201,0.2775643
230202,0.3184804
230203,0.3277652
230204,0.3336532
230205,0.2672043
230206,0.3470911
230301,0.3671038
230302,1.1711085
230303,0.3144939
230401,0.2704382
230402,0.246013
230403,0.2563252
230404,0.2535328
230405,0.2619678
230406,0.2395173
230407,0.2694961
230408,0.2412887
240101,5.9833751
240102,2.397979
240103,1.4192689
240104,0.4117364
240105,0.4771479
240106,0.8272226
240201,0.6037186
240202,0.3720317
240203,0.5570022
240301,2.8525567
240302,8.3379309
240303,0.4193857
240304,0.907247
250101,0.4122697
250102,0.5487234
250103,0.3013813
250104,0.3145504
250105,1.5874424
250106,0.3569621
250107,1.2967612
250201,0.3261847
250202,0.3195599
250203,0.322044
250204,0.2819348
250301,0.3598437
250302,0.305361
250303,0.4034364
250304,0.4263003
250305,0.4160905
250401,0.280825
