ubigeo,co
080603,0.02449535
080604,0.023008941666666668
080605,0.0228649
080606,0.023588316666666668
080607,0.025989491666666666
080608,0.026049641666666668
080701,0.023142825
080702,0.025924408333333333
080703,0.025287441666666667
080704,0.02601875
080705,0.024638525
080706,0.024198891666666666
080707,0.025100183333333335
080708,0.02426430833333333
080801,0.023804183333333333
080802,0.021346541666666666
080803,0.023800008333333334
080804,0.022940966666666666
080805,0.023690341666666666
080806,0.0247918
080807,0.022817283333333334
080808,0.024346266666666668
080901,0.034083625
080902,0.036313141666666666
080903,0.030204175
080904,0.03483295
080905,0.030481783333333335
080906,0.036312316666666664
080907,0.035103825
080908,0.028187916666666667
080909,0.029965358333333334
080910,0.038152983333333335
080911,0.031586249999999996
080912,0.033295533333333335
080913,0.036964283333333334
080914,0.043240683333333335
081001,0.0262592
081002,0.026432908333333335
081003,0.027885841666666668
081004,0.027050933333333332
081005,0.0274587
081006,0.02513415
081007,0.027372166666666666
081008,0.027004091666666667
081009,0.026122683333333334
081101,0.028216608333333334
081102,0.026547666666666667
081103,0.027462866666666665
081104,0.026472008333333335
081105,0.026158
081106,0.03490349166666667
081201,0.026281475
081202,0.026863175
081203,0.03685614166666667
081204,0.024643166666666667
081205,0.026086933333333333
081206,0.024838616666666667
081207,0.025819366666666666
081208,0.026812225
081209,0.0250347
081210,0.024027491666666668
081211,0.026954
081212,0.02594251666666667
081301,0.026688308333333334
081302,0.026134475
081303,0.027509425
081304,0.028216741666666666
081305,0.028023541666666665
081306,0.025475916666666668
081307,0.027365858333333333
090101,0.023280108333333334
090102,0.022587791666666666
090103,0.026093141666666667
090104,0.02523305
090105,0.025092075
090106,0.022828833333333333
090107,0.026580058333333333
090108,0.025825391666666666
090109,0.024294566666666666
090110,0.023813383333333334
090111,0.027459125
090112,0.0256694
090113,0.022793725
090114,0.024550516666666668
090115,0.02600895
090116,0.02389419166666667
090117,0.024982933333333332
090118,0.022209191666666666
090119,0.025090091666666668
090201,0.028119641666666667
090202,0.027425316666666668
090203,0.026030275
090204,0.02903594166666667
090205,0.030395875
090206,0.025076541666666667
090207,0.028938258333333335
090208,0.027947
090301,0.023569016666666668
090302,0.0258946
090303,0.02662794166666667
090304,0.025913616666666667
090305,0.030935216666666668
090306,0.026392075
090307,0.025014541666666668
090308,0.025386716666666666
090309,0.028285458333333333
090310,0.028084533333333335
090311,0.02543315
090312,0.024893775
090401,0.022380608333333333
090402,0.024466908333333332
090403,0.022369325
090404,0.027871283333333333
090405,0.022530875
090406,0.024330366666666665
090407,0.025021266666666667
090408,0.025575583333333332
090409,0.025192333333333334
090410,0.028806474999999998
090411,0.0216138
090412,0.026027833333333333
090413,0.027413183333333334
090501,0.028311
090502,0.02743835
090503,0.028936550000000002
090504,0.028009841666666667
090505,0.030186283333333334
090506,0.0273883
090507,0.027472758333333333
090508,0.029167333333333333
090509,0.029043841666666667
090510,0.029424458333333334
090511,0.02724525
090601,0.026740366666666668
090602,0.026919941666666666
090603,0.025532791666666665
090604,0.024723191666666665
090605,0.024244616666666666
090606,0.0275467
090607,0.022429183333333335
090608,0.023579983333333332
090609,0.026995916666666668
090610,0.022913258333333332
090611,0.026586975
090612,0.026107616666666666
090613,0.025858716666666667
090614,0.025289383333333332
090615,0.023746483333333332
090616,0.022620441666666664
090701,0.026969825
090702,0.026071633333333333
090703,0.026201725
090704,0.027247216666666668
090705,0.029736641666666667
090706,0.028875633333333334
090707,0.03400295
090709,0.028525541666666668
090710,0.025872783333333333
090711,0.026420641666666668
090713,0.031529466666666665
090714,0.030054725
090715,0.032510533333333334
090716,0.02671469166666667
090717,0.03161925833333333
090718,0.03224038333333333
090719,0.027594
090720,0.03071235
090721,0.031850133333333336
090722,0.02689825
090723,0.028227333333333333
100101,0.032472875
100102,0.03181219166666667
100103,0.033598416666666665
100104,0.029216325
100105,0.026798875
100106,0.028982108333333333
100107,0.030893991666666665
100108,0.02679094166666667
100109,0.02951795
100110,0.029768833333333335
100111,0.031029008333333333
100112,0.027707808333333334
100113,0.03443606666666667
100201,0.030060416666666666
100202,0.028999375
100203,0.027890225
100204,0.030241133333333333
100205,0.030754283333333333
100206,0.028995483333333332
100207,0.02808809166666667
100208,0.030285558333333334
100301,0.026010491666666666
100307,0.025881975
100311,0.027756791666666666
100313,0.026521466666666667
100316,0.026944775
100317,0.02628295
100321,0.027027025
100322,0.026221033333333334
100323,0.027610441666666666
100401,0.028383608333333334
100402,0.029728508333333334
100403,0.03289940833333333
100404,0.028402433333333334
100501,0.0257078
100502,0.028752975
100503,0.027789766666666667
100504,0.02620935
100505,0.031106808333333333
100506,0.026985133333333335
100507,0.03472705
100508,0.02769161666666667
100509,0.0263543
100510,0.026693725
100511,0.02758399166666667
100601,0.04143466666666667
100602,0.038769058333333335
100603,0.03993848333333333
100604,0.039888225
100605,0.04241855
100606,0.03930401666666667
100607,0.039168408333333335
100608,0.042686908333333336
100609,0.040859316666666666
100610,0.03970660833333333
100701,0.0287285
100702,0.032433858333333336
100703,0.029178541666666665
100704,0.04027728333333334
100705,0.0354894
100801,0.029469691666666666
100802,0.03500533333333333
100803,0.028345183333333333
100804,0.03175041666666667
100901,0.04734350833333333
100902,0.04313391666666667
100903,0.048137766666666665
100904,0.04818245833333334
100905,0.048159766666666666
101001,0.024823191666666668
101002,0.025126058333333333
101003,0.027117758333333332
101004,0.0238334
101005,0.025760991666666667
101006,0.026599566666666668
101007,0.025081908333333333
101101,0.025996625
101102,0.026085225
101103,0.026068741666666666
101104,0.025635833333333333
101105,0.026698516666666665
101106,0.026000391666666667
101107,0.026033816666666668
101108,0.026741191666666667
110101,0.03392334166666667
110102,0.0353233
110103,0.0353851
110104,0.033785691666666666
110105,0.035469
110106,0.037000983333333334
110107,0.03594788333333333
110108,0.0351375
110109,0.03342206666666667
110110,0.0354904
110111,0.03390420833333333
110112,0.034428025
110113,0.035905
110114,0.03140890833333333
110201,0.034891375
110202,0.03448634166666667
110203,0.028560266666666667
110204,0.03770520833333333
110205,0.034154583333333335
110206,0.0369568
110207,0.034822291666666665
110208,0.028660941666666665
110209,0.023937091666666667
110210,0.03698091666666667
110211,0.03795328333333333
110301,0.03312309166666667
110302,0.03376481666666667
110303,0.03289890833333333
110304,0.033189441666666666
110305,0.03188345833333333
110401,0.03286394166666667
110402,0.033772366666666664
110403,0.03190650833333333
110404,0.03284165
110405,0.028931850000000002
110501,0.037174983333333335
110502,0.030178766666666666
110503,0.03401618333333333
110504,0.036663275
110505,0.03574675833333333
110506,0.035997858333333334
110507,0.037009883333333334
110508,0.03625839166666667
120101,0.02548305
120104,0.026353391666666667
120105,0.024775349999999998
120106,0.025672616666666665
120107,0.027514808333333335
120108,0.022895350000000002
120111,0.025834816666666666
120112,0.026012858333333333
120113,0.0259802
120114,0.025679441666666667
120116,0.027053891666666666
120117,0.028319375
120119,0.0278728
120120,0.025647541666666666
120121,0.027817583333333333
120122,0.02557120833333333
120124,0.028188125
120125,0.0287551
120126,0.0260729
120127,0.025992633333333334
120128,0.02453275
120129,0.028108958333333333
120130,0.027501225
120132,0.027910358333333333
120133,0.026253183333333333
120134,0.0288231
120135,0.03070945
120136,0.027117766666666668
120201,0.027167258333333333
120202,0.026129875
120203,0.026636508333333333
120204,0.025552441666666665
120205,0.028291716666666668
120206,0.025756291666666667
120207,0.026179475
120208,0.027390066666666667
120209,0.029461208333333332
120210,0.028004975
120211,0.027187091666666666
120212,0.027582883333333332
120213,0.028176158333333333
120214,0.024259691666666666
120215,0.027743733333333333
120301,0.03560239166666666
120302,0.03877348333333333
