ubigeo,swindspeed
060112,2.6020817583333335
060201,3.3270899833333334
060202,2.880219325
060203,3.397709566666667
060204,3.3079067583333335
060301,3.1074851166666666
060302,3.1156381
060303,3.2553695499999997
060304,3.18389165
060305,3.1713642583333335
060306,3.1708928583333336
060307,3.1574968
060308,3.2139602166666665
060309,3.164590083333333
060310,3.190616825
060311,3.1387118916666665
060312,3.1604836499999998
060401,3.900193858333333
060402,3.91249095
060403,3.5011157583333334
060404,4.220523216666667
060405,3.737718525
060406,3.514652875
060407,3.6953768499999997
060408,3.866402191666667
060409,3.109983558333333
060410,4.137972216666666
060411,2.348464975
060412,2.438114025
060413,3.366317808333333
060414,3.89537265
060415,2.7625881666666667
060416,2.3020201583333333
060417,3.8092144333333335
060418,2.43990185
060419,3.582118658333333
060501,2.5578812833333333
060502,2.4990100166666664
060503,2.574787666666667
060504,2.3098461083333333
060505,2.5063466083333332
060506,2.3390533000000002
060507,2.297494133333333
060508,2.9499835583333334
060601,3.8832758166666665
060602,3.6449384
060603,4.222436241666666
060604,4.065022916666667
060605,3.9567429499999998
060606,4.261422375
060607,3.0298456083333334
060608,4.1924452
060609,4.0758095
060610,3.9806536416666667
060611,3.9583471666666665
060612,3.8496313083333336
060613,4.222896058333333
060614,4.180002483333333
060615,4.282796833333333
060701,3.41892465
060702,3.901168766666667
060703,3.5743602083333332
060801,4.055571166666667
060802,4.2561061
060803,3.681066625
060804,3.7114415083333334
060805,4.002096866666666
060806,4.089541008333334
060807,3.386546825
060808,3.2387223499999998
060809,3.6684666416666665
060810,3.446483333333333
060811,3.8395256916666667
060812,4.177972991666667
060901,3.5784368583333332
060902,3.817370191666667
060903,3.5997034
060904,3.8522003083333334
060905,3.6860277
060906,3.3314388083333335
060907,3.7695426249999997
061001,3.204563525
061002,3.3726968916666666
061003,3.3873152416666668
061004,3.2208746500000003
061005,3.3792266916666667
061006,3.333039475
061007,3.249138208333333
061101,2.4901741083333335
061102,2.6534832666666666
061103,2.5094947166666666
061104,3.710860408333333
061105,2.3890340416666667
061106,2.3052291916666667
061107,3.4153415916666665
061108,3.1360645916666665
061109,2.462916783333333
061110,2.8219033
061111,3.5932106666666668
061112,3.15465225
061113,2.421043366666667
061201,2.9442545333333334
061202,2.749244425
061203,2.503701066666667
061204,3.416738741666667
061301,2.8703690916666664
061302,3.3737772666666666
061303,2.233686808333333
061304,3.4114569416666667
061305,3.4061951583333334
061306,3.9145158
061307,2.7730259833333335
061308,3.0384143083333335
061309,2.5344664833333335
061310,3.8055246250000003
061311,3.3452142166666667
070101,4.237765433333333
070102,4.237765433333333
070103,4.237765433333333
070104,0
070105,0
070106,4.196289216666667
070107,4.208964691666667
080101,2.929062516666667
080102,2.7779137
080103,2.8508564666666665
080104,3.0584048
080105,2.98780885
080106,2.93653865
080107,3.088904625
080108,2.9823957333333335
080201,2.731184691666667
080202,2.783657875
080203,2.7125972833333334
080204,2.799006191666667
080205,2.7360015916666667
080206,2.7844961416666667
080207,2.7484202
080301,2.729870366666667
080302,2.6130537333333335
080303,2.853077558333333
080304,2.6217159833333334
080305,2.6255323416666667
080306,2.5807324166666668
080307,2.525554958333333
080308,2.8103895666666667
080309,2.6533923416666667
080401,2.8132391666666665
080402,2.9827257333333335
080403,2.934797375
080404,2.6750368916666667
080405,3.029485241666667
080406,3.085073025
080407,3.068232275
080408,2.4803457333333334
080501,2.852982175
080502,3.001646825
080503,3.086440275
080504,2.9916896416666665
080505,3.0736316666666665
080506,2.8029228583333334
080507,2.8903071666666666
080508,2.777148425
080601,2.9192477416666667
080602,2.98399635
080603,2.8947535416666668
080604,2.9729001083333335
080605,2.9705569
080606,2.9289935916666665
080607,2.8698108583333335
080608,2.8404064583333333
080701,3.0156767583333335
080702,2.6832602166666666
080703,2.9480479583333334
080704,2.8376370583333332
080705,2.883214741666667
080706,3.102601625
080707,3.016695866666667
080708,3.0916022666666665
080801,3.2970281249999998
080802,3.4259540416666665
080803,3.0733593083333335
080804,3.4121751750000002
080805,3.3216599
080806,3.089217091666667
080807,3.1746440833333334
080808,3.158819258333333
080901,2.7926035083333334
080902,2.5317487666666665
080903,2.8038933083333335
080904,2.8534957333333333
080905,2.6269068
080906,2.2851875333333336
080907,2.915294766666667
080908,2.677086591666667
080909,2.9626604
080910,2.843784266666667
080911,2.6882208333333333
080912,3.052138841666667
080913,3.0123751166666666
080914,2.294435275
081001,2.8473330666666667
081002,2.6993743416666667
081003,2.6640676416666667
081004,2.72611375
081005,2.705579125
081006,2.754010383333333
081007,2.7532972833333336
081008,2.702175
081009,2.884117466666667
081101,2.954141641666667
081102,3.0595129
081103,2.7807826916666665
081104,3.0285470583333334
081105,3.1029619
081106,2.7090841666666665
081201,2.9068423416666667
081202,2.921782475
081203,2.9191672916666667
081204,3.276969408333333
081205,3.0788303666666668
081206,2.836276675
081207,2.816843475
081208,2.9450068333333332
081209,3.187130691666667
081210,3.1009637833333334
081211,3.0567845416666666
081212,2.8225637
081301,2.6549537
081302,2.845979333333333
081303,2.768183025
081304,2.7025371916666665
081305,2.6681606166666665
081306,2.6124184416666667
081307,2.73854035
090101,4.143708416666667
090102,3.1870046833333334
090103,3.8416575166666664
090104,4.074114108333333
090105,4.068456141666667
090106,4.23931645
090107,3.794708925
090108,4.076916183333333
090109,4.0160992
090110,3.720494358333333
090111,4.112570341666666
090112,3.827900175
090113,3.72163135
090114,4.117061466666667
090115,4.005024916666667
090116,3.539788175
090117,4.02947815
090118,3.5473333916666667
090119,4.078868866666666
090201,3.660934983333333
090202,3.54643835
090203,3.7767157916666667
090204,3.71155625
090205,3.695901966666667
090206,3.7481447
090207,3.7177388916666665
090208,3.6012417333333335
090301,3.9080103916666666
090302,3.9283646083333332
090303,3.8181336083333335
090304,4.13388815
090305,3.8314924
090306,3.8983923083333334
090307,3.9437284333333333
090308,3.9376291833333332
090309,3.9088084
090310,3.91880705
090311,3.801311525
090312,3.8698338666666667
090401,3.0475306
090402,3.115180383333333
090403,3.0008909166666666
090404,3.4480311
090405,3.089052033333333
090406,2.9271416583333334
090407,3.0850740583333334
090408,3.4300309833333333
090409,3.042081275
090410,3.4878297166666665
090411,3.6360762583333335
090412,3.4298373416666665
090413,3.20558135
090501,3.3353229
090502,3.4008050333333335
090503,3.1768925
090504,3.4259662583333332
090505,3.4621073583333333
090506,3.3912269166666666
090507,3.2477260833333332
090508,3.456775416666667
090509,3.184923216666667
090510,3.0948362
090511,3.4598057583333333
090601,3.4448954333333335
090602,3.419494175
090603,3.781109325
090604,3.3171844833333335
090605,3.8152200583333333
090606,3.9241877
090607,3.6188978499999997
090608,3.511697975
090609,3.3459902833333333
090610,3.275786925
090611,3.427775141666667
090612,3.6989492250000002
090613,3.613762075
090614,3.6897314
090615,3.4748143
090616,3.4844322666666665
090701,3.8043339583333333
090702,4.052622733333333
090703,4.031313
090704,3.9597056
090705,3.3933072583333335
090706,3.718567075
090707,2.8164984
090709,3.8332118583333332
090710,3.9374253666666665
090711,3.9851480666666665
090713,3.4106732833333333
090714,3.5007057666666666
090715,3.3469211166666666
090716,3.8439029166666665
090717,3.113488483333333
090718,2.8192204166666666
090719,3.527220541666667
090720,3.17660705
090721,2.780108766666667
090722,3.8838345
090723,3.7924319
100101,3.7914535000000003
100102,3.8126343416666666
100103,3.074910366666667
100104,3.3863895333333334
100105,3.6391216416666667
100106,3.66868065
100107,3.875090466666667
100108,3.7518798916666665
100109,3.5706981083333336
100110,3.742650258333333
100111,3.9923968833333334
100112,3.7069348
100113,2.9532513333333332
100201,3.854059425
100202,3.7945574916666667
100203,3.5605971666666667
100204,3.932403916666667
100205,4.034573241666666
100206,4.023253558333334
100207,3.904924975
100208,3.8940612666666667
100301,3.7915920916666668
100307,3.692211133333333
100311,3.3624777333333333
100313,3.9586459916666668
100316,3.8488691833333335
100317,3.92844325
100321,3.9499670916666667
100322,3.8161851666666666
100323,3.8611356166666666
100401,3.4532103333333333
100402,3.4111204666666666
100403,3.2065614916666667
100404,3.4500543083333333
100501,3.9403877166666668
100502,3.4554515083333333
100503,3.940687516666667
100504,3.796698458333333
100505,3.3503304083333334
100506,4.152117283333333
100507,3.0673295916666667
100508,4.212680883333333
100509,4.113053108333333
100510,4.052306766666667
100511,3.6464661916666667
100601,2.5627923416666665
100602,2.463146125
100603,2.3628620083333334
100604,2.5270995166666665
100605,2.464958166666667
100606,2.6945966583333334
100607,2.405759108333333
100608,2.5225232083333333
100609,2.4018359166666667
100610,2.3481078083333333
100701,3.5508539
100702,3.0698682333333336
100703,3.441918691666667
100704,2.647690175
100705,2.797743966666667
100801,3.4229004583333333
100802,2.85163725
100803,3.5976498083333333
100804,3.339112725
100901,2.3060824416666668
100902,2.535170233333333
100903,2.019226325
100904,2.1761269333333333
100905,2.4134158083333332
101001,3.1823920416666667
101002,3.428966216666667
101003,3.6109874
101004,3.15147265
101005,3.6804308083333335
101006,3.675119716666667
101007,3.1844512
101101,3.62307565
101102,3.6920729
101103,3.6937359916666668
101104,3.6231792916666667
101105,3.6434464166666665
101106,3.7157037
101107,3.7689417666666665
101108,3.6789057166666668
110101,5.240480158333334
110102,4.28824745
110103,4.269694066666666
110104,5.425757866666666
110105,4.3836868
110106,4.3983074
110107,4.4681008250000005
110108,4.582704041666666
110109,3.9727116166666665
110110,4.374077158333333
110111,4.697903475
110112,4.89307995
110113,4.6126578333333335
110114,3.867888916666667
110201,3.5935971416666668
110202,3.60064405
110203,3.216092616666667
110204,4.20667215
110205,3.8355422166666666
110206,3.7891069666666666
110207,3.576969233333333
110208,3.3231621583333335
110209,3.334508975
110210,4.1086875166666665
110211,4.1086875166666665
110301,4.100606883333334
110302,4.766330108333333
110303,3.8196846166666667
110304,4.8168606333333335
110305,3.62926705
110401,3.7703224583333332
110402,3.885612233333333
110403,3.7251772666666665
110404,3.8870902833333334
110405,3.7355559666666664
110501,4.746829275
110502,3.67796725
110503,4.119424033333333
110504,4.2395570750000005
110505,5.67838035
110506,4.9126526833333335
110507,4.548202533333333
110508,4.747943325
120101,3.9326871833333334
120104,3.7199556916666667
120105,3.624373408333333
120106,3.6630902333333335
120107,3.8882405833333333
120108,3.43796165
120111,3.733589116666667
120112,3.7704449166666665
120113,3.8204885583333335
120114,3.904306883333333
120116,3.793378241666667
120117,3.876939525
120119,3.8208827333333333
120120,3.634377675
120121,3.770260725
120122,3.8688340666666665
120124,3.6348026166666667
120125,3.847122825
120126,3.927793975
120127,3.8579727166666666
120128,3.890617916666667
120129,3.869698683333333
120130,3.8767269833333335
120132,3.876939525
120133,3.887744575
120134,3.8507354416666666
120135,3.134880325
120136,3.7677788166666666
120201,3.8742344666666666
120202,3.8905476833333332
120203,3.566538658333333
120204,3.8741971333333334
120205,3.9072677916666665
120206,3.8886078416666665
120207,3.8573008166666667
120208,3.854668108333333
120209,3.9318834333333332
120210,3.8540922416666668
120211,3.8752525
120212,3.855269925
120213,3.8749799333333335
120214,3.848840175
120215,3.8539706750000002
120301,3.3939214333333334
120302,3.1542052333333332
120303,3.104610075
120304,3.1349744166666667
120305,3.5320077
120306,3.5690833583333332
120401,3.8596106
120402,3.864911925
120403,3.8617121166666664
120404,3.86247925
120405,3.2914453333333333
120406,3.72927995
120407,3.8573790083333335
120408,3.856808158333333
120409,3.868535725
120410,3.851034408333333
120411,3.8227486
120412,3.851034408333333
120413,3.868570875
120414,3.8545555833333336
120415,3.87536755
120416,3.851034408333333
120417,3.844503366666667
120418,3.8617512416666666
120419,3.775503325
120420,3.868570875
120421,3.868570875
120422,3.873708908333333
120423,3.91232165
120424,3.8631453083333334
120425,3.90681355
120426,3.7021663583333333
120427,3.8745369833333334
120428,3.8537100416666665
120429,3.8551892333333333
120430,3.8514374583333333
120431,3.9319070666666667
120432,3.8415157333333334
120433,3.857393
120434,3.8873805833333335
120501,3.523359325
120502,3.691591375
120503,3.7363064333333336
120504,3.52190155
120601,2.8983856416666667
120602,2.9935077833333334
120603,3.0799556916666666
120604,2.564065783333333
120605,3.4497333416666667
120606,2.603364125
120607,2.9442925666666664
120608,2.572776225
120609,2.5999983166666665
120701,3.6036176666666666
120702,3.7375026333333334
120703,3.8560832166666668
120704,3.6095117083333332
120705,3.509345741666667
120706,3.722869691666667
120707,3.5483734499999997
120708,3.562423266666667
120709,3.8344000083333336
120801,3.3546815916666666
120802,3.3101798166666665
120803,3.014808575
120804,3.3566474083333335
120805,3.303703625
120806,3.397566041666667
120807,3.0794730166666664
120808,3.2783971833333334
120809,2.8355489333333335
120810,2.957860391666667
120901,3.8445188916666666
120902,3.811689175
120903,3.719577725
120904,3.8308465666666667
120905,3.847122825
120906,3.7639044916666666
120907,3.763672475
120908,3.7808581333333335
120909,3.6317553583333333
130101,4.120624766666666
130102,3.98569475
130103,4.149437608333333
130104,4.088050258333333
130105,4.149437608333333
130106,3.709190775
130107,4.007967191666666
130108,3.5062240916666667
130109,3.8371056833333332
130110,3.3368775
130111,4.16098275
130201,3.1214758833333334
130202,3.3914249
130203,4.086942275
130204,4.6344892416666665
130205,4.28878855
130206,4.378812683333333
130207,4.535610858333333
130208,3.347928658333333
130301,3.2789769
130302,3.3116405
130303,3.4022824833333334
130304,3.2014461
130305,3.2449601
130306,3.2177998333333333
130401,3.84652735
130402,4.225983966666667
130403,4.610085983333334
130501,2.53742865
130502,2.4528209833333334
130503,2.90137015
130504,2.601935175
130601,2.472709775
130602,2.4579075166666664
130604,2.208531025
130605,2.1802701
130606,2.9887139166666667
130608,2.7253910666666665
130610,2.894250433333333
130611,3.0300488666666667
130613,2.7555808
130614,2.38706755
130701,4.062006141666667
130702,4.335881283333333
130703,4.493420175
130704,4.490931933333333
130705,3.95223715
130801,3.6247916583333333
130802,3.7919116083333333
130803,3.962001525
130804,3.7901646416666668
130805,3.5929885083333333
130806,3.76240815
130807,3.1857628916666667
130808,3.807662666666667
130809,3.498460525
130810,3.6946572166666667
130811,4.082451375
130812,4.084006491666667
130813,3.9611587
130901,3.2976750583333336
130902,3.328504025
130903,3.4248398
130904,3.2597135166666664
130905,3.2760056416666665
130906,3.106830025
130907,3.326812641666667
130908,3.2979454333333336
131001,2.611453125
131002,2.8587594166666666
131003,3.2322911666666667
131004,2.8816420666666667
131005,2.8563130416666667
131006,2.768498983333333
131007,2.7490343416666665
131008,3.3272079916666666
131101,2.4950258416666666
131102,2.1862412916666667
131103,2.487347775
131104,2.2706891833333334
131201,3.590229825
131202,3.082903
131203,4.0240537666666665
140101,4.896185616666667
140102,2.8020187333333335
140103,5.2952653666666665
140104,5.46249195
140105,4.8845311916666665
140106,5.142468241666666
140107,4.884962566666667
140108,5.162455925
140109,3.6519875583333334
140110,2.6135708416666668
140111,4.390985091666667
140112,5.090162275
140113,4.898084416666666
140114,5.235429608333334
140115,4.403308175
140116,3.9114305333333332
140117,3.4735679083333335
140118,4.455348041666666
140119,3.531785725
140120,4.160635916666667
140201,4.148629325
140202,3.036110575
140203,2.6126387083333333
140204,3.6694224166666665
140205,3.1252816583333334
140206,4.599026933333334
140301,5.12084445
140302,2.7604341833333335
140303,4.2179213833333336
140304,3.9598488666666665
140305,4.647298875
140306,5.5524566
140307,3.1916217666666666
140308,4.9094062166666665
140309,4.466328275
140310,2.7187872583333332
140311,5.44435485
140312,4.537758583333333
150101,4.237765433333333
150102,3.7575567916666666
150103,3.700623725
150104,0
