ubigeo,so2
030303,6.306083333333333e-4
030304,6.819916666666667e-4
030305,6.621083333333334e-4
030306,5.8915e-4
030307,6.72375e-4
030401,6.743166666666666e-4
030402,6.518583333333333e-4
030403,6.810833333333333e-4
030404,5.44e-4
030405,5.95775e-4
030406,6.901416666666667e-4
030407,6.265833333333334e-4
030408,6.132416666666667e-4
030409,5.268916666666667e-4
030410,7.178083333333333e-4
030411,5.419083333333333e-4
030412,6.497083333333333e-4
030413,7.04425e-4
030414,5.32825e-4
030415,6.161166666666666e-4
030416,6.582e-4
030417,7.148e-4
030501,5.98975e-4
030502,5.530583333333333e-4
030503,5.166083333333334e-4
030504,6.80975e-4
030505,7.013833333333334e-4
030506,6.359916666666667e-4
030601,4.912083333333333e-4
030602,4.931333333333334e-4
030603,4.80825e-4
030604,4.8525e-4
030605,6.031249999999999e-4
030606,4.721833333333333e-4
030607,4.916666666666666e-4
030608,5.007916666666666e-4
030609,4.589833333333333e-4
030610,4.85925e-4
030611,4.3348333333333334e-4
030701,7.53625e-4
030702,5.2585e-4
030703,5.42225e-4
030704,5.366e-4
030705,5.777166666666667e-4
030706,5.685666666666667e-4
030707,5.96225e-4
030708,5.452916666666667e-4
030709,5.553916666666667e-4
030710,5.649833333333333e-4
030711,5.297333333333334e-4
030712,6.42875e-4
030713,5.389166666666667e-4
030714,5.685333333333333e-4
040101,0.0038798916666666666
040102,0.003387816666666667
040103,0.0034569916666666667
040104,0.004027841666666667
040105,0.0032078583333333332
040106,0.003218675
040107,0.004087358333333333
040108,0.0036416916666666666
040109,0.0034206416666666666
040110,0.0034450333333333333
040111,0.0033100416666666664
040112,0.00351755
040113,0.002802325
040114,0.0032228916666666666
040115,0.0032981
040116,0.0033724749999999998
040117,0.00417485
040118,0.004400025
040119,0.0023181833333333333
040120,0.004512583333333334
040121,0.004190458333333333
040122,0.0038186333333333333
040123,0.004218883333333334
040124,0.004127191666666667
040125,0.0040587
040126,0.004079616666666667
040127,0.00356425
040128,0.004426725
040129,0.003697375
040201,0.0028377
040202,0.0030529333333333335
040203,0.002815625
040204,0.0026373833333333332
040205,0.0037716166666666665
040206,0.002372308333333333
040207,0.003218841666666667
040208,0.0029950583333333333
040301,0.001974175
040302,0.0013727916666666667
040303,0.0021264166666666666
040304,0.001411525
040305,0.0012324333333333334
040306,0.0013306583333333333
040307,0.001478975
040308,0.0017101083333333333
040309,0.0014285
040310,0.0014782333333333334
040311,0.0010717083333333334
040312,0.001312225
040313,0.00145025
040401,0.0033968
040402,0.002038
040403,0.003251458333333333
040404,0.0012357416666666666
040405,0.0016411166666666667
040406,0.0021014333333333334
040407,0.0039448416666666665
040408,0.0018806166666666666
040409,0.0012439666666666667
040410,0.001640775
040411,0.0022774166666666667
040412,0.0031593416666666667
040413,0.004108908333333334
040414,0.0014436666666666667
040501,0.0026767666666666664
040502,0.005081291666666667
040503,0.0042021
040504,0.0013705833333333335
040505,0.0011938666666666668
040506,0.0031979583333333335
040507,0.004138625
040508,0.006055158333333334
040509,0.0032136083333333333
040510,0.002393858333333333
040511,0.005506616666666667
040512,0.00489885
040513,0.003242933333333333
040514,0.0017267916666666666
040515,0.0014788583333333334
040516,0.0022938416666666668
040517,0.001091575
040518,0.001847125
040519,0.0028169749999999998
040520,0.0042098583333333335
040601,0.0026462916666666666
040602,0.0020598416666666665
040603,0.0010942166666666666
040604,0.0013042083333333334
040605,0.0030538083333333335
040606,0.0021602083333333334
040607,0.001299025
040608,0.0016700166666666666
040701,0.0028359333333333333
040702,0.0029048166666666665
040703,0.0021752916666666665
040704,0.00273105
040705,0.0023871916666666666
040706,0.002595191666666667
040801,0.001243325
040802,0.0012039333333333333
040803,0.0014471
040804,0.0010045833333333332
040805,0.0012021833333333333
040806,0.0010502999999999999
040807,0.0015243583333333333
040808,0.001268725
040809,0.0014326916666666666
040810,0.0011608
040811,0.0013447833333333334
050101,5.96625e-4
050102,4.539083333333333e-4
050103,4.7125833333333333e-4
050104,4.847e-4
050105,4.5320833333333335e-4
050106,4.773e-4
050107,4.2416666666666666e-4
050108,4.557e-4
050109,5.165166666666667e-4
050110,4.5945000000000003e-4
050111,4.891333333333334e-4
050112,5.345666666666666e-4
050113,4.6755833333333335e-4
050114,4.844583333333333e-4
050115,4.3719166666666666e-4
050116,4.425916666666667e-4
050201,6.323916666666667e-4
050202,5.01925e-4
050203,5.068416666666667e-4
050204,5.314416666666667e-4
050205,5.089583333333334e-4
050206,5.368333333333333e-4
050301,5.91475e-4
050302,5.885916666666667e-4
050303,5.559e-4
050304,5.527666666666666e-4
050401,4.241583333333333e-4
050402,3.2303333333333334e-4
050403,4.1939166666666666e-4
050404,4.3001666666666667e-4
050405,5.484083333333334e-4
050406,3.3420833333333333e-4
050407,2.529333333333333e-4
050408,2.6500833333333333e-4
050409,3.1248333333333333e-4
050410,2.805e-4
050411,2.8513333333333334e-4
050412,4.0374166666666664e-4
050501,3.8028333333333335e-4
050502,3.492083333333333e-4
050503,2.478e-4
050504,4.895e-4
050505,3.977333333333333e-4
050506,4.3125e-4
050507,2.66425e-4
050508,3.5548333333333335e-4
050509,2.643083333333333e-4
050510,2.8860833333333336e-4
050511,4.433416666666667e-4
050601,5.856083333333333e-4
050602,6.026166666666667e-4
050603,6.129666666666667e-4
050604,6.825416666666667e-4
050605,8.582583333333334e-4
050606,5.915833333333333e-4
050607,6.570666666666666e-4
050608,6.731666666666666e-4
050609,8.75525e-4
050610,6.905666666666666e-4
050611,5.975833333333333e-4
050612,7.245833333333333e-4
050613,6.724083333333334e-4
050614,8.087666666666667e-4
050615,6.858916666666666e-4
050616,6.9405e-4
050617,8.07275e-4
050618,6.346833333333333e-4
050619,0.001070725
050620,5.575916666666667e-4
050621,8.865833333333333e-4
050701,6.494666666666667e-4
050702,8.754416666666667e-4
050703,7.386e-4
050704,0.0012667166666666667
050705,0.00117605
050706,9.39725e-4
050707,0.0013377666666666667
050708,6.624916666666666e-4
050801,0.001328775
050802,9.3715e-4
050803,0.00117215
050804,9.118416666666667e-4
050805,8.701333333333333e-4
050806,0.00102975
050807,0.0010407083333333334
050808,8.118583333333333e-4
050809,0.001125275
050810,0.0011593
050901,6.165e-4
050902,6.467166666666666e-4
050903,6.044749999999999e-4
050904,6.241166666666666e-4
050905,6.185916666666667e-4
050906,6.135916666666667e-4
050907,6.641666666666666e-4
050908,6.858833333333334e-4
050909,6.41125e-4
050910,6.27e-4
050911,6.286e-4
051001,0.002360325
051002,5.9225e-4
051003,6.588416666666667e-4
051004,6.860083333333334e-4
051005,6.93925e-4
051006,0.0018846416666666668
051007,0.0010402083333333333
051008,5.81025e-4
051009,0.0010660916666666667
051010,6.54575e-4
051011,5.55075e-4
051012,5.688916666666667e-4
051101,5.683166666666667e-4
051102,6.615583333333333e-4
051103,6.5195e-4
051104,4.964e-4
051105,6.358166666666666e-4
051106,7.293416666666666e-4
051107,5.578583333333333e-4
051108,5.564166666666666e-4
060101,2.3400833333333333e-4
060102,3.4015e-4
060103,3.032166666666667e-4
060104,3.970583333333333e-4
060105,2.4605e-4
060106,3.3423333333333334e-4
060107,3.25975e-4
060108,2.564583333333333e-4
060109,3.2701666666666666e-4
060110,3.6749166666666665e-4
060111,2.8261666666666666e-4
060112,3.5124166666666666e-4
060201,3.2170833333333335e-4
060202,4.5821666666666665e-4
060203,4.243e-4
060204,3.4553333333333335e-4
060301,3.6211666666666664e-4
060302,2.7569166666666664e-4
060303,2.3080740656e-4
060304,2.7839166666666665e-4
060305,3.160416666666667e-4
060306,2.2278115845833334e-4
060307,2.864833333333333e-4
060308,2.65675e-4
060309,2.604666666666667e-4
060310,2.26225e-4
060311,2.946583333333333e-4
060312,3.512333333333333e-4
060401,2.655166666666667e-4
060402,3.01925e-4
060403,2.2363994145833333e-4
060404,3.2546666666666665e-4
060405,2.35005815925e-4
060406,2.523333333333333e-4
060407,4.1526666666666666e-4
060408,2.499e-4
060409,4.1427500000000003e-4
060410,2.2367505173333333e-4
060411,5.090333333333334e-4
060412,3.813900365083333e-4
060413,1.9346666666666666e-4
060414,2.9093534221666666e-4
060415,3.0986666666666665e-4
060416,4.129166666666667e-4
060417,3.1248333333333333e-4
060418,4.8865e-4
060419,2.668916666666667e-4
060501,3.57004712175e-4
060502,4.665916666666667e-4
060503,4.7550833333333335e-4
060504,3.420916666666667e-4
060505,5.395833333333333e-4
060506,3.4806666666666665e-4
060507,4.6620833333333334e-4
060508,6.3435e-4
060601,2.8674166666666667e-4
060602,3.1045078723333336e-4
060603,4.051e-4
060604,3.7206666666666664e-4
060605,3.694606746333333e-4
060606,2.58975e-4
060607,3.533957167e-4
060608,2.01875e-4
060609,3.787416666666667e-4
060610,3.8261666666666665e-4
060611,2.5954166666666666e-4
060612,1.28325e-4
060613,2.9249166666666667e-4
060614,2.679583333333333e-4
060615,3.2915833333333334e-4
060701,2.3996666666666665e-4
060702,1.8420833333333334e-4
060703,2.1077600146666666e-4
060801,3.847916666666667e-4
060802,3.6350833333333334e-4
060803,2.1070833333333334e-4
060804,3.0475e-4
060805,2.9809166666666664e-4
060806,3.720833333333333e-4
060807,3.222666666666667e-4
060808,4.200333333333333e-4
060809,3.0579166666666667e-4
060810,3.1625e-4
060811,2.5883119608333333e-4
060812,3.732e-4
060901,2.5950833333333336e-4
060902,3.1695e-4
060903,2.4345e-4
060904,2.57225e-4
060905,2.2440833333333334e-4
060906,1.8131666666666666e-4
060907,1.7744166666666667e-4
061001,3.297583333333333e-4
061002,3.873083333333333e-4
061003,4.498416666666667e-4
061004,2.2731666666666667e-4
061005,3.9614166666666667e-4
061006,3.9855e-4
061007,2.9620833333333333e-4
061101,3.5910986344166667e-4
061102,3.0703333333333333e-4
061103,2.4237603113333334e-4
061104,2.4229387104999998e-4
061105,2.9005673110833334e-4
061106,2.8495e-4
061107,2.720754669916667e-4
061108,4.915916666666666e-4
061109,2.5541666666666665e-4
061110,4.9225e-4
061111,2.6905e-4
061112,2.0594269831666667e-4
061113,4.703666666666667e-4
061201,2.890083333333333e-4
061202,4.1939166666666666e-4
061203,4.99175e-4
061204,2.746051576416667e-4
061301,3.613583333333333e-4
061302,2.876323876666667e-4
061303,3.6783913031666665e-4
061304,4.0005833333333333e-4
061305,3.3219324808333333e-4
061306,1.80525e-4
061307,2.2791666666666666e-4
061308,1.9990096593333333e-4
061309,5.533583333333334e-4
061310,2.7623333333333334e-4
061311,2.2980871316666666e-4
070101,6.468336739833333e-4
070102,5.170333333333333e-4
070103,5.156083333333333e-4
070104,5.004666666666666e-4
070105,6.079916666666666e-4
070106,7.42025e-4
070107,7.665666666666666e-4
080101,4.5040833333333334e-4
080102,4.524833333333333e-4
080103,4.837416666666667e-4
080104,4.50725e-4
080105,4.7425833333333335e-4
080106,4.5701666666666667e-4
080107,4.6619166666666666e-4
080108,4.7205e-4
080201,5.203416666666667e-4
080202,5.4875e-4
080203,5.885583333333334e-4
080204,4.7804166666666665e-4
080205,5.778166666666666e-4
080206,5.376666666666667e-4
080207,5.452333333333334e-4
080301,4.6218333333333334e-4
080302,4.2975e-4
080303,5.083333333333333e-4
080304,4.6963333333333333e-4
080305,4.4271666666666665e-4
080306,4.602333333333333e-4
080307,4.992416666666666e-4
080308,4.6855833333333337e-4
080309,4.61125e-4
080401,3.797083333333333e-4
080402,4.1566666666666667e-4
080403,4.438166666666667e-4
080404,3.1946666666666666e-4
080405,4.903e-4
080406,5.31725e-4
080407,4.4553333333333334e-4
080408,2.9791666666666665e-4
080501,6.54775e-4
080502,7.014416666666667e-4
080503,7.96425e-4
080504,6.90625e-4
080505,6.22475e-4
080506,5.584666666666666e-4
080507,6.530083333333333e-4
080508,5.740583333333334e-4
080601,5.774666666666666e-4
080602,4.6225e-4
080603,5.205166666666667e-4
080604,5.757166666666666e-4
080605,4.330416666666667e-4
080606,5.58225e-4
080607,6.971e-4
080608,6.741083333333334e-4
080701,8.21375e-4
080702,6.572583333333333e-4
080703,7.337166666666667e-4
080704,7.80925e-4
080705,6.292e-4
080706,7.778083333333333e-4
080707,8.376583333333333e-4
080708,7.053666666666667e-4
080801,0.0010238
080802,9.608583333333334e-4
080803,9.46025e-4
080804,8.139916666666667e-4
080805,8.0705e-4
080806,9.64775e-4
080807,0.0011961916666666666
080808,8.789083333333333e-4
080901,3.3419166666666665e-4
080902,2.88675e-4
080903,2.750916666666667e-4
080904,2.9365e-4
080905,2.67025e-4
080906,2.586416666666667e-4
080907,2.1430833333333334e-4
080908,3.21625e-4
080909,2.8604166666666665e-4
080910,2.3408333333333335e-4
080911,3.4889166666666663e-4
080912,2.5945833333333333e-4
080913,2.8445833333333334e-4
080914,2.9134166666666667e-4
081001,5.02625e-4
081002,6.194833333333334e-4
081003,6.38125e-4
081004,7.946666666666667e-4
081005,5.093416666666667e-4
081006,6.10075e-4
081007,5.325833333333334e-4
081008,6.55525e-4
081009,4.927416666666666e-4
081101,3.4221666666666665e-4
081102,4.975666666666667e-4
081103,3.339416666666667e-4
081104,4.54625e-4
081105,4.90925e-4
081106,2.6635e-4
081201,5.2035e-4
081202,4.705833333333333e-4
081203,2.67625e-4
081204,3.787833333333333e-4
081205,4.8284166666666666e-4
081206,4.8075833333333334e-4
081207,5.063666666666667e-4
081208,5.265833333333333e-4
081209,3.1474166666666664e-4
081210,4.787666666666667e-4
081211,4.89975e-4
081212,5.011833333333334e-4
081301,3.450416666666667e-4
081302,4.2751666666666666e-4
081303,3.9229166666666666e-4
081304,3.4208333333333335e-4
081305,4.78025e-4
081306,3.8178333333333333e-4
081307,3.667916666666667e-4
090101,4.562666666666667e-4
090102,4.9955e-4
090103,4.440333333333333e-4
090104,4.817833333333333e-4
090105,4.8643333333333336e-4
090106,4.93875e-4
090107,4.82375e-4
090108,4.0833333333333336e-4
090109,4.671833333333333e-4
090110,4.70175e-4
090111,5.359083333333334e-4
090112,4.499833333333333e-4
090113,4.5229166666666665e-4
090114,3.9895833333333336e-4
090115,5.065333333333334e-4
090116,4.873e-4
090117,5.2385e-4
090118,4.8129166666666665e-4
090119,4.58675e-4
090201,4.7193333333333333e-4
090202,4.5745e-4
090203,4.97025e-4
090204,4.414583333333333e-4
090205,4.9385e-4
090206,4.6525e-4
090207,4.371583333333333e-4
090208,4.37925e-4
090301,4.603333333333333e-4
090302,4.908416666666666e-4
090303,5.974916666666667e-4
090304,4.93025e-4
090305,5.109833333333334e-4
090306,5.057833333333334e-4
090307,4.8078333333333336e-4
090308,5.21525e-4
090309,5.189833333333334e-4
090310,5.536833333333333e-4
090311,5.579333333333333e-4
090312,4.560666666666667e-4
090401,5.841916666666667e-4
090402,5.87225e-4
090403,5.562e-4
090404,6.539916666666667e-4
090405,5.610333333333333e-4
090406,6.435750000000001e-4
090407,5.948e-4
090408,7.544e-4
090409,6.40836411325e-4
090410,6.441620520333334e-4
090411,4.966833333333333e-4
090412,6.200583333333333e-4
090413,6.04e-4
090501,4.3174166666666667e-4
090502,3.674e-4
090503,4.055416666666667e-4
090504,3.987416666666667e-4
090505,4.7174166666666666e-4
090506,4.2309166666666665e-4
090507,3.6973333333333334e-4
090508,4.6034166666666666e-4
090509,3.601666666666667e-4
090510,3.517416666666667e-4
090511,4.0543333333333334e-4
090601,6.733916666666666e-4
090602,7.144583333333333e-4
090603,6.496944746666667e-4
090604,7.00025e-4
090605,6.09775e-4
090606,6.056166666666667e-4
090607,5.168083333333334e-4
090608,5.900583333333333e-4
090609,6.625166666666667e-4
090610,5.895333333333333e-4
090611,7.205833333333334e-4
090612,7.216460294416667e-4
090613,6.621583333333333e-4
090614,6.06e-4
090615,7.264666666666667e-4
090616,5.732416666666667e-4
090701,4.6125833333333336e-4
090702,4.7475e-4
090703,4.720583333333333e-4
090704,5.095833333333334e-4
090705,4.3254999999999997e-4
090706,4.8678333333333334e-4
090707,3.5175e-4
090709,4.4999166666666665e-4
090710,4.679833333333333e-4
090711,4.8361666666666667e-4
090713,4.269333333333333e-4
090714,4.031416666666667e-4
090715,4.0795833333333336e-4
090716,3.928e-4
090717,3.6993333333333334e-4
090718,2.879583333333333e-4
090719,4.2455833333333333e-4
090720,3.5633333333333334e-4
090721,2.5773333333333333e-4
090722,3.916083333333333e-4
090723,5.1035e-4
100101,3.903583333333333e-4
100102,2.8866666666666667e-4
100103,2.561e-4
100104,2.516416666666667e-4
100105,3.6554999999999997e-4
100106,3.673666666666667e-4
100107,3.9134166666666666e-4
100108,3.7135833333333334e-4
100109,3.0628333333333334e-4
100110,3.862916666666667e-4
100111,3.529333333333333e-4
100112,3.89025e-4
100113,2.7056666666666667e-4
100201,3.039916666666667e-4
100202,4.654833333333333e-4
100203,5.561833333333333e-4
100204,3.182083333333333e-4
100205,4.1576666666666667e-4
100206,3.729166666666667e-4
100207,3.152916666666667e-4
100208,3.566833333333334e-4
100301,4.0481666666666665e-4
100307,3.15825e-4
100311,2.632583333333333e-4
100313,4.25975e-4
100316,4.2545e-4
100317,4.057416666666667e-4
100321,4.1310833333333335e-4
100322,3.5871666666666667e-4
100323,3.446666666666667e-4
100401,2.5714166666666665e-4
100402,3.211166666666667e-4
100403,2.6493333333333334e-4
100404,2.6683333333333333e-4
100501,4.014166666666667e-4
100502,3.1900833333333334e-4
100503,4.469916666666667e-4
100504,3.2441666666666665e-4
100505,3.046666666666667e-4
100506,3.752166666666667e-4
100507,2.517833333333333e-4
100508,4.0826666666666665e-4
100509,4.648e-4
100510,3.6288333333333336e-4
100511,3.53475e-4
100601,3.35e-4
100602,2.2065e-4
100603,2.6687499999999997e-4
100604,2.5443333333333336e-4
100605,3.217916666666667e-4
100606,3.096583333333333e-4
100607,2.0361666666666666e-4
100608,3.656e-4
100609,2.658e-4
100610,2.2600833333333333e-4
100701,2.865333333333333e-4
100702,2.4055e-4
100703,3.625666666666667e-4
100704,2.8301666666666667e-4
100705,2.2737499999999998e-4
100801,2.6225833333333334e-4
100802,2.35075e-4
100803,1.83175e-4
100804,2.630416666666667e-4
100901,3.010833333333333e-4
100902,2.581416666666667e-4
100903,3.20875e-4
100904,2.92775e-4
100905,2.6875833333333334e-4
101001,3.7449166666666666e-4
101002,3.9599166666666664e-4
101003,4.10225e-4
101004,3.8288333333333336e-4
101005,4.81825e-4
101006,5.107e-4
101007,3.546166666666667e-4
101101,3.4156666666666666e-4
101102,8.390916666666667e-4
101103,9.588166666666667e-4
101104,2.84086404225e-4
101105,3.1144166666666667e-4
101106,4.044e-4
101107,3.564416666666667e-4
101108,4.5793305085e-4
110101,9.170666666666667e-4
110102,7.650083333333333e-4
110103,8.345166666666666e-4
110104,9.49875e-4
110105,9.732916666666667e-4
110106,8.263666666666667e-4
110107,8.677666666666666e-4
110108,8.785583333333334e-4
110109,7.834416666666666e-4
110110,7.53825e-4
110111,9.822583333333333e-4
110112,8.617833333333333e-4
110113,8.924916666666667e-4
110114,7.57375e-4
110201,7.204833333333333e-4
110202,7.727833333333334e-4
110203,6.375666666666666e-4
110204,6.869833333333333e-4
110205,6.826333333333334e-4
110206,7.026e-4
110207,7.381833333333334e-4
110208,6.5665e-4
110209,7.076833333333333e-4
110210,6.451583333333333e-4
110211,6.804916666666666e-4
110301,0.0010465666666666666
110302,0.001119175
110303,8.812666666666667e-4
110304,0.001109725
110305,0.0010364333333333334
110401,8.338666666666667e-4
110402,0.0010425583333333334
110403,8.11825e-4
110404,9.720666666666667e-4
110405,7.439166666666667e-4
110501,9.14525e-4
110502,7.2265e-4
110503,0.00075437500000000005
110504,7.720916666666667e-4
110505,9.061916666666666e-4
110506,7.670583333333333e-4
110507,7.913833333333334e-4
110508,7.139583333333334e-4
120101,3.568833333333333e-4
120104,4.587083333333333e-4
120105,4.7653333333333333e-4
120106,4.2031666666666665e-4
120107,4.360666666666667e-4
120108,4.76525e-4
120111,4.4884166666666665e-4
120112,4.6084166666666667e-4
120113,4.6038333333333335e-4
120114,4.2136666666666665e-4
120116,4.4475e-4
120117,3.65775e-4
120119,3.8481666666666665e-4
120120,4.6119166666666665e-4
120121,4.7368333333333335e-4
120122,3.719583333333333e-4
120124,3.4709166666666664e-4
120125,4.1486666666666665e-4
120126,4.4524166666666667e-4
120127,3.84825e-4
120128,3.999e-4
120129,3.9055e-4
120130,4.147416666666667e-4
120132,3.663583333333333e-4
120133,4.238583333333333e-4
120134,6.13075e-4
120135,3.0674166666666666e-4
120136,4.960916666666667e-4
