ubigeo,so2
120201,4.356916666666667e-4
120202,4.17125e-4
120203,2.8003333333333333e-4
120204,4.7915e-4
120205,3.4905833333333334e-4
120206,3.085e-4
120207,4.5246666666666664e-4
120208,5.017666666666667e-4
120209,3.868166666666667e-4
120210,5.126416666666666e-4
120211,3.6868333333333334e-4
120212,4.7643333333333333e-4
120213,5.503666666666667e-4
120214,4.7155833333333333e-4
120215,4.71675e-4
120301,3.00675e-4
120302,2.957833333333333e-4
120303,2.7919166666666667e-4
120304,3.1594166666666667e-4
120305,3.235e-4
120306,2.6898333333333336e-4
120401,5.046833333333334e-4
120402,4.986916666666666e-4
120403,4.4383333333333335e-4
120404,4.820166666666667e-4
120405,4.6345833333333335e-4
120406,4.473666666666667e-4
120407,4.951416666666667e-4
120408,5.208666666666667e-4
120409,4.523e-4
120410,5.625583333333334e-4
120411,4.6859166666666667e-4
120412,4.824166666666667e-4
120413,5.110333333333333e-4
120414,4.4481666666666665e-4
120415,4.82e-4
120416,5.366916666666667e-4
120417,4.469333333333333e-4
120418,3.96275e-4
120419,3.05325e-4
120420,3.968416666666667e-4
120421,4.788416666666667e-4
120422,3.986833333333333e-4
120423,4.78375e-4
120424,4.46875e-4
120425,4.62525e-4
120426,4.5453333333333334e-4
120427,4.3270833333333334e-4
120428,4.831e-4
120429,3.49625e-4
120430,4.6664166666666665e-4
120431,4.6330000000000004e-4
120432,4.899083333333333e-4
120433,5.053583333333333e-4
120434,5.209416666666667e-4
120501,5.25925e-4
120502,3.9135833333333334e-4
120503,5.557416666666666e-4
120504,2.959083333333333e-4
120601,2.918416666666667e-4
120602,3.1643333333333335e-4
120603,1.8984166666666667e-4
120604,2.93675e-4
120605,2.3101666666666665e-4
120606,2.4068333333333335e-4
120607,3.009e-4
120608,2.4695e-4
120609,3.1833333333333334e-4
120701,5.3825e-4
120702,5.06e-4
120703,5.0645e-4
120704,3.018333333333333e-4
120705,5.051e-4
120706,4.2757499999999997e-4
120707,4.20175e-4
120708,3.88425e-4
120709,4.62725e-4
120801,6.011833333333333e-4
120802,6.362028522825e-4
120803,4.89725e-4
120804,4.6654166666666665e-4
120805,5.410416666666667e-4
120806,5.135083333333334e-4
120807,5.288833333333333e-4
120808,6.105916666666667e-4
120809,4.6210833333333335e-4
120810,5.448333333333334e-4
120901,4.8083333333333333e-4
120902,4.3571666666666664e-4
120903,4.3815e-4
120904,5.203583333333333e-4
120905,3.795166666666667e-4
120906,4.6016666666666667e-4
120907,4.151e-4
120908,3.92825e-4
120909,4.5435e-4
130101,5.888333333333334e-4
130102,5.913333333333334e-4
130103,5.194916666666667e-4
130104,6.100666666666667e-4
130105,5.287916666666667e-4
130106,6.404416666666667e-4
130107,7.219166666666667e-4
130108,6.492e-4
130109,7.07075e-4
130110,6.473e-4
130111,6.68525e-4
130201,6.58425e-4
130202,6.971416666666666e-4
130203,6.286333333333333e-4
130204,7.073e-4
130205,7.649333333333334e-4
130206,6.879916666666666e-4
130207,6.914583333333333e-4
130208,6.180916666666666e-4
130301,2.35125e-4
130302,3.189e-4
130303,0.00025186666666666664
130304,2.5190833333333334e-4
130305,1.4555156486666665e-4
130306,2.7974166666666666e-4
130401,7.670166666666667e-4
130402,6.41e-4
130403,8.011666666666666e-4
130501,3.9574166666666666e-4
130502,4.0331666666666667e-4
130503,5.194833333333333e-4
130504,4.8216666666666666e-4
130601,5.388333333333333e-4
130602,4.11825e-4
130604,5.732333333333333e-4
130605,3.8848333333333333e-4
130606,5.465666666666667e-4
130608,3.6644166666666665e-4
130610,5.567916666666667e-4
130611,4.5930833333333333e-4
130613,5.411416666666667e-4
130614,4.0271666666666665e-4
130701,7.747666666666666e-4
130702,7.567333333333334e-4
130703,7.0055e-4
130704,7.146083333333333e-4
130705,7.492666666666667e-4
130801,2.0717509205e-4
130802,2.2563333333333333e-4
130803,2.4129166666666667e-4
130804,2.5478333333333334e-4
130805,2.1250833333333333e-4
130806,2.4258333333333334e-4
130807,2.2949166666666666e-4
130808,2.2930833333333333e-4
130809,2.293e-4
130810,2.33875e-4
130811,2.6560833333333334e-4
130812,2.6496666666666664e-4
130813,2.9724166666666665e-4
130901,3.551583333333333e-4
130902,3.0325e-4
130903,2.679e-4
130904,3.5798333333333335e-4
130905,3.083e-4
130906,4.006666666666667e-4
130907,3.1999166666666663e-4
130908,3.3365833333333334e-4
131001,5.472833333333333e-4
131002,4.3233333333333334e-4
131003,3.526e-4
131004,3.878833333333333e-4
131005,4.32e-4
131006,3.4721666666666666e-4
131007,5.061083333333333e-4
131008,2.9185e-4
131101,5.719e-4
131102,4.450333333333333e-4
131103,5.898333333333334e-4
131104,4.251083333333333e-4
131201,7.02225e-4
131202,6.779666666666666e-4
131203,7.267e-4
140101,7.036833333333334e-4
140102,6.140916666666666e-4
140103,7.349833333333334e-4
140104,7.736083333333333e-4
140105,7.066666666666666e-4
140106,6.8465e-4
140107,7.90225e-4
140108,6.576166666666667e-4
140109,6.113666666666667e-4
140110,6.121083333333334e-4
140111,7.566083333333334e-4
140112,6.976916666666667e-4
140113,8.0305e-4
140114,6.58575e-4
140115,7.44475e-4
140116,6.6175e-4
140117,6.192e-4
140118,7.328666666666666e-4
140119,6.630583333333333e-4
140120,7.027166666666667e-4
140201,7.593916666666666e-4
140202,2.8681666666666665e-4
140203,3.79375e-4
140204,7.05025e-4
140205,6.36075e-4
140206,8.615916666666666e-4
140301,7.368166666666667e-4
140302,4.58275e-4
140303,8.113666666666666e-4
140304,6.716916666666666e-4
140305,7.2715e-4
140306,6.3335e-4
140307,5.645083333333333e-4
140308,6.41825e-4
140309,7.594083333333333e-4
140310,4.486166666666667e-4
140311,6.907833333333333e-4
140312,7.521333333333334e-4
150101,6.096416666666667e-4
150102,9.157416666666666e-4
150103,7.5595e-4
150104,6.859416666666667e-4
150105,5.986583333333333e-4
150106,7.4335e-4
150107,7.531916666666667e-4
150108,7.39975e-4
150109,7.735666666666667e-4
150110,7.866416666666667e-4
150111,7.208333333333333e-4
150112,5.71675e-4
150113,6.128e-4
150114,7.835583333333333e-4
150115,6.04425e-4
150116,5.7964095485e-4
150117,6.332e-4
150118,8.101833333333333e-4
150119,7.216833333333334e-4
150120,6.08825e-4
150121,5.857833333333334e-4
150122,5.864333333333333e-4
150123,7.6225e-4
150124,6.651760463166666e-4
150125,7.821333333333333e-4
150126,6.814166666666667e-4
150127,7.541333333333333e-4
150128,5.86225e-4
150129,8.732416666666667e-4
150130,5.62175e-4
150131,5.839416666666667e-4
150132,7.297833333333333e-4
150133,7.453e-4
150134,6.060166666666667e-4
150135,6.2055e-4
150136,5.628166666666667e-4
150137,7.3265e-4
150138,6.933416666666666e-4
150139,7.425166666666667e-4
150140,6.814e-4
150141,5.399083333333333e-4
150142,7.313583333333334e-4
150143,7.891333333333333e-4
150201,6.98925e-4
150202,6.56275e-4
150203,6.735916666666667e-4
150204,7.24375e-4
150205,6.577e-4
150301,4.45675e-4
150302,4.6274166666666666e-4
150303,5.024666666666667e-4
150304,6.209333333333333e-4
150305,7.2855e-4
150401,5.96225e-4
150402,0.00065177500000000005
150403,6.857833333333333e-4
150404,5.264833333333334e-4
150405,5.77475e-4
150406,5.476666666666667e-4
150407,7.09625e-4
150501,7.435833333333333e-4
150502,7.225333333333333e-4
150503,8.877666666666667e-4
150504,6.825666666666667e-4
150505,0.001014425
150506,9.0525e-4
150507,6.881083333333334e-4
150508,7.50575e-4
150509,7.686583333333333e-4
150510,7.512083333333333e-4
150511,8.25e-4
150512,8.193666666666666e-4
150513,7.436083333333334e-4
150514,7.24575e-4
150515,7.372833333333333e-4
150516,9.050333333333333e-4
150601,7.854666666666666e-4
150602,5.719583333333334e-4
150603,6.0235e-4
150604,7.438083333333334e-4
150605,7.0515e-4
150606,8.103416666666667e-4
150607,6.142583333333334e-4
150608,4.805333333333333e-4
150609,6.119333333333333e-4
150610,5.166333333333333e-4
150611,6.186750000000001e-4
150612,5.856e-4
150701,7.92225e-4
150702,7.6106160635e-4
150703,7.353e-4
150704,5.947249999999999e-4
150705,5.068916666666666e-4
150706,8.33875e-4
150707,6.614416666666667e-4
150708,5.468166666666666e-4
150709,7.295166666666667e-4
150710,7.766833333333334e-4
150711,8.753916666666666e-4
150712,5.723583333333333e-4
150713,7.4155e-4
150714,8.129166666666666e-4
150715,5.902500000000001e-4
150716,7.529916666666667e-4
150717,6.287083333333333e-4
150718,5.962416666666667e-4
150719,6.557666666666667e-4
150720,6.041916666666667e-4
150721,6.756583333333334e-4
150722,6.007833333333333e-4
150723,6.392083333333333e-4
150724,6.768916666666666e-4
150725,6.644416666666666e-4
150726,7.601666666666667e-4
150727,8.189416666666666e-4
150728,9.261083333333333e-4
150729,6.895166666666667e-4
150730,7.188083333333333e-4
150731,8.560833333333334e-4
150732,6.468333333333334e-4
150801,7.337833333333334e-4
150802,7.435333333333334e-4
150803,6.891916666666667e-4
150804,6.371166666666667e-4
150805,6.995083333333333e-4
150806,7.872166666666666e-4
150807,5.845333333333333e-4
150808,6.6985e-4
150809,5.21675e-4
150810,8.221e-4
150811,7.975666666666666e-4
150812,7.091416666666667e-4
150901,4.7053333333333335e-4
150902,6.895583333333333e-4
150903,5.9985e-4
150904,7.050916666666667e-4
150905,6.8e-4
150906,5.884e-4
151001,7.073916666666667e-4
151002,5.5095e-4
151003,7.751666666666666e-4
151004,6.55325e-4
151005,7.143333333333333e-4
151006,7.141333333333333e-4
151007,6.25125e-4
151008,7.65475e-4
151009,7.729416666666666e-4
151010,8.214083333333333e-4
151011,6.389166666666666e-4
151012,6.436833333333333e-4
151013,7.84475e-4
151014,4.915916666666666e-4
151015,7.21875e-4
151016,5.297666666666666e-4
151017,8.8305e-4
151018,5.066916666666666e-4
151019,7.807833333333333e-4
151020,8.462416666666667e-4
151021,5.2475e-4
151022,9.035666666666667e-4
151023,8.024e-4
151024,6.789333333333333e-4
151025,7.971333333333334e-4
151026,9.049676014416667e-4
151027,8.853916666666667e-4
151028,5.982083333333333e-4
151029,8.643666666666666e-4
151030,5.303666666666666e-4
151031,6.592333333333333e-4
151032,0.0010769833333333333
151033,5.318499999999999e-4
160101,3.1439166666666666e-4
160102,2.53975e-4
160103,2.806666666666667e-4
160104,2.587833333333333e-4
160105,2.4904166666666667e-4
160106,2.567e-4
160107,2.3728333333333335e-4
160108,2.919e-4
160110,2.2765833333333334e-4
160112,2.99225e-4
160113,2.9482499999999997e-4
160201,3.169e-4
160202,3.0089166666666666e-4
160205,2.871e-4
160206,2.5773333333333333e-4
160210,2.796e-4
160211,2.8985e-4
160301,2.7470833333333335e-4
160302,2.6511666666666667e-4
160303,2.325e-4
160304,2.2329166666666667e-4
160305,2.4903333333333333e-4
160401,2.5353333333333333e-4
160402,2.5325e-4
160403,2.5603333333333334e-4
160404,2.4560833333333334e-4
160501,2.661333333333333e-4
160502,2.726916666666667e-4
160503,2.554916666666667e-4
160504,2.833166666666667e-4
160505,2.8015e-4
160506,2.8254166666666667e-4
160507,2.8746666666666664e-4
160508,2.682e-4
160509,2.5036666666666666e-4
160510,3.034e-4
160511,2.645666666666667e-4
160601,2.961e-4
160602,3.0854166666666665e-4
160603,3.2854166666666665e-4
160604,2.929166666666667e-4
160605,3.021333333333333e-4
160606,2.9474166666666664e-4
160701,2.454e-4
160702,2.7391666666666667e-4
160703,2.463666666666667e-4
160704,2.41525e-4
160705,2.54675e-4
160706,2.2366666666666666e-4
160801,2.4539166666666666e-4
160802,2.2688333333333334e-4
160803,2.2459166666666667e-4
160804,2.5401666666666667e-4
170101,3.653416666666667e-4
170102,3.51925e-4
170103,3.6378333333333333e-4
170104,3.68875e-4
170201,3.4080833333333333e-4
170202,3.353916666666667e-4
170203,3.5288333333333334e-4
170204,3.37375e-4
170301,3.50725e-4
170302,3.58e-4
170303,3.757333333333333e-4
180101,0.0022804916666666667
180102,0.00133935
180103,0.0014908833333333333
180104,0.001810175
180105,0.0015018499999999999
180106,0.0016280833333333334
180201,0.0019804166666666668
180202,0.0016250416666666666
180203,0.0018225
180204,0.00104745
180205,0.0034335416666666668
180206,0.0013553916666666666
180207,0.0018111916666666667
180208,0.002414308333333333
180209,0.001966325
180210,0.0016474333333333334
180211,0.0013299916666666667
180301,0.00137615
180302,0.0018668833333333333
180303,0.0017407583333333334
190101,3.5516666666666666e-4
190102,2.7347572218333334e-4
190103,3.3508333333333334e-4
190104,4.861166666666667e-4
190105,3.7329166666666663e-4
190106,3.664166666666667e-4
190107,3.2655e-4
190108,3.481416666666667e-4
190109,4.90075e-4
190110,3.028083333333333e-4
190111,3.731916666666667e-4
190112,4.4243333333333337e-4
190113,3.2444166666666666e-4
190201,4.2409166666666667e-4
190202,4.264e-4
190203,4.228833333333333e-4
190204,4.39875e-4
190205,4.56525e-4
190206,3.98375e-4
190207,4.920166666666667e-4
190208,4.493333333333333e-4
190301,2.1021666666666666e-4
190302,2.609e-4
190303,2.36075e-4
190304,2.535083333333333e-4
190305,2.1215e-4
190306,2.6286666666666664e-4
190307,2.4255833333333332e-4
190308,2.5365833333333335e-4
200101,7.982166666666667e-4
200104,7.278083333333333e-4
200105,6.889666666666667e-4
200107,7.245333333333333e-4
200108,8.189416666666666e-4
200109,7.368916666666667e-4
200110,7.857833333333333e-4
200111,6.684333333333333e-4
200114,7.063333333333333e-4
200115,7.366833333333333e-4
200201,3.4281666666666666e-4
200202,3.9245e-4
200203,3.6603333333333336e-4
200204,3.85325e-4
200205,2.41375e-4
200206,3.86175e-4
200207,4.276666666666667e-4
200208,3.1984166666666666e-4
200209,3.108333333333333e-4
200210,5.653166666666667e-4
200301,2.5225e-4
200302,3.2445833333333334e-4
200303,1.7265e-4
200304,3.6753333333333334e-4
200305,3.19975e-4
200306,3.361846267166667e-4
200307,2.2593333333333334e-4
200308,2.850666666666667e-4
200401,6.3005e-4
200402,5.518750000000001e-4
200403,2.8453333333333333e-4
200404,6.32925e-4
200405,5.035833333333333e-4
200406,5.272833333333333e-4
200407,4.2115833333333336e-4
200408,3.6495833333333335e-4
200409,3.6169166666666667e-4
200410,3.61725e-4
200501,9.792166666666667e-4
200502,7.202833333333333e-4
200503,8.143833333333333e-4
200504,8.336083333333334e-4
200505,7.709916666666667e-4
200506,8.047583333333333e-4
200507,7.69425e-4
200601,7.658666666666667e-4
200602,7.3395e-4
200603,7.751333333333333e-4
200604,7.084916666666666e-4
200605,6.677833333333333e-4
200606,7.512666666666666e-4
200607,7.692666666666666e-4
200608,7.509166666666667e-4
200701,7.34975e-4
200702,7.431e-4
200703,7.691833333333334e-4
200704,7.878083333333334e-4
200705,7.68e-4
200706,8.121083333333333e-4
200801,6.620083333333333e-4
200802,7.69725e-4
200803,8.005666666666667e-4
200804,7.462e-4
200805,7.277333333333333e-4
200806,6.487999999999999e-4
210101,9.8865e-4
210102,9.0175e-4
210103,0.0010878833333333334
210104,0.0010825916666666667
210105,9.869333333333333e-4
210106,0.001055325
210107,0.0010657416666666666
210108,0.0010308916666666667
210109,9.491083333333333e-4
210110,0.00118715
210111,9.531833333333333e-4
210112,9.579e-4
210113,8.223083333333334e-4
210114,0.001015375
210115,0.0010643
210201,6.233666666666666e-4
210202,8.094166666666666e-4
210203,7.215083333333333e-4
210204,6.805666666666667e-4
210205,8.495916666666667e-4
210206,7.071333333333334e-4
210207,6.624166666666666e-4
210208,4.996833333333334e-4
210209,5.07675e-4
210210,8.05325e-4
210211,6.87975e-4
210212,5.408166666666667e-4
210213,6.912583333333333e-4
210214,7.037666666666666e-4
210215,7.042916666666667e-4
210301,4.6099166666666665e-4
210302,4.3965e-4
210303,2.683333333333333e-4
210304,3.1230833333333334e-4
210305,4.3173333333333333e-4
210306,4.5385833333333334e-4
210307,2.825083333333333e-4
210308,2.872416666666667e-4
210309,2.222e-4
210310,3.83575e-4
210401,8.486833333333333e-4
210402,8.122916666666667e-4
210403,9.590166666666667e-4
210404,0.0010054583333333335
210405,0.0011960083333333333
210406,9.57125e-4
210407,8.764666666666666e-4
210501,8.822333333333333e-4
210502,8.8435e-4
210503,8.545833333333334e-4
210504,0.0010397166666666667
210505,0.0010401916666666667
210601,7.844916666666666e-4
210602,5.06825e-4
210603,5.926166666666667e-4
210604,5.074e-4
210605,9.335583333333334e-4
210606,7.016833333333333e-4
210607,7.883833333333333e-4
210608,6.727666666666666e-4
210701,8.487166666666667e-4
210702,9.773833333333334e-4
210703,9.191666666666667e-4
210704,8.42175e-4
210705,8.466666666666667e-4
210706,8.236e-4
210707,9.953083333333332e-4
210708,7.614416666666667e-4
210709,0.0011450916666666667
210710,7.811916666666666e-4
210801,7.32975e-4
210802,5.479916666666667e-4
210803,7.760916666666667e-4
210804,7.789083333333333e-4
210805,7.129416666666667e-4
210806,5.81825e-4
210807,7.811833333333333e-4
210808,6.28325e-4
210809,8.015499999999999e-4
210901,8.026416666666667e-4
210902,8.7765e-4
210903,6.168083333333333e-4
210904,8.666583333333333e-4
211001,5.008583333333333e-4
211002,3.9070833333333335e-4
211003,6.436916666666667e-4
211004,4.7115e-4
211005,2.182e-4
211101,9.624416666666667e-4
211102,0.0010430166666666667
211103,0.0011397833333333333
211104,0.001032025
211105,8.4645e-4
211201,2.80425e-4
211202,3.520416666666667e-4
211203,2.7258333333333334e-4
211204,2.8234166666666667e-4
211205,2.4297524850833333e-4
211206,2.6856666666666667e-4
211207,2.708083333333333e-4
211208,2.48525e-4
211209,2.883333333333333e-4
211210,3.4713333333333333e-4
211301,9.659166666666667e-4
211302,8.28475e-4
211303,8.102750000000001e-4
211304,8.425333333333334e-4
211305,8.718333333333333e-4
211306,9.194583333333333e-4
211307,9.26875e-4
220101,2.0874166666666667e-4
220102,2.53025e-4
220103,2.7738333333333334e-4
220104,2.6093333333333335e-4
220105,1.9783333333333334e-4
220106,2.30575e-4
220201,3.813166666666667e-4
220202,2.686333333333333e-4
220203,2.965833333333333e-4
220204,3.4308333333333337e-4
220205,3.512666666666667e-4
220206,4.26175e-4
220301,3.08725e-4
220302,3.2261666666666666e-4
220303,2.6050833333333333e-4
220304,3.499583333333333e-4
220305,3.043666666666667e-4
220401,2.7935e-4
220402,2.4375833333333333e-4
220403,3.29225e-4
220404,2.99125e-4
220405,3.4779166666666666e-4
220406,3.8485e-4
220501,2.888666666666667e-4
220502,2.797e-4
220503,3.152333333333333e-4
220504,3.1866666666666664e-4
220505,3.508916666666667e-4
220506,2.4605e-4
220507,3.0871666666666664e-4
220508,2.7455e-4
220509,2.770166666666667e-4
220510,3.07025e-4
220511,3.434833333333333e-4
220601,3.2400833333333335e-4
220602,2.6549166666666666e-4
220603,2.0926666666666667e-4
220604,2.6604166666666665e-4
220605,3.1825e-4
220701,3.1029166666666667e-4
220702,3.626e-4
220703,3.45675e-4
220704,3.2935e-4
220705,3.07675e-4
220706,3.5148333333333336e-4
220707,3.3086666666666667e-4
220708,2.670416666666667e-4
220709,2.944166666666667e-4
220710,2.711e-4
220801,2.3071666666666667e-4
220802,2.1353333333333334e-4
220803,2.1723333333333335e-4
220804,2.2489166666666665e-4
220805,1.419451763e-4
220806,2.486083333333333e-4
220807,2.9839166666666665e-4
220808,2.1681666666666666e-4
220809,2.8015833333333334e-4
220901,3.6735e-4
220902,3.818333333333333e-4
220903,3.541416666666667e-4
220904,3.1316666666666667e-4
220905,3.1058333333333334e-4
220906,3.006083333333333e-4
220907,2.8228333333333336e-4
220908,3.67925e-4
220909,3.372583333333333e-4
220910,3.91525e-4
220911,2.780083333333333e-4
220912,3.1403333333333334e-4
220913,3.3110833333333336e-4
220914,3.35275e-4
221001,2.6338333333333333e-4
221002,2.44825e-4
221003,2.597e-4
221004,1.8630833333333334e-4
221005,2.60625e-4
230101,0.0015976
230102,0.0016568833333333334
230103,0.001575525
230104,0.001572175
230105,0.0017311083333333332
230106,0.0013635833333333334
230107,9.203916666666666e-4
230108,0.00142655
230109,0.00222075
230110,0.00177205
230111,0.0021332666666666667
230201,9.740583333333334e-4
230202,0.001054175
230203,0.0010700083333333333
230204,0.0015037916666666667
230205,0.0014227999999999999
230206,0.0014295416666666666
230301,0.0019941583333333334
230302,0.0016782083333333332
230303,0.001798875
230401,8.328333333333333e-4
230402,0.0014196666666666667
230403,9.829916666666666e-4
230404,0.0011091833333333333
230405,0.0015348166666666668
230406,8.956083333333334e-4
230407,9.173416666666667e-4
230408,8.3795e-4
240101,6.961583333333333e-4
240102,6.707916666666666e-4
240103,6.821666666666666e-4
240104,4.90175e-4
240105,5.621666666666667e-4
240106,5.887166666666666e-4
240201,7.005833333333333e-4
240202,5.615083333333333e-4
240203,7.306583333333333e-4
240301,6.6905e-4
240302,6.539416666666666e-4
240303,4.288083333333333e-4
240304,5.883166666666667e-4
250101,3.1065e-4
250102,3.283333333333333e-4
250103,3.1145833333333335e-4
250104,3.22325e-4
250105,3.462e-4
250106,3.118833333333333e-4
250107,3.506916666666667e-4
250201,3.0660833333333336e-4
250202,3.325583333333333e-4
250203,3.0624166666666665e-4
250204,3.0616666666666666e-4
250301,2.6759166666666666e-4
250302,3.1039166666666667e-4
250303,3.079583333333333e-4
250304,3.2995e-4
250305,2.943583333333333e-4
250401,3.437166666666667e-4
