ubigeo,tmmx
060102,22.047558133333332
060103,20.185756741666665
060104,22.445261225
060105,18.009706066666666
060106,20.704681125
060107,22.707267166666668
060108,20.364831891666668
060109,23.434574525
060110,23.191489725
060111,20.704381883333333
060112,22.094920783333333
060201,20.625261625
060202,21.167008258333333
060203,23.961476833333332
060204,23.204262125
060301,24.317340108333333
060302,24.044136966666667
060303,23.015900041666665
060304,19.3910929
060305,24.478708466666667
060306,21.3417755
060307,20.511948691666667
060308,21.908021716666667
060309,18.427501624999998
060310,19.381113966666668
060311,25.09068825
060312,20.91849995
060401,20.872823333333333
060402,23.047562583333335
060403,22.358610283333334
060404,21.276725025
060405,25.117094041666668
060406,24.451196058333334
060407,23.350508075
060408,21.017240675
060409,23.303688091666665
060410,21.9534839
060411,25.0658352
060412,22.360693633333334
060413,20.729754175
060414,26.416261241666668
060415,21.479331708333333
060416,24.403723625
060417,21.791039758333334
060418,26.403884891666667
060419,20.805542375
060501,22.864723641666668
060502,25.842423466666666
060503,24.573262033333332
060504,21.74742284166667
060505,26.335430608333333
060506,23.116399591666667
060507,24.12476493333333
060508,26.956600691666665
060601,22.177229216666667
060602,24.563583375
060603,26.894887308333335
060604,26.879952466666666
060605,24.3896537
060606,24.607104533333334
060607,23.100459483333335
060608,21.714079758333334
060609,24.966123775
060610,23.870284241666667
060611,25.04600015
060612,22.56064485
060613,24.697439541666668
060614,22.086765358333334
060615,26.992802283333333
060701,20.290986883333332
060702,19.211817558333333
060703,18.170699758333335
060801,24.997026175000002
060802,28.446098641666666
060803,21.439314658333334
060804,24.319726666666668
060805,24.449381241666668
060806,25.823458441666666
060807,23.367020575
060808,24.766548158333332
060809,22.119119808333334
060810,23.363086908333333
060811,24.341277908333332
060812,27.11025125833333
060901,27.124701775
060902,27.135530266666667
060903,26.221282558333332
060904,25.7874402
060905,23.605333875
060906,25.528618383333335
060907,22.35947475
061001,22.682973475
061002,23.611332708333332
061003,24.966093066666666
061004,19.491006316666667
061005,23.942205116666667
061006,22.725712375
061007,22.69092008333333
061101,23.5942908
061102,25.07002885
061103,19.783456833333332
061104,18.442862883333333
061105,21.883849116666667
061106,25.868428683333335
061107,18.5168358
061108,27.527315933333334
061109,23.322356608333333
061110,26.501739925
061111,19.636427191666666
061112,20.115961391666666
061113,24.856398641666665
061201,22.428171491666667
061202,25.316068066666666
061203,26.205481583333334
061204,19.173354608333334
061301,24.8078651
061302,23.372638116666668
061303,23.524039883333334
061304,24.372947133333334
061305,24.137386158333335
061306,21.59837
061307,21.901849966666667
061308,24.06732231666667
061309,24.826762600000002
061310,23.218013633333335
061311,22.795910974999998
070101,23.053733433333335
070102,23.071759258333334
070103,23.141931716666665
070104,23.095712425000002
070105,22.816666666666666
070106,23.155405583333334
070107,23.4263793
080101,18.191868141666667
080102,17.6577447
080103,18.491801133333333
080104,18.695438466666666
080105,19.370230416666665
080106,18.527680191666665
080107,19.148792441666668
080108,20.024901975
080201,17.5177252
080202,18.16505435
080203,18.879674566666665
080204,18.26459225
080205,17.416544666666667
080206,18.423264125
080207,17.258466608333332
080301,19.475375591666666
080302,18.143112425
080303,19.035833116666666
080304,20.1894426
080305,17.084468516666668
080306,19.794093216666667
080307,20.8487202
080308,19.487071208333333
080309,19.646565208333335
080401,16.808748366666666
080402,18.542535408333332
080403,17.379262633333333
080404,17.299645183333332
080405,17.710760808333333
080406,18.377333016666668
080407,18.388252441666666
080408,22.929455841666666
080501,17.273333524999998
080502,16.9201674
080503,17.03477945
080504,16.840511208333332
080505,15.79097185
080506,18.307917183333334
080507,17.117646825
080508,18.077449875
080601,16.372595216666667
080602,13.762523266666667
080603,16.510344316666668
080604,15.276460508333333
080605,13.006916266666668
080606,15.099906891666667
080607,18.401897741666666
080608,18.712181425
080701,14.59300655
080702,17.867101783333332
080703,17.519566391666668
080704,18.306546491666666
080705,16.945318091666667
080706,16.0882893
080707,17.256164666666667
080708,16.187855758333335
080801,16.998462158333332
080802,13.135100699999999
080803,16.019851666666668
080804,16.076249366666666
080805,16.967783566666668
080806,17.812749775
080807,14.989963316666667
080808,17.242729991666668
080901,27.102668325
080902,28.012428608333334
080903,22.7013671
080904,27.665034966666667
080905,22.787638841666666
080906,27.8072363
080907,26.8370322
080908,19.419804966666668
080909,22.299990275
080910,27.781721216666668
080911,23.281875433333333
080912,25.33340915
080913,29.203054283333334
080914,31.443787241666666
081001,18.776111883333332
081002,18.688639508333335
081003,19.905499875
081004,19.937027358333335
081005,19.63298221666667
081006,17.392470241666665
081007,20.652415949999998
081008,19.042442958333332
081009,18.534335133333332
081101,19.480863041666666
081102,17.91211715
081103,18.811696491666666
081104,17.870722283333333
081105,17.905723466666664
081106,25.236816866666665
081201,18.570950391666667
081202,19.151146516666667
081203,24.960660458333333
081204,15.641759408333334
081205,17.5981014
081206,15.728553791666666
081207,16.683039891666667
081208,18.517859875
081209,15.4741874
081210,14.589030975
081211,18.9096157
081212,17.121859008333335
081301,17.485244983333335
081302,18.282550575
081303,20.03757395
081304,20.558903691666668
081305,20.778651708333335
081306,17.200368641666667
081307,19.245790666666668
090101,12.918161033333334
090102,12.431495133333334
090103,17.336361716666666
090104,16.316931641666667
090105,16.816698225
090106,11.906060508333333
090107,17.12758065
090108,18.985550583333332
090109,14.511671083333333
090110,14.513588616666667
090111,19.8776974
090112,16.138687741666665
090113,12.728337
090114,15.251754108333333
090115,17.681385258333332
090116,14.558752366666667
090117,15.714298033333334
090118,11.835749775
090119,15.672463275
090201,20.398979816666667
090202,19.912216866666668
090203,18.427344941666668
090204,21.38775903333333
090205,23.79466665
090206,16.198397075
090207,21.000682491666666
090208,18.838257016666667
090301,13.955000525
090302,17.831693241666667
090303,19.42034165
090304,15.124242883333334
090305,24.800053583333334
090306,18.449153858333332
090307,16.653163966666668
090308,17.630102308333335
090309,21.845356108333334
090310,20.877383299999998
090311,16.622768633333333
090312,15.546483475
090401,12.061282941666667
090402,14.29212345
090403,12.097717425
090404,19.714770908333335
090405,12.237683716666666
090406,15.498304516666666
090407,14.75436705
090408,16.407463608333334
090409,16.701974308333334
090410,20.909135066666668
090411,10.7408539
090412,17.371408
090413,18.702610466666666
090501,21.402886558333332
090502,19.19836275833333
090503,20.770932316666666
090504,19.7783823
090505,24.494631599999998
090506,19.542581758333334
090507,17.895568833333332
090508,24.408298325
090509,21.172083041666667
090510,20.688714666666666
090511,19.237969416666665
090601,18.346679141666666
090602,18.688393291666667
090603,17.680372375
090604,17.2771786
090605,15.746945233333333
090606,20.341376266666668
090607,12.500356833333333
090608,14.744003791666666
090609,18.468360808333333
090610,13.839805641666667
090611,18.507657466666664
090612,17.9438285
090613,17.555189025
090614,16.711014675
090615,14.586204216666667
090616,13.364042183333334
090701,18.841254783333333
090702,17.769542108333333
090703,17.19779415
090704,18.328147875
090705,21.249983175
090706,20.184407791666665
090707,25.112968516666665
090709,19.756109583333334
090710,17.196385875
090711,17.115206966666666
090713,23.986341633333332
090714,20.919567383333334
090715,23.72190344166667
090716,17.63007581666667
090717,23.085561975
090718,22.974890533333333
090719,18.683155025
090720,22.007430041666666
090721,21.884450591666667
090722,17.75082345
090723,19.520214791666668
100101,24.516352575
100102,23.638165583333333
100103,25.475708258333334
100104,19.934691566666668
100105,15.510755233333333
100106,19.371742258333335
100107,21.170676558333334
100108,15.978497325000001
100109,20.231115616666667
100110,19.04902915
100111,23.0661667
100112,16.068790341666666
100113,25.941423066666665
100201,19.694322383333333
100202,17.199595191666667
100203,15.847672866666667
100204,21.41678445
100205,21.160684558333333
100206,18.24570578333333
100207,16.828681775
100208,22.228494866666665
100301,15.9138765
100307,15.26501495
100311,17.670551641666666
100313,15.962626875
100316,16.365836116666667
100317,16.717337758333333
100321,17.887280558333334
100322,17.087121983333333
100323,18.764674475
100401,19.30996216666667
100402,19.564082716666668
100403,24.10317931666667
100404,18.83392308333333
100501,14.883046775
100502,20.463671591666667
100503,18.651282775
100504,15.325150766666667
100505,22.116022091666668
100506,15.774420408333334
100507,25.731209033333332
100508,17.331963316666666
100509,15.411929791666667
100510,16.188618325
100511,16.24203453333333
100601,31.276394391666667
100602,30.004460516666665
100603,30.892475825000002
100604,30.058808491666667
100605,31.671777666666667
100606,29.982906808333333
100607,30.164804183333334
100608,31.549081083333334
100609,31.102969533333333
100610,30.734709575
100701,19.588543058333332
100702,23.564251416666668
100703,19.300564025
100704,29.78465101666667
100705,26.003176366666665
100801,19.785623091666665
100802,26.799548233333333
100803,19.065334816666667
100804,24.159720666666665
100901,32.701039875
100902,31.34448665
100903,32.840111058333335
100904,33.00058011666667
100905,32.69285408333334
101001,13.015667558333334
101002,13.432910858333333
101003,16.229612041666666
101004,11.639852475
101005,15.524882308333334
101006,16.251945658333334
101007,13.08268315
101101,15.467751016666666
101102,16.775213266666665
101103,16.628733933333333
101104,15.463230791666666
101105,15.958315866666666
101106,16.444726725
101107,16.535090358333335
101108,16.439826325
110101,24.837144391666666
110102,25.681048366666666
110103,25.6385875
110104,24.905933691666668
110105,25.736509825
110106,25.754453675
110107,25.695400366666668
110108,25.408815516666667
110109,24.807734475
110110,25.69186175
110111,25.584782991666668
110112,25.169857825
110113,25.585074633333335
110114,23.935861066666668
110201,24.883243366666665
110202,24.959068416666668
110203,19.7406373
110204,25.093834233333332
110205,24.321472825
110206,25.022242158333334
110207,24.590142391666667
110208,19.43273655
110209,14.329658041666667
110210,25.086052916666667
110211,24.952495508333335
110301,26.793058983333335
110302,26.10536975
110303,26.726890208333334
110304,25.472724783333334
110305,26.696808691666668
110401,26.851206375
110402,27.010347125
110403,26.179762841666665
110404,26.503443025
110405,22.914243058333334
110501,24.892556141666667
110502,22.341285441666667
110503,24.7307275
110504,25.375843175
110505,24.30723445
110506,25.252453116666665
110507,25.209843508333332
110508,25.292686675
120101,15.9429397
120104,18.08175825
120105,16.004924308333333
120106,16.82986395
120107,18.472737233333334
120108,13.160349508333333
120111,17.391459841666666
120112,17.624165975
120113,17.704774658333335
120114,16.7883142
120116,18.976182708333333
120117,19.117292316666667
120119,19.670345466666667
120120,16.989303116666665
120121,19.864679775
120122,17.187956758333332
120124,18.953172016666667
120125,19.821556183333332
120126,17.043033116666667
120127,17.254803875
120128,15.992901025
120129,19.038586858333332
120130,19.291668175
120132,18.955846658333332
120133,17.540804783333332
120134,19.621463508333335
120135,21.613260075
120136,19.743484175
120201,19.304675791666668
120202,17.658403433333334
120203,18.413523083333335
120204,17.30656325
120205,18.5242964
120206,17.095718566666665
120207,17.633125625
120208,18.376143116666668
120209,20.572875083333333
120210,19.144874308333335
120211,19.0215136
120212,19.175
120213,19.145216741666665
120214,15.6734814
120215,18.4630207
120301,24.729871941666666
120302,27.447853633333334
120303,27.9232902
120304,27.744473791666667
120305,23.376222175
120306,22.330252391666665
120401,18.575206141666666
120402,17.238095725
120403,17.139296025
120404,18.790994166666668
120405,13.926733583333332
120406,16.228931416666665
120407,18.576550958333332
120408,18.293662191666666
120409,18.21284766666667
120410,18.679215533333334
120411,16.799767958333334
120412,17.942984825
120413,18.060341566666665
120414,16.335308483333336
120415,17.7261105
120416,18.067284908333335
120417,17.529083775
120418,17.613912775
120419,20.878302508333334
120420,18.291000216666667
120421,17.938564075
120422,17.61141095
120423,16.6732985
120424,18.394392341666666
120425,17.381230733333332
120426,15.780507658333333
120427,16.335148125
120428,18.770476008333333
120429,18.258559833333333
120430,18.4977184
120431,16.864905225
120432,17.337609858333334
120433,17.358315008333335
120434,18.075445258333332
120501,13.183557975
120502,13.2575999
120503,13.195194816666667
120504,17.892397016666667
120601,29.041898558333333
120602,29.014064941666668
120603,24.904907
120604,29.938291333333332
120605,22.128974258333333
120606,26.772503658333335
120607,29.462250066666666
120608,29.092134833333333
120609,28.434864075
120701,15.737304708333333
120702,18.029927733333334
120703,16.457091083333335
120704,17.849574875000002
120705,15.079937741666667
120706,18.23814326666667
120707,15.530272116666668
120708,15.020370866666667
120709,17.116399225
120801,14.719918258333333
120802,14.812127058333333
120803,12.514226258333332
120804,11.535202316666666
120805,11.455270058333333
120806,13.532251183333333
120807,11.408725666666667
120808,13.675587008333334
120809,11.7674184
120810,11.4661039
120901,19.626166950000002
120902,17.437789541666668
120903,16.716797825
120904,18.7377115
120905,19.84977135
120906,17.956788041666666
120907,15.838249891666667
120908,19.82145635
120909,14.494208533333333
130101,24.31458015
130102,25.05893355
130103,24.802181208333334
130104,25.071821341666666
130105,24.654355158333335
130106,25.180818600000002
130107,24.3546717
130108,25.670442241666667
130109,24.96395795
130110,25.370325441666665
130111,24.1143644
130201,26.918005033333333
130202,26.23579555
130203,26.2443444
130204,25.673802466666668
130205,26.680705825
130206,26.79002825
130207,25.230499358333333
130208,26.829349791666665
130301,21.049004
130302,23.112962058333334
130303,20.50427245
130304,24.495413033333335
130305,19.110063933333333
130306,23.182920808333332
130401,27.934962408333334
130402,28.230120991666666
130403,27.833296566666668
130501,19.870233725
130502,18.358426525
130503,20.37229119166667
130504,20.788238725
130601,21.18139306666667
130602,19.395058191666667
130604,23.428384858333335
130605,22.592941258333333
130606,21.327958341666665
130608,19.53861035
130610,21.63874345
130611,21.550279158333332
130613,22.861909883333333
130614,21.20489425
130701,27.551537441666667
130702,27.984550516666665
130703,27.691792183333334
130704,27.51583275
130705,27.888346583333334
130801,18.018939533333334
130802,18.22864828333333
130803,21.622230475
130804,20.271439816666668
130805,19.068763166666667
130806,23.051709358333333
130807,21.824447758333335
130808,20.843038125
130809,22.07289445
130810,19.948769616666667
130811,23.112365283333332
130812,23.43850975
130813,21.638391875
130901,19.752420625
130902,20.0193158
130903,23.344790158333332
130904,20.54118605
130905,20.22577761666667
130906,20.524655533333334
130907,18.33075025833333
130908,24.09066740833333
131001,20.48465255
131002,21.221340916666666
131003,18.1582377
131004,19.840120391666666
131005,19.948280941666667
131006,17.272120633333333
131007,22.634317008333333
131008,18.1538595
131101,25.11418515
131102,25.404565041666665
131103,24.947373533333334
131104,22.89284235
131201,25.250035566666668
131202,25.603376408333332
131203,25.575074191666666
140101,27.245549683333333
140102,28.341768191666667
140103,27.227516108333333
140104,27.021419775
140105,27.288277983333334
140106,27.086495825
140107,27.819882158333332
140108,27.082361566666666
140109,28.20998775
140110,27.624999858333332
140111,27.525597016666666
140112,27.079119375
140113,27.286227616666668
140114,26.983538991666666
140115,27.9595574
140116,28.319840974999998
140117,27.962134025
140118,27.47895954166667
140119,28.063476141666666
140120,27.772674533333333
140201,27.739013608333334
140202,20.638610641666666
140203,21.23290778333333
140204,28.038112841666667
140205,28.087222316666665
140206,27.583938366666665
140301,27.419980225
140302,28.00862775
140303,28.077182658333335
140304,28.715252541666665
140305,27.7245463
140306,27.857874374999998
140307,28.858989941666668
140308,29.162580383333335
140309,28.343700966666667
140310,25.798932100000002
140311,27.059545183333334
140312,27.879100241666666
150101,23.69751705
150102,23.308822858333333
150103,23.972067391666666
150104,23.366666666666667
150105,23.561444933333334
150106,23.366497183333333
150107,23.688009191666666
150108,23.445108175
150109,23.841231491666665
150110,23.663704766666665
150111,24.048826
150112,23.712539866666667
150113,23.684349366666666
150114,23.980917308333332
150115,23.930115066666666
150116,23.741170158333333
150117,23.605493325
150118,23.614787025
150119,24.0006341
150120,23.184816291666667
150121,23.541025008333335
150122,23.561076858333333
150123,23.938733158333335
150124,24.226849108333333
150125,23.503374708333332
150126,24.126571516666665
150127,24.14875934166667
150128,23.877243133333334
150129,24.45753845
150130,23.85982651666667
150131,23.539417408333332
150132,23.59397704166667
150133,23.838189775
150134,24.053767233333332
150135,23.374172033333334
150136,23.108552366666668
150137,24.113386916666666
150138,24.478620416666665
150139,23.00677095
150140,23.795039958333334
150141,23.68503935
150142,23.78117505
150143,23.956965641666667
150201,23.81034905
150202,24.57331165833333
150203,24.19722270833333
150204,23.8319056
150205,23.471481866666668
150301,12.275937633333333
150302,14.41266755
150303,12.834734616666667
150304,19.610422908333334
150305,19.97786135
150401,13.748462541666667
150402,17.225940725
150403,20.315623483333333
150404,11.300573391666667
150405,14.046696508333333
150406,14.400516991666667
150407,22.266523708333334
150501,24.576349658333335
150502,24.370172866666667
150503,22.813973241666666
150504,24.382703675000002
