ubigeo,tmmn
040310,10.806494141666667
040311,14.011765166666667
040312,3.600079216666667
040313,13.218130516666667
040401,12.391126258333333
040402,-1.558696825
040403,3.3939735
040404,-4.6397684833333335
040405,-0.7803922
040406,-2.65305075
040407,10.512124725
040408,-1.8227617416666666
040409,-3.764449583333333
040410,-0.8036712083333333
040411,8.347999333333334
040412,5.033039116666667
040413,13.9841562
040414,-2.5800008083333332
040501,-3.655791275
040502,-2.989957216666667
040503,-1.362100775
040504,-3.5928495166666665
040505,-4.1207701
040506,-1.6670046250000001
040507,2.199503
040508,0.7557349333333333
040509,-2.5703931416666665
040510,-4.829700891666667
040511,1.1397108666666667
040512,-4.269362583333334
040513,-3.042827383333333
040514,-3.7098505
040515,-3.186682633333333
040516,-3.88709865
040517,-3.2759567583333333
040518,-3.9296790333333336
040519,-3.6565046166666666
040520,12.752145741666666
040601,7.2063623083333335
040602,4.835996316666667
040603,-3.9625147666666667
040604,3.1519536416666667
040605,7.368096058333333
040606,11.901206733333334
040607,-4.575546041666667
040608,7.478904683333333
040701,13.503512908333333
040702,13.396846775
040703,16.490694125
040704,13.902432991666666
040705,15.2533264
040706,14.870624733333333
040801,-1.4281014333333335
040802,-2.902904775
040803,-0.5388500833333333
040804,-4.0969415
040805,-3.46686785
040806,-4.923774541666667
040807,3.9859140833333333
040808,4.336383691666667
040809,4.639672225
040810,-1.9961811333333335
040811,2.846561175
050101,8.193283866666667
050102,2.5563956
050103,4.607740183333333
050104,6.504318358333333
050105,1.9861904
050106,5.717436333333334
050107,9.201528966666666
050108,5.869917666666667
050109,5.993760433333334
050110,7.268891516666667
050111,6.921625983333334
050112,2.5118906583333334
050113,7.450322308333334
050114,0.9517106333333333
050115,9.06073215
050116,9.072304366666666
050201,4.754506583333333
050202,-0.03905130000000003
050203,2.6776228166666667
050204,2.613428491666667
050205,-1.777010725
050206,0.8412638166666667
050301,-1.4837790583333335
050302,1.3105685916666667
050303,-0.7690447416666666
050304,-1.5071187583333332
050401,4.046738666666667
050402,5.321765966666667
050403,4.113246191666667
050404,6.6003640416666665
050405,6.922436708333334
050406,3.919788175
050407,9.275502225
050408,11.647035116666666
050409,15.107910283333334
050410,2.6774900666666666
050411,7.428808041666667
050412,2.186547083333333
050501,4.677402758333333
050502,8.343199333333333
050503,9.939853424999999
050504,7.9508612
050505,7.053167525
050506,6.021826675
050507,11.016277525
050508,2.357194983333333
050509,9.026167483333333
050510,7.929772341666666
050511,8.691504583333334
050601,-0.9419633999999999
050602,-0.5007541583333334
050603,-1.4058530666666667
050604,-1.6876036083333334
050605,1.9304759166666665
050606,-2.4355664083333335
050607,5.799173391666667
050608,1.1792707916666667
050609,2.6831446083333335
050610,3.8847859583333335
050611,-0.8966354916666667
050612,5.215490075
050613,3.5867098
050614,4.959459908333333
050615,2.2819202333333335
050616,2.4873318666666666
050617,5.04984175
050618,-1.11677175
050619,5.636602283333334
050620,2.082657691666667
050621,5.364870558333333
050701,-2.15499545
050702,1.4535317833333334
050703,-3.060325675
050704,-0.5323159916666667
050705,4.242280541666666
050706,1.05350725
050707,-0.42997366666666664
050708,-0.93286395
050801,3.7771226
050802,-0.03982856666666667
050803,2.3366328
050804,0.22420426666666665
050805,-0.2557914416666667
050806,-3.834295175
050807,0.6826242499999999
050808,-0.10530599166666671
050809,0.5302787416666667
050810,0.49865831666666666
050901,2.3573963916666667
050902,7.6018042
050903,5.3294243833333335
050904,5.430422766666667
050905,-0.24214305833333327
050906,0.753129425
050907,2.9518436500000003
050908,0.10332360833333333
050909,2.0610751499999997
050910,1.761127725
050911,-0.44188124999999995
051001,0.3352633416666667
051002,3.4389352
051003,-0.07624544166666665
051004,2.5638068666666665
051005,0.924178375
051006,4.126491866666667
051007,5.831356325
051008,1.4538371333333333
051009,0.13044600833333334
051010,1.7475772166666665
051011,0.19763099166666664
051012,-0.6953995833333333
051101,3.8740136
051102,5.010612016666666
051103,5.751155916666667
051104,4.9547471000000005
051105,3.561809725
051106,5.453888841666666
051107,6.621736833333333
051108,2.6762597083333333
060101,4.518567691666667
060102,6.981987716666667
060103,5.215580783333333
060104,7.496184883333333
060105,3.426392625
060106,5.479125141666667
060107,7.251606866666666
060108,5.30419645
060109,8.857875366666667
060110,7.8729097333333335
060111,5.608437733333333
060112,6.8302553
060201,5.569029283333333
060202,6.030452633333334
060203,9.14872945
060204,8.92032405
060301,11.186612641666667
060302,11.508908675
060303,10.235545575
060304,5.142298033333333
060305,10.917667475
060306,6.810232341666667
060307,6.805859891666667
060308,7.861561066666667
060309,3.940111025
060310,4.791366758333333
060311,12.024734741666666
060312,6.880146566666666
060401,6.908312508333333
060402,10.204220058333334
060403,9.256746941666666
060404,7.5811907666666665
060405,13.102368425
060406,12.152613866666666
060407,9.885085508333333
060408,7.310000741666666
060409,9.9093383
060410,7.982129466666667
060411,12.348551316666667
060412,9.266285308333334
060413,7.054741925
060414,14.8708467
060415,8.002391141666667
060416,11.727118208333334
060417,8.47964615
060418,14.18683995
060419,7.093208025
060501,7.9651572999999996
060502,12.373927408333333
060503,10.8359361
060504,6.808958241666667
060505,13.712815425
060506,8.042426275
060507,9.990814116666666
060508,14.705770958333334
060601,8.746616791666666
060602,12.217641141666666
060603,15.47857465
060604,15.492754183333334
060605,12.119703108333333
060606,12.550886141666666
060607,10.236268175
060608,8.742156983333333
060609,12.934860616666667
060610,11.364539858333334
060611,12.939235758333334
060612,9.614239233333333
060613,12.6972413
060614,9.016554000000001
060615,15.657180341666667
060701,6.060985308333334
060702,4.952609716666667
060703,3.8581392083333332
060801,13.257400875
060802,17.392732925
060803,9.028370108333334
060804,12.156441741666667
060805,12.584459166666667
060806,14.208335675
060807,10.828806225
060808,12.414308333333334
060809,9.557064625
060810,10.758814641666666
060811,12.304880891666667
060812,16.064636175
060901,15.303621841666667
060902,15.612255583333333
060903,14.81623695
060904,14.016789416666667
060905,11.541800441666666
060906,13.884785991666666
060907,10.163258041666667
061001,7.6176853583333335
061002,8.561230191666667
061003,10.35570495
061004,4.60336365
061005,9.135904091666667
061006,8.063331208333333
061007,8.572045183333334
061101,9.512001025
061102,12.0252625
061103,5.157507758333333
061104,3.9980370583333333
061105,7.451203658333333
061106,13.201556533333333
061107,3.944699925
061108,15.672437483333333
061109,9.591853358333333
061110,14.034574075
061111,4.883531191666667
061112,5.611310775
061113,11.533944625
061201,7.647804925
061202,11.600429308333334
061203,13.006157125
061204,4.386178308333333
061301,11.521638075
061302,9.476567825
061303,9.837580775
061304,11.060823508333334
061305,10.619441483333333
061306,7.385577516666666
061307,7.691302991666666
061308,10.409904283333333
061309,11.626427108333333
061310,9.36543515
061311,8.6562784
070101,16.4055432
070102,16.156056066666668
070103,16.188833675
070104,16.149582249999998
070105,16.225
070106,15.608220658333334
070107,15.375881233333333
080101,2.2770537666666666
080102,1.53118585
080103,2.6392064166666667
080104,2.8322058583333334
080105,3.7934698083333336
080106,2.603700858333333
080107,3.444768858333333
080108,4.757058841666667
080201,0.5951384000000001
080202,0.7537248583333334
080203,2.24316025
080204,0.686895525
080205,0.08292488333333327
080206,2.019872883333333
080207,0.019890291666666712
080301,3.88507565
080302,2.314382316666667
080303,3.3856412583333335
080304,4.391092466666667
080305,1.1812365
080306,3.9942561333333333
080307,4.97326385
080308,3.9436558
080309,4.102855066666667
080401,0.8912975916666667
080402,2.7625669166666666
080403,1.4427669916666668
080404,1.512475575
080405,1.7398029416666667
080406,2.4920411916666665
080407,2.50166825
080408,7.702942025
080501,-0.8655079333333333
080502,-1.442319275
080503,-1.8265261833333333
080504,-1.75706115
080505,-3.0737245166666667
080506,0.60726705
080507,-1.0512092416666667
080508,0.40921489166666664
080601,-1.9734204583333335
080602,-3.8984025166666667
080603,-1.325653475
080604,-3.2107040083333334
080605,-4.486928316666667
080606,-2.9644617583333335
080607,0.5386884833333332
080608,0.9695702916666668
080701,-2.6609654750000002
080702,1.1053581333333333
080703,0.10479040833333335
080704,1.296190225
080705,-0.8327807583333333
080706,-1.0039633833333332
080707,0.2277126083333333
080708,-1.4722094166666666
080801,-1.7871575166666667
080802,-4.809218033333333
080803,-2.121540716666667
080804,-2.7441422583333335
080805,-2.2902108666666665
080806,-1.1513204416666667
080807,-2.9269803916666666
080808,-1.9128413166666667
080901,11.462660925
080902,13.153756141666667
080903,7.024515341666667
080904,12.088893291666666
080905,7.263727141666666
080906,13.003666691666666
080907,11.589133925
080908,3.5176357416666666
080909,6.450190525
080910,12.996397275
080911,7.393102416666666
080912,9.533679316666667
080913,14.02771995
080914,19.104570516666666
081001,2.610960075
081002,2.0498352583333332
081003,3.7833381833333335
081004,3.7551941666666666
081005,3.73136915
081006,0.17546910833333335
081007,4.835168716666667
081008,2.4223060916666665
081009,2.4661794666666665
081101,3.9217924333333336
081102,1.7169908083333334
081103,3.246317875
081104,1.8130863916666666
081105,1.7031049583333333
081106,11.7312426
081201,2.2427114416666667
081202,3.1390602666666667
081203,12.630082083333333
081204,-1.166996975
081205,1.0469452333333333
081206,-1.58206045
081207,-0.10452581666666663
081208,2.4350698
081209,-1.2793298666666666
081210,-2.5684472416666666
081211,3.0507539333333336
081212,0.17549569999999998
081301,1.6802455166666665
081302,2.4625368666666665
081303,4.6045141916666665
081304,4.792797566666667
081305,5.433533691666667
081306,1.3175207916666667
081307,3.6806826666666668
090101,-1.7405615583333334
090102,-1.9739860333333332
090103,2.3157355833333333
090104,1.5635129749999999
090105,2.0561220916666665
090106,-2.7553741916666667
090107,2.46397185
090108,3.9690744
090109,-0.07434040833333334
090110,-0.06995522500000002
090111,4.714323366666666
090112,1.471478625
090113,-1.79440075
090114,0.4853203833333334
090115,2.867573625
090116,0.03958544166666674
090117,0.7697268166666666
090118,-2.66676365
090119,0.89708785
090201,4.854690575
090202,4.523171541666667
090203,3.097455225
090204,5.681521625
090205,7.931343541666666
090206,1.1435079583333332
090207,5.363746341666666
090208,3.4746763666666665
090301,-0.943283575
090302,2.5946985583333335
090303,3.9760327583333335
090304,0.19379172500000003
090305,8.799380041666666
090306,3.05030845
090307,1.4698847083333333
090308,2.3861164166666664
090309,6.050134083333333
090310,5.179347825
090311,1.2924104583333333
090312,0.38016533333333336
090401,-2.5566636166666665
090402,-0.384074825
090403,-2.3634419583333335
090404,4.704952433333333
090405,-2.172946641666667
090406,0.5437303833333333
090407,-0.042331974999999994
090408,1.648033375
090409,1.6756946833333333
090410,6.068821008333333
090411,-3.8183150583333334
090412,2.5166620583333335
090413,3.53823335
090501,5.720982791666667
090502,3.8258957083333334
090503,5.453174066666667
090504,4.265077641666666
090505,8.567044841666666
090506,4.026929875
090507,2.64807545
090508,8.514529991666667
090509,5.624652025
090510,5.260760608333333
090511,3.969992941666667
090601,3.1757390583333334
090602,3.475227875
090603,2.2541645083333335
090604,2.1146969083333333
090605,0.4905027083333333
090606,4.61739065
090607,-2.3236704666666665
090608,-0.5380875833333334
090609,3.284008175
090610,-1.0354907166666667
090611,3.252323516666667
090612,2.5959163166666666
090613,2.331495341666667
090614,1.1643749666666667
090615,-0.383513125
090616,-1.5009936833333333
090701,3.793831425
090702,2.9277274
090703,2.3622749833333336
090704,3.352969566666667
090705,6.07227165
090706,5.119076716666667
090707,10.188016258333333
090709,4.7907470666666665
090710,2.4860497333333336
090711,2.4270456
090713,8.929499016666666
090714,5.914275
090715,8.816976725
090716,2.9389871833333334
090717,8.054774
090718,7.9424947
090719,3.5666414
090720,6.854078025
090721,6.609350091666667
090722,2.9601802916666666
090723,4.5085170833333335
100101,9.35446155
100102,8.580302625
100103,10.566161866666667
100104,5.039154908333334
100105,1.2731923416666666
100106,4.562986983333333
100107,6.281102733333333
100108,1.6936714666666668
100109,5.393039091666667
100110,4.290196408333333
100111,8.080231325
100112,1.6908908083333334
100113,10.938515625
100201,5.046978658333334
100202,2.837277825
100203,1.6574609333333334
100204,6.554675308333334
100205,6.34468445
100206,3.802836833333333
100207,2.553200375
100208,7.280880316666667
100301,1.4963228083333333
100307,0.791773925
100311,2.9351046833333334
100313,1.4049984666666666
100316,1.7043304833333335
100317,2.113508066666667
100321,3.0889029333333333
100322,2.4332019166666665
100323,3.8452574333333334
100401,4.167306741666667
100402,4.423360216666667
100403,9.150470633333333
100404,3.7500676916666666
100501,0.3818042166666667
100502,5.212715575
100503,3.6416091
100504,0.7638304583333333
100505,6.936765591666666
100506,1.0911201666666668
100507,11.273869266666667
100508,2.4630275833333335
100509,0.7965613500000001
100510,1.4190872916666666
100511,1.4879859166666667
100601,18.603217266666668
100602,15.959761558333334
100603,17.362587691666665
100604,16.519657233333334
100605,19.208851466666665
100606,16.08166105
100607,16.587517008333332
100608,19.135741383333333
100609,18.040373341666665
100610,17.291810533333333
100701,4.481555075
100702,8.961064316666667
100703,4.215036583333333
100704,16.279687258333333
100705,11.590594816666666
100801,5.176153008333333
100802,11.974661308333333
100803,4.378920875
100804,8.997788383333333
100901,20.857660233333334
100902,18.662903375
100903,21.492162
100904,21.36126655
100905,21.096604841666668
101001,-0.9136546833333333
101002,-0.5532716916666667
101003,1.865621225
101004,-2.1630538416666667
101005,1.2102227166666668
101006,1.8611969916666666
101007,-0.7618127333333333
101101,1.075009675
101102,2.229705575
101103,2.1350148333333334
101104,1.0130667083333333
101105,1.5737219083333334
101106,1.9252112666666668
101107,1.966596475
101108,1.9981894666666666
110101,12.792389916666666
110102,12.702712391666667
110103,12.432315983333332
110104,13.046013308333333
110105,13.418281258333334
110106,13.445713491666666
110107,13.363843883333333
110108,13.342907649999999
110109,10.474506816666667
110110,13.255575266666668
110111,12.9034283
110112,13.040780083333333
110113,13.459266183333334
110114,9.046824633333333
110201,12.577231933333334
110202,12.172131958333333
110203,5.269703416666666
110204,15.343508758333334
110205,11.227690225
110206,14.620706325
110207,12.370911341666666
110208,4.730937216666667
110209,-0.2503488083333334
110210,15.360042341666666
110211,15.42064765
110301,12.023885066666667
110302,13.384867208333333
110303,11.209347233333334
110304,11.669678491666668
110305,10.5668042
110401,11.861451875
110402,12.839800491666667
110403,10.891101891666667
110404,12.144612025
110405,7.0979739
110501,15.530719975
110502,7.304006291666667
110503,11.385901783333333
110504,13.957436508333334
110505,14.013043591666666
110506,14.899387633333333
110507,15.277449175
110508,14.9247902
120101,1.435954975
120104,3.347899883333333
120105,1.45324735
120106,2.266318025
120107,3.81690515
120108,-1.179910675
120111,2.801527275
120112,2.9255130583333333
120113,3.0171031249999998
120114,2.28752035
120116,4.2464751750000005
120117,4.47587435
120119,4.922237133333334
120120,2.375594358333333
120121,5.1025473083333335
120122,2.7563461166666667
120124,4.20501175
120125,5.09961995
120126,2.4264837083333335
120127,2.849732275
120128,1.5863350416666666
120129,4.397467675
120130,4.65331305
120132,4.33966635
120133,2.938093575
120134,4.932008191666666
120135,6.7629138583333335
120136,4.9799981749999995
120201,4.701847341666666
120202,3.2147815166666667
120203,3.706002408333333
120204,2.8741322583333333
120205,3.9863038583333332
120206,2.597542708333333
120207,3.2093819916666666
120208,3.816087
120209,5.90122265
120210,4.5795534
120211,4.445076
120212,4.583333333333333
120213,4.527261675
120214,1.3960050083333333
120215,3.9332850416666667
120301,11.035957849999999
120302,14.229563716666666
120303,14.847588408333333
120304,14.528439016666667
120305,9.451583591666667
120306,8.115569525
120401,4.127958616666667
120402,2.9470772666666667
120403,2.7843216
120404,4.2825731
120405,-0.15548140000000002
120406,2.0390618833333334
120407,4.088758858333334
120408,3.838056283333333
120409,3.764284225
120410,4.215139291666667
120411,2.5583513166666667
120412,3.5119573416666667
120413,3.619255716666667
120414,2.115816225
120415,3.3547559583333335
120416,3.626923908333333
120417,3.1523909916666666
120418,3.2705167333333334
120419,6.460629558333333
120420,3.8249123166666665
120421,3.5072700083333332
120422,3.257182375
120423,2.3985546916666665
120424,3.9578936833333334
120425,3.040594866666667
120426,1.67467155
120427,2.1357696083333333
120428,4.259980633333333
120429,3.8273247916666664
120430,4.0317036
120431,2.5324838583333333
120432,3.014336975
120433,3.046210883333333
120434,3.6533801083333333
120501,-0.588693875
120502,-0.4406705083333334
120503,-0.5046141666666666
120504,3.681944625
120601,16.116182741666666
120602,16.129331516666667
120603,10.736888683333333
120604,17.137302141666666
120605,7.701515641666667
120606,12.686611491666666
120607,16.815802608333335
120608,15.550921616666667
120609,14.278468141666666
120701,1.64480385
120702,3.7037140666666666
120703,2.2818674916666666
120704,3.5692202583333335
120705,1.0668217
120706,3.8698944416666667
120707,1.4661632166666667
120708,1.0021502916666667
120709,2.8464886750000002
120801,0.6942453749999999
120802,0.7470136416666666
120803,-1.4155199916666668
120804,-2.1953273083333333
120805,-2.3512693083333334
120806,-0.35211895
120807,-2.2144091416666667
120808,-0.25877310833333333
120809,-2.1856033666666668
120810,-2.4125592166666667
120901,4.908849975
120902,2.947626533333333
120903,2.214345766666667
120904,4.120814975
120905,5.1136688333333336
120906,3.3987300333333335
120907,1.5047861416666668
120908,5.076385841666666
120909,0.19291814999999998
130101,16.891353008333333
130102,16.1097767
130103,16.479996258333333
130104,15.591361541666666
130105,16.676259208333335
130106,14.754648908333333
130107,16.829231625000002
130108,13.643595191666666
130109,16.222820058333333
130110,12.754799133333334
130111,16.826089616666668
130201,15.497205166666667
130202,15.118475725
130203,16.009965458333333
130204,16.095032675
130205,16.197428483333333
130206,16.352969583333334
130207,16.166880041666666
130208,15.072598366666666
130301,6.915948616666666
130302,9.037182941666666
130303,5.985085908333334
130304,11.211167125
130305,4.974530125
130306,9.452081925
130401,16.457872683333335
130402,17.212871025000002
130403,17.258774975
130501,4.560983233333333
130502,3.1782941
130503,5.191063916666667
130504,5.802487125
130601,6.1126180833333335
130602,4.0873579583333335
130604,8.7086776
130605,7.707454991666666
130606,6.3847793416666665
130608,4.192001933333334
130610,6.55002585
130611,6.787537658333333
130613,8.794672958333333
130614,6.076440983333333
130701,16.421989149999998
130702,17.00993545
130703,16.975940708333333
130704,16.86127
130705,16.4586014
130801,2.957738583333333
130802,3.2271884833333333
130803,6.658404925
130804,5.153548
130805,3.994749975
130806,8.182809508333333
130807,7.02191515
130808,5.999039025
130809,7.62048015
130810,5.163752683333334
130811,8.068049591666666
130812,8.592690966666666
130813,6.64948095
130901,4.50039405
130902,5.026339425
130903,8.784041041666667
130904,5.280876075
130905,5.238582608333333
130906,5.21148335
130907,3.1852378916666666
130908,9.902284875
131001,5.541529583333333
131002,5.89031375
131003,2.952450783333333
131004,4.564703508333333
131005,4.7153856916666665
131006,2.125224025
131007,7.48227325
131008,3.183442925
131101,11.647759641666667
131102,11.551873891666666
131103,11.388074425
131104,7.995414383333333
131201,15.378239916666667
131202,14.767408616666668
131203,17.033973066666668
140101,17.69232720833333
140102,17.475910833333334
140103,17.474706758333333
140104,17.29823495
140105,17.728547525
140106,17.533605875
140107,17.674793025
140108,17.474650275000002
140109,16.985479508333334
140110,15.959305508333333
140111,17.82709446666667
140112,17.534159891666665
140113,17.4266076
140114,17.403321133333332
140115,17.7221667
140116,17.753406583333334
140117,17.411704666666665
140118,17.77065405833333
140119,17.350113391666667
140120,17.800845391666666
140201,17.939401516666667
140202,7.428319716666667
140203,8.10571705
140204,17.787497466666668
140205,17.440182283333332
140206,17.86287365
140301,17.7571728
140302,16.535661533333332
140303,17.992900241666668
140304,18.213691383333334
140305,17.853063133333333
140306,17.78832315
140307,17.936614849999998
140308,18.154965375
140309,18.189028708333332
140310,13.673163208333333
140311,17.507631775
140312,17.889898441666666
150101,15.689011608333333
150102,13.717980791666665
150103,13.726990774999999
150104,15.65
150105,15.822365283333333
150106,13.0197115
150107,12.291821325
150108,15.714270875
150109,12.788961208333333
150110,15.022026775
150111,14.9712238
150112,15.46387595
150113,15.696111733333334
150114,14.115278125
150115,15.445637625
150116,15.481615675
150117,16.108530325
