ubigeo,tmmn
010101,10.402088333333333
010102,8.161859141666667
010103,10.103543275
010104,9.482945275
010105,8.9887046
010106,7.893096325
010107,5.336403825
010108,11.80790065
010109,7.412270441666667
010110,4.822738491666667
010111,8.595578933333334
010112,8.473447583333334
010113,7.104052733333333
010114,8.619967125
010115,7.488674258333333
010116,6.527618266666667
010117,6.921405066666667
010118,10.908824258333333
010119,7.854069908333334
010120,7.770852275
010121,10.51390675
010201,18.382931783333333
010202,15.308967466666667
010203,15.024405333333334
010204,18.2144904
010205,17.755402841666665
010206,16.146407533333335
010301,9.1543194
010302,8.262732158333334
010303,11.49045515
010304,10.678013516666667
010305,11.347588758333334
010306,10.416832666666666
010307,12.915485358333333
010308,9.930092866666667
010309,9.000606
010310,11.891808658333334
010311,11.361126091666666
010312,13.96603305
010401,20.347965908333332
010402,18.22643538333333
010403,20.385218158333334
010501,10.414862758333333
010502,13.394716216666666
010503,10.676818941666667
010504,7.8646856666666665
010505,9.12908395
010506,8.479335166666667
010507,5.540938166666667
010508,9.092735383333334
010509,9.599843341666666
010510,9.579388275000001
010511,6.1556282
010512,11.583561075
010513,11.620706916666666
010514,10.131356241666667
010515,13.6040392
010516,10.618651683333333
010517,7.36152525
010518,11.376320783333334
010519,8.796061283333334
010520,10.7077498
010521,7.344738591666667
010522,9.040347425
010523,8.997180133333334
010601,12.014960775
010602,12.853025166666667
010603,10.081884066666667
010604,13.748301316666666
010605,10.965988691666666
010606,11.495255233333333
010607,10.3805017
010608,14.052361283333333
010609,11.917545775
010610,13.5530651
010611,13.274757450000001
010612,10.937172633333333
010701,15.164520475
010702,12.903783766666667
010703,14.779713658333334
010704,17.821159883333333
010705,13.46404565
010706,13.09132435
010707,14.18700535
020101,-0.38825781666666676
020102,5.805561216666667
020103,9.214713725
020104,5.959022841666667
020105,-0.46532520833333335
020106,1.913650425
020107,0.3078622166666667
020108,-1.4783772
020109,10.361427366666668
020110,4.197309025
020111,0.5342370333333334
020112,-0.722968575
020201,-0.7294304333333334
020202,7.002534008333333
020203,2.7350831166666665
020204,-0.38737147499999997
020205,1.3699990083333333
020301,6.46069505
020302,6.77653395
020303,7.1196997416666665
020304,5.058865241666667
020305,1.20660855
020306,1.5841297333333335
020401,-1.4371192
020402,1.8007880583333333
020501,1.4543314833333334
020502,9.020736916666667
020503,9.017473708333334
020504,-2.4740750333333335
020505,0.03304000833333331
020506,3.8714269583333336
020507,11.20747285
020508,-1.079781975
020509,-0.75477725
020510,0.961272175
020511,4.119219541666666
020512,3.2119025416666664
020513,-0.5758612416666666
020514,1.2422881416666667
020515,0.835884475
020601,2.283336691666667
020602,6.942810875
020603,6.3693743666666665
020604,3.348349858333333
020605,3.2787209083333333
020606,0.2926977833333333
020607,6.467157975
020608,-2.035759683333333
020609,-2.164841125
020610,8.224721075
020611,1.83912645
020701,2.7894814666666665
020702,5.334106108333334
020703,3.795210525
020801,16.376625933333333
020802,14.925855608333332
020803,16.7803098
020804,13.683420283333334
020901,4.551013116666667
020902,2.7325295
020903,8.515519216666666
020904,1.1184255416666666
020905,9.357113258333333
020906,4.18969645
020907,9.561428333333334
021001,-0.07253399166666667
021002,2.5891547083333335
021003,1.18260875
021004,-1.5367719916666667
021005,2.56072625
021006,4.030861191666666
021007,2.7126130083333333
021008,-0.20772269999999998
021009,4.106955858333333
021010,4.302843225
021011,3.554534783333333
021012,7.270599483333333
021013,2.319144966666667
021014,-0.9015734999999999
021015,0.8008774583333333
021016,6.003805516666667
021101,14.481380541666667
021102,7.860578883333333
021103,15.751150941666667
021104,9.176164225
021105,4.44133455
021201,2.715404066666667
021202,9.451075483333334
021203,4.166771108333333
021204,5.458998616666666
021205,3.953373158333333
021206,3.354873583333333
021207,4.529848583333333
021208,-0.3635577
021209,2.222112675
021210,0.7245194333333334
021301,4.886772891666666
021302,3.60541065
021303,6.944667475
021304,5.750270325
021305,6.386030233333333
021306,3.3731789
021307,2.260801325
021308,5.8806711499999995
021401,0.6154372333333333
021402,6.969418725
021403,-0.36308352499999996
021404,7.104782366666667
021405,12.566000616666667
021406,1.6136693416666665
021407,3.96394625
021408,2.805739575
021409,11.822261425
021410,2.430459925
021501,1.7290429166666665
021502,9.486089908333334
021503,2.079438825
021504,6.268590741666666
021505,1.9072102416666665
021506,2.953779675
021507,4.757702616666666
021508,7.69113245
021509,2.28084005
021510,11.087809875
021511,7.3568039
021601,1.65274115
021602,2.9639765583333335
021603,6.675227216666666
021604,6.13889505
021701,0.44055954999999997
021702,-1.6339220583333334
021703,-0.756366275
021704,3.2261243833333335
021705,7.22090385
021706,2.792019916666667
021707,0.20433416666666662
021708,8.589979891666667
021709,0.12204064166666674
021710,-0.7113447833333334
021801,15.492460658333334
021802,6.868684483333333
021803,16.507473525
021804,8.513427625
021805,14.025691691666667
021806,16.229460275
021807,16.930149375
021808,16.752907683333333
021809,16.798209891666666
021901,4.869784325
021902,7.626498858333333
021903,5.914723591666666
021904,3.401360725
021905,2.590663891666667
021906,4.0582344
021907,7.291734716666666
021908,1.2683454583333333
021909,3.2021879083333333
021910,5.990140983333333
022001,0.6344770083333333
022002,0.5333916833333333
022003,4.737535608333333
022004,7.305058791666666
022005,4.955070283333334
022006,7.247156191666667
022007,0.26726798333333335
022008,0.2438282083333333
030101,5.194711158333333
030102,0.8143855583333333
030103,1.26217485
030104,3.9861289666666666
030105,7.387648433333333
030106,2.358914275
030107,4.73325245
030108,7.189870758333333
030109,2.3502914
030201,2.1972529583333333
030202,9.006332433333334
030203,1.89506885
030204,5.797791891666667
030205,2.8905937833333333
030206,1.9906458
030207,2.581584975
030208,8.840998599999999
030209,4.973899808333333
030210,-0.21301627500000003
030211,0.4633006583333334
030212,4.672011758333333
030213,0.8352566833333334
030214,3.5856015666666665
030215,2.410888225
030216,5.117508933333333
030217,-0.23557340833333332
030218,2.073875
030219,8.957856116666667
030220,0.009566991666666644
030301,-3.00907655
030302,-0.5323109583333333
030303,-1.680315775
030304,-3.1156949333333332
030305,-3.245459875
030306,0.028861216666666693
030307,0.060248741666666675
030401,0.7205263916666667
030402,1.4295388916666667
030403,-1.51655665
030404,3.6504360333333334
030405,3.5034350416666666
030406,-2.3477426833333332
030407,4.308196608333334
030408,3.631663125
030409,1.4460893583333334
030410,2.11275275
030411,1.1385292249999999
030412,-0.42625879999999994
030413,3.4186119416666667
030414,2.3165711
030415,5.025082208333333
030416,1.715897725
030417,1.5272272666666666
030501,1.4530022416666666
030502,3.7767769666666666
030503,0.9985362916666667
030504,0.04066350833333329
030505,2.612648083333333
030506,-0.36508198333333325
030601,5.654542725
030602,1.940030825
030603,6.821796883333334
030604,8.107427066666666
030605,5.659028158333333
030606,6.004183383333333
030607,4.754726583333333
030608,1.749508525
030609,4.2829301
030610,8.667031316666666
030611,7.676833366666667
030701,-0.7488136583333334
030702,-0.07286999999999996
030703,2.3581143833333336
030704,3.2282567416666668
030705,0.3949077166666667
030706,0.600994675
030707,-1.4825832666666667
030708,-0.6181235083333333
030709,2.215637533333333
030710,3.7078667166666666
030711,1.0484176916666668
030712,4.478476833333334
030713,-2.514655025
030714,1.1904992916666668
040101,8.928739491666667
040102,4.513919466666667
040103,0.1659080083333333
040104,3.99927775
040105,3.3959375333333335
040106,0.938568875
040107,8.909697341666666
040108,11.374533541666667
040109,5.493470791666667
040110,5.473867375
040111,7.767901675
040112,7.667021591666667
040113,1.9522143916666668
040114,4.901743241666667
040115,6.7643653
040116,6.926441541666667
040117,9.223083975
040118,13.28369815
040119,-2.9935773583333334
040120,11.055657658333333
040121,13.517704616666666
040122,8.794177833333332
040123,8.7334712
040124,9.630847191666666
040125,12.1455169
040126,8.955033833333333
040127,7.3132806666666665
040128,1.880296175
040129,8.951464
040201,17.627753558333332
040202,17.68641870833333
040203,11.383837566666667
040204,14.998669483333334
040205,14.899394975
040206,12.691110316666666
040207,15.048504766666667
040208,16.290698258333332
040301,8.892214316666667
040302,10.914985616666666
040303,11.47968075
040304,11.760229425
040305,13.128600525
040306,2.855697075
040307,14.337872225
040308,10.405804141666666
040309,6.498038491666667
