ubigeo,aai,co,ntl,no2,o3,pm25,sairtemp,sh,so2,sradiation,swindspeed,tmmn,tmmx,urban_area
020601,0.119847625,0.02709889166666666,0.6952709,5.016666666666667e-5,0.1158865,28.3792452662246,279.9590401,0.00656930833333333,4.862e-4,251.10819666666663,2.815898008333334,2.283336691666667,17.384600541666668,29.4195556
020602,-0.10294216666666668,0.0289195,1.2055462,5.245e-5,0.11536085833333332,28.4545452811501,283.8899963416667,0.00797796666666666,5.949e-4,250.07380535,2.7590226583333335,6.942810875,22.635283991666668,0
020603,-0.194778675,0.02887530833333333,0.4801594,5.1416666666666665e-5,0.11572024166666668,27.9099996566772,285.60858663333335,0.00857973333333333,3.92525e-4,250.64685821666663,2.6725637,6.3693743666666665,22.069897108333333,0
020604,0.26839700833333335,0.02764121666666666,0.728597,5.183333333333334e-5,0.11558248333333332,29.1945946152146,281.13150260833334,0.00679536666666666,5.001833333333333e-4,258.841909575,2.7293385,3.348349858333333,18.533275241666665,42.486614
020605,0.07396454166666667,0.027125325,0.4836189,5.0316666666666665e-5,0.11613810833333334,27.9657893431814,279.9257039666667,0.00642704166666666,4.395e-4,255.907272225,2.5958150166666667,3.2787209083333333,18.378402658333332,0
020606,0.17396609166666668,0.0260751,0.495684,4.688333333333333e-5,0.11603469166666666,28.7500000762939,278.81954379166666,0.00643758333333333,4.260833333333333e-4,246.98169978333337,3.10888765,0.2926977833333333,15.200655366666666,4.0373046
020607,0.01200833333333334,0.02828405833333333,1.2141053,5.219166666666667e-5,0.115891525,28.7888882954915,284.1186421666667,0.00805445833333333,5.332416666666667e-4,248.12653095833332,3.0317831666666666,6.467157975,22.210193275,4.0370853
020608,0.19193755833333337,0.02463379166666666,0.3809588,4.7016666666666667e-5,0.11675105833333334,28.9227723414355,276.33737160833334,0.00573421666666666,3.1555e-4,244.77125459166663,3.128330291666667,-2.035759683333333,12.575435725,0
020609,0.24371445833333333,0.02558399166666666,0.4082253,4.519166666666667e-5,0.11584193333333334,28.1475726933155,276.610108675,0.00581391666666666,2.580083333333333e-4,247.03366553333333,3.1452105083333333,-2.164841125,12.527920608333334,0
020610,-0.127189575,0.02906343333333333,1.2507791,5.2791666666666665e-5,0.11603585833333334,28.2000003542219,285.60858663333335,0.00857973333333333,4.973166666666667e-4,250.64685821666663,2.6725637,8.224721075,23.79928311666667,0
020611,0.2929647083333333,0.02704678333333333,0.7476997,5.185e-5,0.11584993333333334,29.0054051167256,279.04616615,0.0061254,4.49675e-4,257.81323365,2.810077491666666,1.83912645,16.864762758333335,0
020701,0.120651875,0.02703443333333333,0.4559266,4.8091666666666666e-5,0.11634395833333332,30.2995122583901,280.8498519666667,0.00781225,3.3541666666666664e-4,241.52859269166663,3.3778029333333333,2.7894814666666665,17.962748741666665,0
020702,-0.06722715833333333,0.0290975,0.3226462,4.8058333333333334e-5,0.11649856666666666,32.5040936163294,283.39961469166667,0.00924205833333333,4.0071666666666666e-4,238.30222958333337,3.396531733333333,5.334106108333334,20.48598965,0
020703,-0.09885908333333332,0.02845810833333333,0.3311632,4.7775e-5,0.11646950833333332,31.390909021551,282.15904135,0.008497025,4.007916666666667e-4,239.3249463666667,3.4423278416666667,3.795210525,19.0381369,0
020801,0.3210838916666667,0.03830335,0.5414256,5.3275e-5,0.11712881666666666,26.6679757167205,296.80910014166665,0.01276818333333333,6.263333333333333e-4,264.83393523333336,3.7894123166666662,16.376625933333333,25.967643458333335,39.4736103
020802,0.36026756666666665,0.03724735833333333,0.4012504,5.3041666666666664e-5,0.11676963333333332,25.8865141055663,295.434754475,0.011657925,5.655583333333333e-4,259.11367648333334,3.5925562666666666,14.925855608333332,25.983271583333337,19.1038694
020803,0.22161586666666663,0.03976349166666666,0.6094227,5.37e-5,0.11745435,28.1519552689025,297.35369891666664,0.013632775,6.79775e-4,266.97408153333333,3.6697037,16.7803098,25.588295825,37.0914003
020804,0.25379545833333333,0.03561411666666667,0.3366677,5.333333333333333e-5,0.1165481,26.80888155887,293.4679701333333,0.01082664166666666,5.685333333333333e-4,260.98066090833333,3.58060325,13.683420283333334,25.513565325,39.2001487
020901,0.15356929166666666,0.02825963333333333,0.4179682,4.9191666666666665e-5,0.11580136666666668,24.0079364473858,282.6162784083333,0.0070819,4.7513333333333335e-4,243.03369061666663,2.257624516666666,4.551013116666667,19.680072783333333,0
020902,0.33659588333333335,0.02657624166666666,0.3991988,4.625833333333333e-5,0.1155322,23.5367346783074,281.0340805,0.00678464166666666,4.137e-4,239.66402839166668,2.3082311916666667,2.7325295,17.92982183333333,0
020903,-0.07898736666666667,0.031699475,0.3323811,4.95e-5,0.115976225,23.7464000244141,289.38058766666666,0.00921599166666666,5.9925e-4,242.32415301666663,2.5754863583333334,8.515519216666666,23.25462605,0
020904,0.12547666666666668,0.0263221,0.3098872,4.69e-5,0.11619555,24.7796562052729,279.3577102666667,0.00644653333333333,4.16525e-4,238.87913765833332,2.5550968333333333,1.1184255416666666,16.192097033333333,0
020905,0.18669884166666667,0.03167505833333333,0.4820536,5.1975e-5,0.1160435,24.0207792257334,286.60724439166665,0.00866071666666666,4.7354166666666665e-4,239.83747411666667,2.21631095,9.357113258333332,23.539431141666668,0
