origin,destination,weight
150101,150102,0.10434702840303181
150101,150103,2.167207512986045
150101,150104,0.6134687933584837
150101,150105,9.453152770929606
150101,150106,0.16856058434335905
150101,150107,0.05045350823882856
150101,150108,1.4241649371051153
150101,150109,0.027520095402997397
150101,150110,0.8061094611794655
150101,150111,1.6179522755678886
150101,150112,1.056083661090025
150101,150113,7.381118921212259
150101,150114,2.3506748156726944
150101,150115,6.412182228898393
150101,150116,4.602735956151315
150101,150117,2.8265431320161913
150101,150118,0.6260821704181908
150101,150119,0.5504019080599479
150101,150120,2.022727012120309
150101,150121,5.013244045912693
150101,150122,5.629006180554759
150101,150123,0.12957378252244608
150101,150124,0.034400119253746746
150101,150125,0.4804549989106629
150101,150126,0.019493400910456492
150101,150127,0.01261337705970714
150101,150128,1.6833125021500073
150101,150129,0.02064007155224805
150101,150130,2.6591292183146233
150101,150131,8.627549908839685
150101,150132,2.4928619752548475
150101,150133,0.43802818516437525
150101,150134,0.9070164776571226
150101,150135,3.1189441456730385
150101,150136,6.627756309555206
150101,150137,1.5491520370603953
150101,150138,0.0034400119253746747
150101,150139,0.011466706417915582
150101,150140,3.675079406941944
150101,150141,1.6477657122544693
150101,150142,0.5595752731942804
150101,150143,0.21786742194039604
150102,150101,9.683681626127669
150102,150103,1.0620075368276807
150102,150104,0.3311636405161585
150102,150105,0.9706520497887404
150102,150106,1.296105972364965
150102,150107,0.0685166152792052
150102,150108,0.9877812036085417
150102,150109,0.04567774351947013
150102,150110,4.059609455292908
150102,150111,0.41109969167523125
150102,150112,2.9119561493662216
150102,150113,1.7814319972593355
150102,150114,0.9877812036085417
150102,150115,2.186821970994633
150102,150116,1.0049103574283431
150102,150117,15.861596437136004
150102,150118,0.5652620760534429
150102,150119,0.5024551787141716
150102,150120,0.5538426401735754
150102,150121,0.7765216398309923
150102,150122,2.0098207148566862
150102,150123,0.15987210231814547
150102,150124,0.0342583076396026
150102,150125,18.562293022724678
150102,150126,0.02854858969966884
150102,150127,0.005709717939933767
150102,150128,1.0106200753682768
150102,150129,0.02854858969966884
150102,150130,1.0448783830078794
150102,150131,2.6835674317688705
150102,150132,1.6329793308210574
150102,150133,0.4853260248943702
150102,150134,0.37113166609569487
150102,150135,4.287998172890259
150102,150136,1.18191161356629
150102,150137,1.1076852803471509
150102,150138,0.005709717939933767
150102,150139,1.8214000228388718
150102,150140,1.884206920178143
150102,150141,0.5367134863537741
150102,150142,0.7936507936507936
150102,150143,0.2398081534772182
150103,150101,11.765883191774138
150103,150102,0.07255169308132045
150103,150104,0.3283589557559761
150103,150105,1.128303916540535
150103,150106,0.12446368037226524
150103,150107,2.0764794916377918
150103,150108,1.1620779805611499
150103,150109,0.1807537870732897
150103,150110,0.34649687902630627
150103,150111,1.3522134520846103
150103,150112,0.703626333762806
150103,150113,2.237844464180729
150103,150114,10.623194025743341
150103,150115,8.30279073840111
150103,150116,2.069599589707667
150103,150117,1.2183680872621743
150103,150118,6.099971229501019
150103,150119,0.9131506198166193
150103,150120,0.6054313698510189
150103,150121,0.7599164404638304
150103,150122,2.9489761455036714
150103,150123,0.3515004440663973
150103,150124,0.030646835870557772
150103,150125,0.32773351012596474
150103,150126,0.04127941158075128
150103,150127,0.018137923270330113
150103,150128,0.98132419348786
150103,150129,0.03815218343069437
150103,150130,3.267953416809477
150103,150131,4.161089776465731
150103,150132,3.2185432120385777
150103,150133,0.5654028495302903
150103,150134,3.0196515016949577
150103,150135,0.8818783383160502
150103,150136,1.3803585054351224
150103,150137,12.108627397020378
150103,150138,0.004378119410079682
150103,150139,0.01000713008018213
150103,150140,5.821647924145954
150103,150141,1.1670815456012409
150103,150142,0.8087011996047184
150103,150143,0.3145991518957257
150104,150101,8.853800421913956
150104,150102,0.012785271367384771
150104,150103,1.1314965160135524
150104,150105,0.9461100811864732
150104,150106,0.05753372115323148
150104,150107,0.019177907051077157
150104,150108,9.007223678322571
150104,150109,0.019177907051077157
150104,150110,0.2237422489292335
150104,150111,0.198171706194464
150104,150112,0.2876686057661574
150104,150113,3.3177779198363484
150104,150114,2.8894713290289586
150104,150115,2.211851946557566
150104,150116,2.3397046602314133
150104,150117,0.6584414754203157
150104,150118,0.2876686057661574
150104,150119,0.6967972895224701
150104,150120,1.6429073707089434
150104,150121,1.1442817873809372
150104,150122,19.088410151505467
150104,150123,0.26209806303138783
150104,150124,0.025570542734769542
150104,150125,0.15981589209230965
150104,150126,0.025570542734769542
150104,150128,0.3260244198683117
150104,150129,0.019177907051077157
150104,150130,3.6949434251741993
150104,150131,12.37614268362846
150104,150132,0.5241961260627757
150104,150133,1.0356069807581665
150104,150134,0.4346992264910822
150104,150135,0.5753372115323148
150104,150136,2.3588825672824902
150104,150137,0.447484497858467
150104,150140,12.030940356709072
150104,150141,3.394489548040657
150104,150142,1.0292143450744742
150104,150143,0.37716550533785076
150105,150101,22.466925453537197
150105,150102,0.05545432939871663
150105,150103,1.6398637407906203
150105,150104,0.525495788111648
150105,150106,0.13731548232063165
150105,150107,0.052813647046396794
150105,150108,1.2754495761704825
150105,150109,0.01848477646623888
150105,150110,0.559824658691806
150105,150111,0.5334178351686075
150105,150112,0.7367503762972352
150105,150113,9.767884021231087
150105,150114,1.859040376033167
150105,150115,4.011196493173836
150105,150116,3.8923657873194433
150105,150117,1.761335128997333
150105,150118,0.3749768940294172
150105,150119,0.36441416462013787
150105,150120,2.46375663471441
150105,150121,8.352478280387652
150105,150122,5.614090681031978
150105,150123,0.11090865879743327
150105,150124,0.013203411761599199
150105,150125,0.3591327999154981
150105,150126,0.01848477646623888
150105,150127,0.007922047056959518
150105,150128,1.0932424938604135
150105,150129,0.01848477646623888
150105,150130,2.3449259288600177
150105,150131,7.758324751115689
150105,150132,1.3520293643877577
150105,150133,0.35121075285853864
150105,150134,0.5017296469407695
150105,150135,1.579128046687264
150105,150136,5.075391481158731
150105,150137,0.9849745174153001
150105,150138,0.002640682352319839
150105,150139,0.015844094113919037
150105,150140,3.3615886345031556
150105,150141,1.579128046687264
150105,150142,0.3961023528479759
150105,150143,0.12147138820671262
150106,150101,11.575264944953185
150106,150102,0.5210038443910241
150106,150103,1.1748309309786829
150106,150104,0.31147985670055844
150106,150105,1.3431984210870929
150106,150107,0.030867373186541824
150106,150108,0.8371605758168161
150106,150109,0.03647962285682216
150106,150110,16.280200918538196
150106,150111,0.42746634988635196
150106,150112,4.732061846991367
150106,150113,1.9904778830594245
150106,150114,1.140222058011954
150106,150115,2.3618217362429728
150106,150116,1.2141166786706452
150106,150117,14.178413417018213
150106,150118,0.6023814646100889
150106,150119,0.43775547428186584
150106,150120,0.6809529599940136
150106,150121,0.9784021925188713
150106,150122,2.518964727010822
150106,150123,0.09353749450467219
150106,150124,0.04770412219738282
150106,150125,9.605365310684789
150106,150126,0.03367349802168199
150106,150127,0.012159874285607386
150106,150128,1.3375861714168125
150106,150129,0.025255123516261493
150106,150130,1.1327390584515804
150106,150131,3.10731556744521
150106,150132,1.291752799109523
150106,150133,0.23010223648149358
150106,150134,0.326445855821306
150106,150135,4.198898128314735
150106,150136,1.9689642593233496
150106,150137,1.0850349362541973
150106,150138,0.002806124835140166
150106,150139,0.06267012131813036
150106,150140,2.03444050547662
150106,150141,0.7323985819715834
150106,150142,0.3984697265899036
150106,150143,0.14311236659214846
150107,150101,11.012456930824278
150107,150102,0.10601643254704478
150107,150103,21.415319374503046
150107,150104,0.27829313543599254
150107,150105,0.6957328385899815
150107,150106,0.06626027034190299
150107,150108,0.8282533792737874
150107,150109,0.0198780811025709
150107,150110,0.13252054068380598
150107,150111,0.5830903790087464
150107,150112,0.4836999734958919
150107,150113,1.6034985422740524
150107,150114,5.393586005830904
150107,150115,1.8354094884707128
150107,150116,1.2125629472568247
150107,150117,0.8481314603763582
150107,150118,22.806785051683008
150107,150119,0.5632122979061754
150107,150120,0.44394381129075006
150107,150121,0.6626027034190299
150107,150122,2.517890272992314
150107,150123,0.1523986217863769
150107,150124,0.026504108136761195
150107,150125,0.22528491916247018
150107,150126,0.033130135170951494
150107,150127,0.013252054068380597
150107,150128,0.596342433077127
150107,150129,0.0397561622051418
150107,150130,1.9082957858468061
150107,150131,3.4322820037105752
150107,150132,1.6763848396501457
150107,150133,0.3180492976411344
150107,150134,0.8415054333421681
150107,150135,0.5234561357010337
150107,150136,0.8017492711370262
